MS_system,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProperty,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,CountDeclFunction,CountDeclMethodDefault,CountInput,CountOutput,CountSemicolon,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
train-ticket-0.0.1,(Unnamed_Package),14.0,1.0,12.0,2.0,2.0,,,,,25.0,10.0,0.0,,27.0,105.0,61.0,115.0,,0.0,0.0,114.0,,,,,,3108.0,185.0,1754.0,779.0,1010.0,1249.0,,1427.0,669.0,910.0,,7.0,,2.0,,,"0,71",193.0,,1.0,,,1209.0,,,,,,,
train-ticket-0.0.1,adminbasic,4.0,0.0,4.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,,,,26.0,4.0,22.0,17.0,2.0,0.0,,14.0,12.0,2.0,,1.0,,0.0,,,"0,00",2.0,,0.0,,,11.0,,,,,,,
train-ticket-0.0.1,adminbasic.controller,6.0,0.0,6.0,0.0,1.0,,,,,1.0,0.0,0.0,,1.0,21.0,1.0,21.0,,0.0,0.0,21.0,,,,,,170.0,26.0,140.0,77.0,41.0,4.0,,75.0,34.0,41.0,,1.0,,0.0,,,"0,03",21.0,,0.0,,,53.0,,,,,,,
train-ticket-0.0.1,adminbasic.domin,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,"0,00",0.0,,0.0,,,0.0,,,,,,,
train-ticket-0.0.1,adminbasic.domin.bean,3.0,0.0,3.0,0.0,1.0,,,,,5.0,0.0,0.0,,5.0,60.0,25.0,60.0,,0.0,0.0,60.0,,,,,,348.0,100.0,244.0,103.0,74.0,4.0,,169.0,100.0,69.0,,4.0,,1.0,,,"0,02",63.0,,0.0,,,101.0,,,,,,,
train-ticket-0.0.1,adminbasic.domin.info,3.0,0.0,3.0,0.0,1.0,,,,,8.0,0.0,0.0,,8.0,68.0,31.0,68.0,,0.0,0.0,68.0,,,,,,388.0,133.0,253.0,115.0,62.0,2.0,,177.0,115.0,62.0,,1.0,,0.0,,,"0,01",68.0,,0.0,,,101.0,,,,,,,
train-ticket-0.0.1,adminbasic.domin.reuslt,3.0,0.0,3.0,0.0,1.0,,,,,9.0,0.0,0.0,,9.0,55.0,26.0,55.0,,0.0,0.0,55.0,,,,,,346.0,113.0,231.0,112.0,55.0,2.0,,167.0,112.0,55.0,,1.0,,0.0,,,"0,01",55.0,,0.0,,,103.0,,,,,,,
train-ticket-0.0.1,adminbasic.service,19.0,0.0,17.0,3.0,2.0,,,,,5.0,0.0,0.0,,2.0,40.0,2.0,40.0,,0.0,0.0,20.0,,,,,,488.0,59.0,389.0,170.0,254.0,60.0,,235.0,128.0,152.0,,2.0,,1.0,,,"0,15",40.0,,20.0,,,194.0,,,,,,,
train-ticket-0.0.1,adminorder,4.0,0.0,4.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,,,,25.0,3.0,22.0,17.0,2.0,0.0,,14.0,12.0,2.0,,1.0,,0.0,,,"0,00",2.0,,0.0,,,11.0,,,,,,,
train-ticket-0.0.1,adminorder.controller,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,,1.0,5.0,1.0,5.0,,0.0,0.0,5.0,,,,,,47.0,9.0,38.0,27.0,5.0,0.0,,24.0,19.0,5.0,,1.0,,0.0,,,"0,00",5.0,,0.0,,,18.0,,,,,,,
train-ticket-0.0.1,adminorder.domain,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,"0,00",0.0,,0.0,,,0.0,,,,,,,
train-ticket-0.0.1,adminorder.domain.bean,4.0,0.0,4.0,0.0,1.0,,,,,4.0,2.0,0.0,,4.0,49.0,37.0,51.0,,0.0,0.0,49.0,,,,,,319.0,74.0,242.0,102.0,87.0,3.0,,154.0,86.0,72.0,,4.0,,2.0,,,"0,01",54.0,,2.0,,,96.0,,,,,,,
train-ticket-0.0.1,adminorder.domain.request,3.0,0.0,3.0,0.0,1.0,,,,,3.0,0.0,0.0,,3.0,17.0,7.0,17.0,,0.0,0.0,17.0,,,,,,93.0,26.0,67.0,33.0,14.0,0.0,,47.0,33.0,14.0,,1.0,,0.0,,,"0,00",17.0,,0.0,,,27.0,,,,,,,
train-ticket-0.0.1,adminorder.domain.response,3.0,0.0,3.0,0.0,1.0,,,,,5.0,0.0,0.0,,5.0,34.0,14.0,34.0,,0.0,0.0,34.0,,,,,,195.0,59.0,134.0,64.0,31.0,2.0,,95.0,64.0,31.0,,1.0,,0.0,,,"0,01",34.0,,0.0,,,56.0,,,,,,,
train-ticket-0.0.1,adminorder.service,36.0,0.0,31.0,6.0,3.0,,,,,2.0,0.0,0.0,,2.0,9.0,1.0,9.0,,1.0,0.0,4.0,,,,,,226.0,12.0,192.0,77.0,122.0,30.0,,119.0,63.0,80.0,,4.0,,2.0,,,"0,16",15.0,,4.0,,,102.0,,,,,,,
train-ticket-0.0.1,adminroute,4.0,0.0,4.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,,,,25.0,3.0,22.0,17.0,2.0,0.0,,14.0,12.0,2.0,,1.0,,0.0,,,"0,00",2.0,,0.0,,,11.0,,,,,,,
train-ticket-0.0.1,adminroute.controller,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,,1.0,4.0,1.0,4.0,,0.0,0.0,4.0,,,,,,38.0,6.0,32.0,23.0,4.0,0.0,,20.0,16.0,4.0,,1.0,,0.0,,,"0,00",4.0,,0.0,,,15.0,,,,,,,
train-ticket-0.0.1,adminroute.domain,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,"0,00",0.0,,0.0,,,0.0,,,,,,,
train-ticket-0.0.1,adminroute.domain.bean,3.0,0.0,3.0,0.0,1.0,,,,,3.0,0.0,0.0,,3.0,26.0,11.0,26.0,,0.0,0.0,26.0,,,,,,147.0,42.0,102.0,50.0,23.0,3.0,,70.0,47.0,23.0,,1.0,,0.0,,,"0,03",26.0,,0.0,,,41.0,,,,,,,
train-ticket-0.0.1,adminroute.domain.request,3.0,0.0,3.0,0.0,1.0,,,,,2.0,0.0,0.0,,2.0,19.0,8.0,19.0,,0.0,0.0,19.0,,,,,,98.0,27.0,69.0,31.0,17.0,2.0,,48.0,31.0,17.0,,1.0,,0.0,,,"0,03",19.0,,0.0,,,27.0,,,,,,,
train-ticket-0.0.1,adminroute.domain.response,3.0,0.0,3.0,0.0,1.0,,,,,3.0,0.0,0.0,,3.0,22.0,8.0,22.0,,0.0,0.0,22.0,,,,,,127.0,36.0,88.0,39.0,24.0,3.0,,63.0,39.0,24.0,,1.0,,0.0,,,"0,03",22.0,,0.0,,,38.0,,,,,,,
train-ticket-0.0.1,adminroute.service,21.0,0.0,19.0,3.0,2.0,,,,,2.0,0.0,0.0,,2.0,7.0,1.0,7.0,,1.0,0.0,3.0,,,,,,124.0,8.0,109.0,54.0,59.0,10.0,,75.0,46.0,43.0,,2.0,,1.0,,,"0,09",8.0,,3.0,,,65.0,,,,,,,
train-ticket-0.0.1,admintravel,4.0,0.0,4.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,,,,25.0,3.0,22.0,17.0,2.0,0.0,,14.0,12.0,2.0,,1.0,,0.0,,,"0,00",2.0,,0.0,,,11.0,,,,,,,
train-ticket-0.0.1,admintravel.controller,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,,1.0,5.0,1.0,5.0,,0.0,0.0,5.0,,,,,,42.0,7.0,35.0,24.0,5.0,0.0,,21.0,16.0,5.0,,1.0,,0.0,,,"0,00",5.0,,0.0,,,15.0,,,,,,,
train-ticket-0.0.1,admintravel.domain,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,"0,00",0.0,,0.0,,,0.0,,,,,,,
train-ticket-0.0.1,admintravel.domain.bean,3.0,0.0,3.0,0.0,1.0,,,,,7.0,1.0,0.0,,7.0,65.0,30.0,66.0,,0.0,0.0,65.0,,,,,,393.0,109.0,279.0,118.0,88.0,5.0,,201.0,114.0,88.0,,6.0,,2.0,,,"0,02",71.0,,1.0,,,127.0,,,,,,,
train-ticket-0.0.1,admintravel.domain.request,3.0,0.0,3.0,0.0,1.0,,,,,2.0,0.0,0.0,,2.0,24.0,11.0,24.0,,0.0,0.0,24.0,,,,,,137.0,41.0,94.0,46.0,22.0,2.0,,65.0,43.0,22.0,,1.0,,0.0,,,"0,02",24.0,,0.0,,,39.0,,,,,,,
train-ticket-0.0.1,admintravel.domain.response,3.0,0.0,3.0,0.0,1.0,,,,,2.0,0.0,0.0,,2.0,12.0,5.0,12.0,,0.0,0.0,12.0,,,,,,67.0,20.0,47.0,23.0,10.0,0.0,,33.0,23.0,10.0,,1.0,,0.0,,,"0,00",12.0,,0.0,,,19.0,,,,,,,
train-ticket-0.0.1,admintravel.service,33.0,1.0,29.0,5.0,3.0,,,,,2.0,0.0,0.0,,2.0,9.0,1.0,9.0,,1.0,0.0,4.0,,,,,,209.0,15.0,176.0,70.0,116.0,26.0,,109.0,56.0,74.0,,4.0,,2.0,,,"0,15",15.0,,4.0,,,92.0,,,,,,,
train-ticket-0.0.1,adminuser,4.0,0.0,4.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,,,,25.0,3.0,22.0,17.0,2.0,0.0,,14.0,12.0,2.0,,1.0,,0.0,,,"0,00",2.0,,0.0,,,11.0,,,,,,,
train-ticket-0.0.1,adminuser.controller,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,,1.0,5.0,1.0,5.0,,0.0,0.0,5.0,,,,,,45.0,7.0,38.0,27.0,5.0,0.0,,24.0,19.0,5.0,,1.0,,0.0,,,"0,00",5.0,,0.0,,,18.0,,,,,,,
train-ticket-0.0.1,adminuser.domain,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,"0,00",0.0,,0.0,,,0.0,,,,,,,
train-ticket-0.0.1,adminuser.domain.bean,3.0,0.0,3.0,0.0,1.0,,,,,4.0,2.0,0.0,,4.0,40.0,26.0,42.0,,0.0,0.0,40.0,,,,,,237.0,62.0,174.0,78.0,52.0,1.0,,122.0,72.0,52.0,,3.0,,2.0,,,"0,01",42.0,,2.0,,,76.0,,,,,,,
train-ticket-0.0.1,adminuser.domain.request,3.0,0.0,3.0,0.0,1.0,,,,,4.0,0.0,0.0,,4.0,28.0,12.0,28.0,,0.0,0.0,28.0,,,,,,148.0,43.0,105.0,49.0,24.0,0.0,,73.0,49.0,24.0,,1.0,,0.0,,,"0,00",28.0,,0.0,,,41.0,,,,,,,
train-ticket-0.0.1,adminuser.domain.response,3.0,0.0,3.0,0.0,1.0,,,,,4.0,0.0,0.0,,4.0,26.0,11.0,26.0,,0.0,0.0,26.0,,,,,,149.0,45.0,101.0,49.0,22.0,3.0,,71.0,49.0,22.0,,1.0,,0.0,,,"0,03",26.0,,0.0,,,41.0,,,,,,,
train-ticket-0.0.1,adminuser.service,19.0,0.0,17.0,3.0,2.0,,,,,2.0,0.0,0.0,,2.0,9.0,1.0,9.0,,1.0,0.0,4.0,,,,,,140.0,9.0,122.0,60.0,63.0,13.0,,79.0,50.0,42.0,,2.0,,1.0,,,"0,11",10.0,,4.0,,,67.0,,,,,,,
train-ticket-0.0.1,assurance,4.0,0.0,4.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,,,,26.0,4.0,22.0,17.0,2.0,0.0,,14.0,12.0,2.0,,1.0,,0.0,,,"0,00",2.0,,0.0,,,11.0,,,,,,,
train-ticket-0.0.1,assurance.controller,9.0,0.0,6.0,3.0,1.0,,,,,1.0,0.0,0.0,,1.0,10.0,2.0,10.0,,1.0,0.0,9.0,,,,,,125.0,18.0,79.0,49.0,23.0,29.0,,44.0,28.0,19.0,,1.0,,0.0,,,"0,37",10.0,,0.0,,,33.0,,,,,,,
train-ticket-0.0.1,assurance.domain,3.0,0.0,3.0,0.0,1.0,,,,,13.0,1.0,0.0,,13.0,79.0,36.0,80.0,,0.0,0.0,79.0,,,,,,495.0,148.0,329.0,156.0,81.0,18.0,,231.0,151.0,81.0,,3.0,,2.0,,,"0,05",80.0,,1.0,,,138.0,,,,,,,
train-ticket-0.0.1,assurance.init,4.0,1.0,3.0,0.0,1.0,,,,,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,,0.0,0.0,1.0,,,,,,12.0,3.0,9.0,7.0,0.0,0.0,,5.0,5.0,0.0,,1.0,,0.0,,,"0,00",1.0,,0.0,,,3.0,,,,,,,
train-ticket-0.0.1,assurance.repository,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,,1.0,5.0,0.0,5.0,,0.0,0.0,0.0,,,,,,23.0,7.0,16.0,15.0,0.0,0.0,,13.0,13.0,0.0,,0.0,,0.0,,,"0,00",0.0,,5.0,,,12.0,,,,,,,
train-ticket-0.0.1,assurance.service,15.0,0.0,15.0,0.0,2.0,,,,,2.0,0.0,0.0,,2.0,16.0,1.0,16.0,,0.0,0.0,8.0,,,,,,189.0,25.0,153.0,61.0,92.0,11.0,,123.0,53.0,87.0,,3.0,,2.0,,,"0,07",16.0,,8.0,,,103.0,,,,,,,
train-ticket-0.0.1,cancel,4.0,0.0,4.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,,,,26.0,4.0,22.0,17.0,2.0,0.0,,14.0,12.0,2.0,,1.0,,0.0,,,"0,00",2.0,,0.0,,,11.0,,,,,,,
train-ticket-0.0.1,cancel.controller,15.0,1.0,13.0,1.0,2.0,,,,,1.0,0.0,0.0,,1.0,4.0,2.0,4.0,,1.0,0.0,3.0,,,,,,89.0,13.0,73.0,35.0,36.0,4.0,,50.0,26.0,30.0,,5.0,,2.0,,,"0,05",8.0,,0.0,,,41.0,,,,,,,
train-ticket-0.0.1,cancel.domain,3.0,0.0,3.0,0.0,1.0,,,,,18.0,4.0,0.0,,18.0,147.0,88.0,151.0,,0.0,0.0,147.0,,,,,,866.0,222.0,634.0,282.0,189.0,10.0,,427.0,259.0,174.0,,4.0,,2.0,,,"0,02",154.0,,4.0,,,255.0,,,,,,,
train-ticket-0.0.1,cancel.service,33.0,2.0,30.0,3.0,3.0,,,,,2.0,0.0,0.0,,2.0,12.0,1.0,12.0,,5.0,0.0,5.0,,,,,,379.0,35.0,324.0,114.0,258.0,27.0,,241.0,103.0,208.0,,10.0,,5.0,,,"0,08",28.0,,2.0,,,211.0,,,,,,,
train-ticket-0.0.1,com.lightbend,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,"0,00",0.0,,0.0,,,0.0,,,,,,,
train-ticket-0.0.1,com.lightbend.akka,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,"0,00",0.0,,0.0,,,0.0,,,,,,,
train-ticket-0.0.1,com.lightbend.akka.sample,6.0,0.0,6.0,1.0,1.0,,,,,8.0,5.0,1.0,,4.0,9.0,7.0,14.0,,0.0,0.0,14.0,,,,,,203.0,32.0,151.0,77.0,61.0,20.0,,107.0,68.0,48.0,,2.0,,1.0,,,"0,13",21.0,,0.0,,,84.0,,,,,,,
train-ticket-0.0.1,com.springsource,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,"0,00",0.0,,0.0,,,0.0,,,,,,,
train-ticket-0.0.1,com.springsource.open,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,"0,00",0.0,,0.0,,,0.0,,,,,,,
train-ticket-0.0.1,com.springsource.open.foo,7.0,1.0,7.0,0.0,1.0,,,,,6.0,1.0,1.0,,4.0,18.0,3.0,19.0,,0.0,0.0,16.0,,,,,,181.0,44.0,134.0,68.0,46.0,3.0,,87.0,59.0,32.0,,3.0,,2.0,,,"0,02",20.0,,3.0,,,63.0,,,,,,,
train-ticket-0.0.1,com.springsource.open.foo.async,8.0,1.0,6.0,1.0,1.0,,,,,4.0,0.0,0.0,,4.0,12.0,4.0,12.0,,0.0,5.0,7.0,,,,,,187.0,56.0,122.0,75.0,36.0,10.0,,89.0,60.0,33.0,,3.0,,2.0,,,"0,08",14.0,,0.0,,,71.0,,,,,,,
train-ticket-0.0.1,com.springsource.open.foo.sync,9.0,1.0,8.0,0.0,2.0,,,,,3.0,0.0,0.0,,3.0,15.0,7.0,15.0,,3.0,0.0,12.0,,,,,,268.0,63.0,203.0,127.0,67.0,5.0,,155.0,103.0,61.0,,3.0,,2.0,,,"0,02",24.0,,0.0,,,125.0,,,,,,,
train-ticket-0.0.1,com.springsource.open.foo.test,8.0,0.0,8.0,0.0,2.0,,,,,2.0,0.0,0.0,,2.0,4.0,2.0,4.0,,1.0,0.0,3.0,,,,,,82.0,18.0,64.0,42.0,19.0,1.0,,48.0,33.0,18.0,,3.0,,2.0,,,"0,02",6.0,,0.0,,,40.0,,,,,,,
train-ticket-0.0.1,com.trainticket,3.0,0.0,3.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,,,,,,12.0,3.0,9.0,6.0,1.0,0.0,,6.0,5.0,1.0,,1.0,,0.0,,,"0,00",1.0,,0.0,,,4.0,,,,,,,
train-ticket-0.0.1,com.trainticket.controller,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,,1.0,4.0,1.0,4.0,,0.0,0.0,4.0,,,,,,41.0,8.0,30.0,21.0,4.0,3.0,,19.0,15.0,4.0,,1.0,,0.0,,,"0,10",4.0,,0.0,,,14.0,,,,,,,
train-ticket-0.0.1,com.trainticket.domain,3.0,0.0,3.0,0.0,1.0,,,,,4.0,0.0,0.0,,4.0,26.0,11.0,26.0,,0.0,0.0,26.0,,,,,,155.0,43.0,112.0,62.0,23.0,0.0,,74.0,51.0,23.0,,1.0,,0.0,,,"0,00",26.0,,0.0,,,44.0,,,,,,,
train-ticket-0.0.1,com.trainticket.init,16.0,1.0,9.0,6.0,1.0,,,,,1.0,0.0,0.0,,1.0,1.0,2.0,1.0,,0.0,0.0,1.0,,,,,,36.0,7.0,23.0,16.0,6.0,6.0,,17.0,12.0,6.0,,1.0,,0.0,,,"0,26",1.0,,0.0,,,15.0,,,,,,,
train-ticket-0.0.1,com.trainticket.repository,0.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,4.0,0.0,4.0,,0.0,0.0,0.0,,,,,,28.0,12.0,16.0,14.0,0.0,0.0,,14.0,14.0,0.0,,0.0,,0.0,,,"0,00",0.0,,4.0,,,12.0,,,,,,,
train-ticket-0.0.1,com.trainticket.service,9.0,0.0,9.0,0.0,2.0,,,,,2.0,0.0,0.0,,2.0,8.0,2.0,8.0,,0.0,0.0,4.0,,,,,,87.0,17.0,64.0,39.0,20.0,6.0,,47.0,32.0,18.0,,2.0,,1.0,,,"0,09",6.0,,4.0,,,39.0,,,,,,,
train-ticket-0.0.1,com.trainticket.verificationcode,3.0,0.0,3.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,,,,,,19.0,6.0,13.0,10.0,1.0,0.0,,8.0,7.0,1.0,,1.0,,0.0,,,"0,00",1.0,,0.0,,,6.0,,,,,,,
train-ticket-0.0.1,com.trainticket.verificationcode.controller,9.0,0.0,7.0,2.0,1.0,,,,,1.0,0.0,0.0,,1.0,3.0,1.0,3.0,,0.0,0.0,3.0,,,,,,55.0,10.0,40.0,27.0,12.0,5.0,,29.0,22.0,9.0,,2.0,,1.0,,,"0,13",4.0,,0.0,,,24.0,,,,,,,
train-ticket-0.0.1,com.trainticket.verificationcode.domain,3.0,0.0,3.0,0.0,1.0,,,,,1.0,0.0,0.0,,1.0,6.0,2.0,6.0,,0.0,0.0,6.0,,,,,,40.0,10.0,29.0,16.0,6.0,1.0,,19.0,13.0,6.0,,1.0,,0.0,,,"0,03",6.0,,0.0,,,12.0,,,,,,,
train-ticket-0.0.1,com.trainticket.verificationcode.repository,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,,1.0,3.0,0.0,3.0,,0.0,0.0,0.0,,,,,,21.0,7.0,14.0,13.0,0.0,0.0,,10.0,10.0,0.0,,0.0,,0.0,,,"0,00",0.0,,3.0,,,9.0,,,,,,,
train-ticket-0.0.1,com.trainticket.verificationcode.service,31.0,5.0,25.0,1.0,5.0,,,,,2.0,1.0,5.0,,2.0,4.0,1.0,5.0,,0.0,0.0,2.0,,,,,,150.0,32.0,115.0,64.0,65.0,3.0,,101.0,59.0,59.0,,7.0,,2.0,,,"0,03",14.0,,3.0,,,85.0,,,,,,,
train-ticket-0.0.1,com.trainticket.verificationcode.util,8.0,0.0,8.0,0.0,2.0,,,,,1.0,3.0,0.0,,1.0,0.0,0.0,3.0,,1.0,0.0,2.0,,,,,,39.0,6.0,33.0,15.0,16.0,0.0,,27.0,16.0,16.0,,3.0,,2.0,,,"0,00",7.0,,0.0,,,18.0,,,,,,,
train-ticket-0.0.1,config,4.0,0.0,4.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,,,,26.0,4.0,22.0,17.0,2.0,0.0,,14.0,12.0,2.0,,1.0,,0.0,,,"0,00",2.0,,0.0,,,11.0,,,,,,,
train-ticket-0.0.1,config.controller,5.0,0.0,5.0,0.0,1.0,,,,,1.0,0.0,0.0,,1.0,7.0,1.0,7.0,,0.0,0.0,7.0,,,,,,62.0,11.0,48.0,33.0,7.0,3.0,,25.0,18.0,7.0,,1.0,,0.0,,,"0,06",7.0,,0.0,,,17.0,,,,,,,
train-ticket-0.0.1,config.domain,3.0,0.0,3.0,0.0,1.0,,,,,3.0,0.0,0.0,,3.0,14.0,7.0,14.0,,0.0,0.0,14.0,,,,,,111.0,29.0,82.0,49.0,16.0,0.0,,51.0,35.0,16.0,,1.0,,0.0,,,"0,00",14.0,,0.0,,,34.0,,,,,,,
train-ticket-0.0.1,config.init,69.0,2.0,8.0,59.0,1.0,,,,,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,,,,,,85.0,7.0,19.0,13.0,5.0,59.0,,14.0,10.0,5.0,,1.0,,0.0,,,"3,11",1.0,,0.0,,,12.0,,,,,,,
train-ticket-0.0.1,config.repository,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,,1.0,3.0,0.0,3.0,,0.0,0.0,0.0,,,,,,13.0,4.0,9.0,8.0,0.0,0.0,,8.0,8.0,0.0,,0.0,,0.0,,,"0,00",0.0,,3.0,,,7.0,,,,,,,
train-ticket-0.0.1,config.service,8.0,0.0,8.0,0.0,2.0,,,,,2.0,0.0,0.0,,2.0,12.0,1.0,12.0,,0.0,0.0,6.0,,,,,,99.0,14.0,75.0,38.0,29.0,10.0,,54.0,35.0,24.0,,2.0,,1.0,,,"0,13",11.0,,6.0,,,41.0,,,,,,,
train-ticket-0.0.1,consign,4.0,0.0,4.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,,,,25.0,3.0,22.0,17.0,2.0,0.0,,14.0,12.0,2.0,,1.0,,0.0,,,"0,00",2.0,,0.0,,,11.0,,,,,,,
train-ticket-0.0.1,consign.controller,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,,1.0,5.0,1.0,5.0,,0.0,0.0,5.0,,,,,,44.0,8.0,36.0,25.0,6.0,0.0,,23.0,18.0,6.0,,1.0,,0.0,,,"0,00",5.0,,0.0,,,17.0,,,,,,,
train-ticket-0.0.1,consign.domain,3.0,0.0,3.0,0.0,1.0,,,,,4.0,0.0,0.0,,4.0,52.0,24.0,52.0,,0.0,0.0,52.0,,,,,,265.0,65.0,200.0,96.0,48.0,0.0,,140.0,92.0,48.0,,1.0,,0.0,,,"0,00",52.0,,0.0,,,84.0,,,,,,,
train-ticket-0.0.1,consign.repository,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,,1.0,3.0,0.0,3.0,,0.0,0.0,0.0,,,,,,18.0,5.0,13.0,12.0,0.0,0.0,,11.0,11.0,0.0,,0.0,,0.0,,,"0,00",0.0,,3.0,,,10.0,,,,,,,
train-ticket-0.0.1,consign.service,23.0,1.0,20.0,3.0,2.0,,,,,2.0,0.0,0.0,,2.0,8.0,2.0,8.0,,0.0,0.0,4.0,,,,,,135.0,13.0,114.0,55.0,63.0,10.0,,87.0,46.0,53.0,,3.0,,1.0,,,"0,09",7.0,,4.0,,,78.0,,,,,,,
train-ticket-0.0.1,consignprice,4.0,0.0,4.0,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,,,,25.0,3.0,22.0,17.0,2.0,0.0,,14.0,12.0,2.0,,1.0,,0.0,,,"0,00",2.0,,0.0,,,11.0,,,,,,,
train-ticket-0.0.1,consignprice.controller,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,,1.0,5.0,1.0,5.0,,0.0,0.0,5.0,,,,,,40.0,8.0,32.0,21.0,5.0,0.0,,19.0,14.0,5.0,,1.0,,0.0,,,"0,00",5.0,,0.0,,,13.0,,,,,,,
