MS_system,Package,A,CCRC,Ca,Ce,NOC,NOI,PkgRCi,PkgTCi,TLOC,DMS,I
train-ticket-0.0.1,adminroute.service,0.5,650.0,1.0,2.0,2.0,1.0,13.49047619,94.433333333,67.0,0.166666667,0.666666667
train-ticket-0.0.1,preserve.controller,0.0,300.0,0.0,1.0,1.0,0.0,5.625,11.25,10.0,0.0,1.0
train-ticket-0.0.1,preserve.domain,0.0,33.333333333,3.0,0.0,39.0,0.0,1.601675042,637.466666667,1484.0,1.0,0.0
train-ticket-0.0.1,preserve.service,0.5,1650.0,1.0,2.0,2.0,1.0,964.181623932,13498.542735043,302.0,0.166666667,0.666666667
train-ticket-0.0.1,ts.trainticket,0.0,0.0,11.0,11.0,16.0,0.0,0.375,21.0,496.0,0.5,0.5
train-ticket-0.0.1,ts.trainticket.Meituan,0.142857143,0.0,2.0,0.0,7.0,1.0,1.70212766,80.0,466.0,0.857142857,0.0
train-ticket-0.0.1,ts.trainticket.adapter,0.0,0.0,4.0,1.0,2.0,0.0,2.142857143,15.0,76.0,0.8,0.2
train-ticket-0.0.1,ts.trainticket.configUtils,0.166666667,66.666666667,0.0,0.0,12.0,2.0,2.714015152,238.833333333,1104.0,,
train-ticket-0.0.1,seat,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.1,ts.trainticket.fragement,0.0,20.0,11.0,29.0,50.0,0.0,1.71798134,450.111111111,3262.0,0.275,0.725
train-ticket-0.0.1,ts.trainticket.httpUtils,0.0,0.0,13.0,0.0,3.0,0.0,3.777777778,34.0,125.0,1.0,0.0
train-ticket-0.0.1,ts.trainticket.utils,0.0,0.0,18.0,0.0,7.0,0.0,2.081395349,89.5,383.0,1.0,0.0
train-ticket-0.0.1,execute,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.1,execute.controller,0.0,300.0,0.0,1.0,1.0,0.0,2.333333333,7.0,14.0,0.0,1.0
train-ticket-0.0.1,ts.trainticket.domain,0.0,21.875,15.0,0.0,32.0,0.0,1.827712418,932.133333333,2036.0,1.0,0.0
train-ticket-0.0.1,execute.serivce,0.5,500.0,1.0,2.0,2.0,1.0,123.282608696,986.260869565,145.0,0.166666667,0.666666667
train-ticket-0.0.1,execute.domain,0.0,28.571428571,3.0,0.0,7.0,0.0,4.002020202,264.133333333,254.0,1.0,0.0
train-ticket-0.0.1,adminroute.domain.request,0.0,0.0,3.0,0.0,2.0,0.0,1.052631579,20.0,67.0,1.0,0.0
train-ticket-0.0.1,adminroute.domain.bean,0.0,0.0,3.0,0.0,3.0,0.0,1.038461538,27.0,92.0,1.0,0.0
train-ticket-0.0.1,adminroute.controller,0.0,600.0,0.0,1.0,1.0,0.0,2.75,11.0,15.0,0.0,1.0
train-ticket-0.0.1,adminroute,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.1,hello,0.0,75.0,0.0,0.0,4.0,0.0,1.555555556,14.0,63.0,,
train-ticket-0.0.1,adminroute.domain.response,0.0,66.666666667,3.0,2.0,3.0,0.0,1.363636364,30.0,82.0,0.6,0.4
train-ticket-0.0.1,route.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.75,7.0,6.0,0.5,0.5
train-ticket-0.0.1,route.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,66.0,0.0,1.0
train-ticket-0.0.1,route.domain,0.0,37.5,5.0,0.0,8.0,0.0,1.225806452,76.0,226.0,1.0,0.0
train-ticket-0.0.1,route.controller,0.0,800.0,0.0,1.0,1.0,0.0,2.5,15.0,21.0,0.0,1.0
train-ticket-0.0.1,route,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.1,route.service,0.5,850.0,2.0,2.0,2.0,1.0,23.006410256,230.064102564,84.0,0.0,0.5
train-ticket-0.0.2,route.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.75,7.0,6.0,0.5,0.5
train-ticket-0.0.2,route.service,0.5,250.0,2.0,2.0,2.0,1.0,18.403076923,184.030769231,89.0,0.0,0.5
train-ticket-0.0.2,hello,0.0,75.0,0.0,0.0,4.0,0.0,1.555555556,14.0,63.0,,
train-ticket-0.0.2,adminroute,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,adminroute.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,adminroute.service,0.5,200.0,1.0,2.0,2.0,1.0,2.666666667,16.0,25.0,0.166666667,0.666666667
train-ticket-0.0.2,adminroute.entity,0.0,0.0,3.0,0.0,2.0,0.0,1.0,24.0,85.0,1.0,0.0
train-ticket-0.0.2,seat,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,seat.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,seat.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.333333333,7.0,12.0,0.0,1.0
train-ticket-0.0.2,adminroute.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.5,10.0,15.0,0.0,1.0
train-ticket-0.0.2,route.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,66.0,0.0,1.0
train-ticket-0.0.2,ts.trainticket.configUtils,0.166666667,66.666666667,0.0,0.0,12.0,2.0,2.714015152,238.833333333,1104.0,,
train-ticket-0.0.2,route.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.583333333,15.5,25.0,0.0,1.0
train-ticket-0.0.2,route.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,route,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,execute.serivce,0.5,100.0,1.0,1.0,2.0,1.0,5.2,41.6,99.0,0.0,0.5
train-ticket-0.0.2,execute.entity,0.0,0.0,1.0,0.0,1.0,0.0,6.503703704,234.133333333,146.0,1.0,0.0
train-ticket-0.0.2,execute.controller,0.0,100.0,0.0,1.0,1.0,0.0,2.666666667,8.0,14.0,0.0,1.0
train-ticket-0.0.2,execute.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,execute,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,ts.trainticket.utils,0.0,0.0,18.0,0.0,7.0,0.0,2.081395349,89.5,383.0,1.0,0.0
train-ticket-0.0.2,ts.trainticket.httpUtils,0.0,0.0,13.0,0.0,3.0,0.0,3.777777778,34.0,125.0,1.0,0.0
train-ticket-0.0.2,ts.trainticket.fragement,0.0,20.0,11.0,29.0,50.0,0.0,1.71798134,450.111111111,3262.0,0.275,0.725
train-ticket-0.0.2,ts.trainticket.domain,0.0,21.875,15.0,0.0,32.0,0.0,1.827712418,932.133333333,2036.0,1.0,0.0
train-ticket-0.0.2,seat.entity,0.0,16.666666667,3.0,0.0,6.0,0.0,1.188679245,63.0,193.0,1.0,0.0
train-ticket-0.0.2,route.entity,0.0,0.0,5.0,0.0,2.0,0.0,1.0,22.0,78.0,1.0,0.0
train-ticket-0.0.2,seat.service,0.5,400.0,1.0,2.0,2.0,1.0,87.475694444,524.854166667,170.0,0.166666667,0.666666667
train-ticket-0.0.2,other.service,0.5,700.0,2.0,2.0,2.0,1.0,54.069250521,2108.700770308,371.0,0.0,0.5
train-ticket-0.0.2,contacts.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,security.service,0.5,250.0,2.0,2.0,2.0,1.0,10.6,127.2,89.0,0.0,0.5
train-ticket-0.0.2,security.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.5,6.0,6.0,0.5,0.5
train-ticket-0.0.2,security.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,15.0,0.0,1.0
train-ticket-0.0.2,security.entity,0.0,0.0,1.0,0.0,3.0,0.0,4.962666667,248.133333333,196.0,1.0,0.0
train-ticket-0.0.2,security.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.5,15.0,26.0,0.0,1.0
train-ticket-0.0.2,security.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,security,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,inside_payment.util,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,29.0,,
train-ticket-0.0.2,inside_payment.service,0.5,600.0,2.0,2.0,2.0,1.0,24.006666667,480.133333333,250.0,0.0,0.5
train-ticket-0.0.2,inside_payment.repository,1.0,0.0,2.0,2.0,2.0,2.0,1.666666667,10.0,10.0,0.5,0.5
train-ticket-0.0.2,inside_payment.entity,0.0,0.0,7.0,0.0,7.0,0.0,3.416260163,280.133333333,312.0,1.0,0.0
train-ticket-0.0.2,inside_payment.controller,0.0,300.0,0.0,1.0,1.0,0.0,2.611111111,23.5,31.0,0.0,1.0
train-ticket-0.0.2,contacts,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,inside_payment.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,inside_payment,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,other.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.8,9.0,7.0,0.5,0.5
train-ticket-0.0.2,other.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,23.0,0.0,1.0
train-ticket-0.0.2,other.entity,0.0,25.0,5.0,0.0,8.0,0.0,2.760119048,309.133333333,436.0,1.0,0.0
train-ticket-0.0.2,other.controller,0.0,400.0,0.0,1.0,1.0,0.0,3.640625,58.25,65.0,0.0,1.0
train-ticket-0.0.2,other.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,other,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,contacts.service,0.5,200.0,2.0,2.0,2.0,1.0,8.700255102,121.803571429,94.0,0.0,0.5
train-ticket-0.0.2,contacts.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.5,6.0,6.0,0.5,0.5
train-ticket-0.0.2,contacts.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,21.0,0.0,1.0
train-ticket-0.0.2,contacts.entity,0.0,0.0,5.0,0.0,1.0,0.0,2.738095238,38.333333333,59.0,1.0,0.0
train-ticket-0.0.2,contacts.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.5625,20.5,36.0,0.0,1.0
train-ticket-0.0.2,inside_payment.async,0.0,50.0,0.0,1.0,2.0,0.0,1.333333333,4.0,34.0,0.0,1.0
train-ticket-0.0.2,ts.trainticket.adapter,0.0,0.0,4.0,1.0,2.0,0.0,2.142857143,15.0,76.0,0.8,0.2
train-ticket-0.0.2,plan.controller,0.0,200.0,0.0,1.0,1.0,0.0,12.7,50.8,18.0,0.0,1.0
train-ticket-0.0.2,ts.trainticket,0.0,0.0,11.0,11.0,16.0,0.0,0.375,21.0,496.0,0.5,0.5
train-ticket-0.0.2,consignprice.service,0.5,200.0,2.0,2.0,2.0,1.0,19.417424242,155.339393939,59.0,0.0,0.5
train-ticket-0.0.2,consignprice.repository,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.5,0.5
train-ticket-0.0.2,consignprice.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,14.0,0.0,1.0
train-ticket-0.0.2,consignprice.entity,0.0,0.0,5.0,0.0,1.0,0.0,1.0,13.0,46.0,1.0,0.0
train-ticket-0.0.2,consignprice.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.6,13.0,18.0,0.0,1.0
train-ticket-0.0.2,consignprice.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,consignprice,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,9.0,,
train-ticket-0.0.2,verifycode.util,0.0,0.0,1.0,0.0,1.0,0.0,3.0,9.0,29.0,1.0,0.0
train-ticket-0.0.2,verifycode.service.impl,0.0,100.0,0.0,1.0,1.0,0.0,4.777777778,14.333333333,87.0,0.0,1.0
train-ticket-0.0.2,verifycode.service,1.0,0.0,2.0,0.0,1.0,1.0,6.0,12.0,4.0,0.0,0.0
train-ticket-0.0.2,verifycode.controller,0.0,100.0,0.0,1.0,1.0,0.0,4.0,8.0,21.0,0.0,1.0
train-ticket-0.0.2,verifycode,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
train-ticket-0.0.2,cancel.service,0.5,200.0,1.0,1.0,2.0,1.0,28.91643324,346.99719888,204.0,0.0,0.5
train-ticket-0.0.2,cancel.entity,0.0,12.5,1.0,0.0,8.0,0.0,3.201481481,288.133333333,353.0,1.0,0.0
train-ticket-0.0.2,cancel.controller,0.0,100.0,0.0,1.0,1.0,0.0,3.0,9.0,20.0,0.0,1.0
train-ticket-0.0.2,cancel.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,cancel,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,travel2.service,0.5,950.0,2.0,2.0,2.0,1.0,44.808766234,1254.645454545,293.0,0.0,0.5
train-ticket-0.0.2,travel2.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.5,6.0,6.0,0.5,0.5
train-ticket-0.0.2,travel2.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,51.0,0.0,1.0
train-ticket-0.0.2,travel2.entity,0.0,64.285714286,5.0,0.0,14.0,0.0,1.105882353,188.0,635.0,1.0,0.0
train-ticket-0.0.2,travel2.controller,0.0,500.0,0.0,1.0,1.0,0.0,4.625,55.5,46.0,0.0,1.0
train-ticket-0.0.2,travel2.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,travel2,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,plan.service,0.5,550.0,1.0,2.0,2.0,1.0,116.358679676,1279.945476436,224.0,0.166666667,0.666666667
train-ticket-0.0.2,plan.entity,0.0,44.444444444,3.0,0.0,9.0,0.0,1.133928571,127.0,419.0,1.0,0.0
train-ticket-0.0.2,fdse.microservice,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
train-ticket-0.0.2,assurance,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,ts.trainticket.Meituan,0.142857143,0.0,2.0,0.0,7.0,1.0,1.70212766,80.0,466.0,0.857142857,0.0
train-ticket-0.0.2,assurance.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,assurance.entity,0.0,0.0,2.0,0.0,3.0,0.0,1.12,28.0,92.0,1.0,0.0
train-ticket-0.0.2,preserve.service,0.5,850.0,1.0,2.0,2.0,1.0,401.733930453,5222.54109589,253.0,0.166666667,0.666666667
train-ticket-0.0.2,preserve.entity,0.0,35.0,3.0,0.0,20.0,0.0,1.939084967,494.466666667,989.0,1.0,0.0
train-ticket-0.0.2,preserve.controller,0.0,200.0,0.0,1.0,1.0,0.0,5.375,10.75,10.0,0.0,1.0
train-ticket-0.0.2,preserve.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,preserve,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,foodsearch.service,0.5,400.0,1.0,2.0,2.0,1.0,17.964393939,215.572727273,146.0,0.166666667,0.666666667
train-ticket-0.0.2,foodsearch.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.4,7.0,7.0,0.5,0.5
train-ticket-0.0.2,foodsearch.entity,0.0,66.666666667,4.0,0.0,6.0,0.0,1.0,58.0,206.0,1.0,0.0
train-ticket-0.0.2,foodsearch.controller,0.0,200.0,0.0,1.0,1.0,0.0,3.0,21.0,30.0,0.0,1.0
train-ticket-0.0.2,foodsearch.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,foodsearch,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,config.service,0.5,200.0,2.0,2.0,2.0,1.0,7.3,73.0,56.0,0.0,0.5
train-ticket-0.0.2,config.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.333333333,4.0,5.0,0.5,0.5
train-ticket-0.0.2,config.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0,0.0,1.0
train-ticket-0.0.2,config.entity,0.0,0.0,5.0,0.0,1.0,0.0,1.375,11.0,30.0,1.0,0.0
train-ticket-0.0.2,config.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.666666667,16.0,21.0,0.0,1.0
train-ticket-0.0.2,config,0.0,0.0,0.0,0.0,2.0,0.0,1.2,6.0,20.0,,
train-ticket-0.0.2,admintravel.service,0.5,200.0,1.0,2.0,2.0,1.0,3.25,26.0,81.0,0.166666667,0.666666667
train-ticket-0.0.2,admintravel.entity,0.0,66.666666667,3.0,0.0,6.0,0.0,1.243243243,92.0,292.0,1.0,0.0
train-ticket-0.0.2,admintravel.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.6,13.0,18.0,0.0,1.0
train-ticket-0.0.2,admintravel.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,admintravel,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,sample.atomikos,0.166666667,83.333333333,0.0,0.0,6.0,1.0,1.444444444,13.0,65.0,,
train-ticket-0.0.2,hello,0.0,25.0,0.0,0.0,4.0,0.0,1.142857143,8.0,35.0,,
train-ticket-0.0.2,assurance.service,0.5,250.0,1.0,1.0,2.0,1.0,4.583333333,73.333333333,121.0,0.0,0.5
train-ticket-0.0.2,assurance.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.4,7.0,7.0,0.5,0.5
train-ticket-0.0.2,assurance.init,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,,
train-ticket-0.0.2,assurance.controller,0.0,100.0,0.0,1.0,1.0,0.0,3.0,27.0,35.0,0.0,1.0
train-ticket-0.0.2,fdse.microservice.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,food.entity,0.0,66.666666667,5.0,0.0,3.0,0.0,1.0,27.0,96.0,1.0,0.0
train-ticket-0.0.2,fdse.microservice.entity,0.0,0.0,5.0,0.0,1.0,0.0,1.555555556,14.0,34.0,1.0,0.0
train-ticket-0.0.2,adminorder.service,0.5,150.0,1.0,2.0,2.0,1.0,3.0,24.0,80.0,0.166666667,0.666666667
train-ticket-0.0.2,adminorder.entity,0.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,31.0,1.0,0.0
train-ticket-0.0.2,adminorder.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.8,14.0,18.0,0.0,1.0
train-ticket-0.0.2,adminorder.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,adminorder,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,preserveOther.service,0.5,900.0,1.0,2.0,2.0,1.0,369.195604396,4799.542857143,254.0,0.166666667,0.666666667
train-ticket-0.0.2,preserveOther.entity,0.0,31.578947368,3.0,0.0,19.0,0.0,1.965591398,487.466666667,964.0,1.0,0.0
train-ticket-0.0.2,preserveOther.controller,0.0,200.0,0.0,1.0,1.0,0.0,5.375,10.75,10.0,0.0,1.0
train-ticket-0.0.2,preserveOther.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,preserveOther,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,com.trainticket.service,0.5,300.0,2.0,2.0,2.0,1.0,5.895833333,47.166666667,45.0,0.0,0.5
train-ticket-0.0.2,com.trainticket.repository,1.0,0.0,2.0,2.0,2.0,2.0,1.75,7.0,8.0,0.5,0.5
train-ticket-0.0.2,hello,0.0,0.0,0.0,0.0,2.0,0.0,1.333333333,4.0,15.0,,
train-ticket-0.0.2,com.trainticket.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0
train-ticket-0.0.2,com.trainticket.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.25,9.0,15.0,0.0,1.0
train-ticket-0.0.2,com.trainticket.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,com.trainticket,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
train-ticket-0.0.2,adminbasic.service,0.5,550.0,1.0,2.0,2.0,1.0,2.75,110.0,149.0,0.166666667,0.666666667
train-ticket-0.0.2,adminbasic.entity,0.0,0.0,3.0,0.0,5.0,0.0,1.333333333,52.0,162.0,1.0,0.0
train-ticket-0.0.2,adminbasic.controller,0.0,600.0,0.0,1.0,1.0,0.0,2.714285714,57.0,86.0,0.0,1.0
train-ticket-0.0.2,adminbasic.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,adminbasic,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,rebook.service,0.5,550.0,1.0,2.0,2.0,1.0,85.16578621,1362.652579365,294.0,0.166666667,0.666666667
train-ticket-0.0.2,rebook.entity,0.0,30.769230769,3.0,0.0,13.0,0.0,2.334095238,408.466666667,675.0,1.0,0.0
train-ticket-0.0.2,rebook.controller,0.0,200.0,0.0,1.0,1.0,0.0,9.833333333,29.5,13.0,0.0,1.0
train-ticket-0.0.2,rebook.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,com.trainticket.entity,0.0,0.0,6.0,0.0,2.0,0.0,1.0,14.0,51.0,1.0,0.0
train-ticket-0.0.2,hello,0.0,0.0,0.0,0.0,2.0,0.0,1.333333333,4.0,16.0,,
train-ticket-0.0.2,order,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,order.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,plan.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,hello,0.0,50.0,0.0,0.0,4.0,0.0,1.272727273,14.0,73.0,,
train-ticket-0.0.2,notification.service,0.333333333,200.0,1.0,3.0,3.0,1.0,30.572222222,275.15,112.0,0.083333333,0.75
train-ticket-0.0.2,notification.entity,0.0,0.0,4.0,0.0,2.0,0.0,1.0,41.0,145.0,1.0,0.0
train-ticket-0.0.2,notification.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.6,13.0,18.0,0.0,1.0
train-ticket-0.0.2,notification.config,0.0,33.333333333,0.0,0.0,3.0,0.0,1.0,11.0,45.0,,
train-ticket-0.0.2,notification,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
train-ticket-0.0.2,hello,0.0,40.0,0.0,0.0,5.0,0.0,1.307692308,17.0,67.0,,
train-ticket-0.0.2,hello,0.0,75.0,0.0,0.0,4.0,0.0,1.403508772,26.666666667,92.0,,
train-ticket-0.0.2,price.service,0.5,200.0,2.0,2.0,2.0,1.0,34.320261438,411.843137255,91.0,0.0,0.5
train-ticket-0.0.2,price.repository,1.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,0.5,0.5
train-ticket-0.0.2,price.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,65.0,0.0,1.0
train-ticket-0.0.2,price.entity,0.0,0.0,5.0,0.0,2.0,0.0,1.318181818,29.0,82.0,1.0,0.0
train-ticket-0.0.2,price.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.666666667,16.0,21.0,0.0,1.0
train-ticket-0.0.2,price.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,price,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,hello,0.0,0.0,0.0,0.0,2.0,0.0,1.333333333,4.0,16.0,,
train-ticket-0.0.2,travelplan.service,0.5,550.0,1.0,2.0,2.0,1.0,103.831473214,1661.303571429,187.0,0.166666667,0.666666667
train-ticket-0.0.2,travelplan.entity,0.0,30.0,3.0,0.0,10.0,0.0,1.162962963,157.0,510.0,1.0,0.0
train-ticket-0.0.2,travelplan.controller,0.0,300.0,0.0,1.0,1.0,0.0,2.6,13.0,22.0,0.0,1.0
train-ticket-0.0.2,travelplan.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,travelplan,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,order.service,0.5,700.0,2.0,2.0,2.0,1.0,53.737290814,2095.754341737,369.0,0.0,0.5
train-ticket-0.0.2,order.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.8,9.0,7.0,0.5,0.5
train-ticket-0.0.2,order.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,59.0,0.0,1.0
train-ticket-0.0.2,order.entity,0.0,25.0,5.0,0.0,8.0,0.0,2.771091445,313.133333333,441.0,1.0,0.0
train-ticket-0.0.2,order.controller,0.0,400.0,0.0,1.0,1.0,0.0,3.640625,58.25,66.0,0.0,1.0
train-ticket-0.0.2,rebook,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,food.service,0.5,350.0,3.0,2.0,2.0,1.0,2.857142857,40.0,72.0,0.1,0.4
train-ticket-0.0.2,food.repository,1.0,0.0,1.0,2.0,2.0,2.0,1.555555556,14.0,13.0,0.666666667,0.666666667
train-ticket-0.0.2,food.init,0.0,0.0,0.0,1.0,1.0,0.0,1.5,3.0,68.0,0.0,1.0
train-ticket-0.0.2,ticketinfo.service,0.5,150.0,1.0,2.0,2.0,1.0,3.0,12.0,18.0,0.166666667,0.666666667
train-ticket-0.0.2,ticketinfo.entity,0.0,60.0,3.0,0.0,5.0,0.0,1.25,70.0,226.0,1.0,0.0
train-ticket-0.0.2,ticketinfo.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.333333333,7.0,12.0,0.0,1.0
train-ticket-0.0.2,ticketinfo.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket-0.0.2,ticketinfo,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket-0.0.2,example,0.0,0.0,0.0,0.0,8.0,0.0,0.846153846,11.0,277.0,,
train-ticket-0.0.2,train.service,0.5,200.0,2.0,2.0,2.0,1.0,9.485714286,94.857142857,49.0,0.0,0.5
train-ticket-0.0.2,train.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.333333333,4.0,5.0,0.5,0.5
train-ticket-0.0.2,train.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,36.0,0.0,1.0
train-ticket-0.0.2,train.entity,0.0,0.0,5.0,0.0,1.0,0.0,1.636363636,18.0,43.0,1.0,0.0
train-ticket-0.0.2,train.controller,0.0,200.0,0.0,1.0,1.0,0.0,2.666666667,16.0,46.0,0.0,1.0
train-ticket-0.0.2,train.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
