MS_system,Version Id,Microservice,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,SumCyclomatic,CountDeclFunction,CountDeclMethodDefault,CountSemicolon,RatioPrivateToPublicMethod,RatioProtectedToPublicMethod,Sum(Ca),Sum(Ce),Sum(NOC),Sum(NOI),Sum(PkgRCi),Sum(PkgTCi),Sum(TLOC),Sum(Aa),Sum(Ad),Sum(Ait),Sum(Ao),Sum(Av),Sum(HMd),Sum(HMi),Sum(Ma),Sum(Md),Sum(Mi),Sum(Mit),Sum(Mo),Sum(NF),Sum(NM),Sum(NMA),Sum(NMI),Sum(NOA),Sum(NOCh),Sum(NOD),Sum(NOL),Sum(NOPa),Sum(NORM),Sum(NPF),Sum(NPM),Sum(NSF),Sum(NSM),Sum(PMd),Sum(PMi),Sum(RTLOC),Sum(SIX),Sum(WMC),Sum(LCOM*),Sum(PF),Avg(Aa),Avg(Ad),Avg(Ait),Avg(Ao),Avg(Av),Avg(DIT),Avg(HMd),Avg(HMi),Avg(MHF),Avg(MIF),Avg(Ma),Avg(Md),Avg(Mi),Avg(Mit),Avg(Mo),Avg(NF),Avg(NM),Avg(NMA),Avg(NMI),Avg(NOA),Avg(NOCh),Avg(NOD),Avg(NOL),Avg(NOPa),Avg(NORM),Avg(NPF),Avg(NPM),Avg(NSF),Avg(NSM),Avg(PMR),Avg(PMd),Avg(PMi),Avg(SIX),Avg(AHF),Avg(AIF),Avg(LCOM*),Max(Aa),Max(Ad),Max(Ait),Max(Ao),Max(Av),Max(DIT),Max(HMd),Max(HMi),Max(MHF),Max(MIF),Max(Ma),Max(Md),Max(Mi),Max(Mit),Max(Mo),Max(NF),Max(NM),Max(NMA),Max(NMI),Max(NOA),Max(NOCh),Max(NOD),Max(NOL),Max(NOPa),Max(NORM),Max(NPF),Max(NPM),Max(NSF),Max(NSM),Max(PMR),Max(PMd),Max(PMi),Max(SIX),Max(AHF),Max(AIF),Max(LCOM*),Sum(Di),Sum(Fin),Sum(Fout),Sum(IOVars),Sum(MCLC),Sum(NBD),Sum(Si),Sum(VG),Avg(Di),Avg(Fin),Avg(Fout),Avg(IOVars),Avg(MCLC),Avg(NBD),Avg(Si),Avg(VG),Max(Di),Max(Fin),Max(Fout),Max(IOVars),Max(MCLC),Max(NBD),Max(Si),Max(VG),SQ reliability remediation effort,Critical violations,Violations,Cognitive complexity,Minor violations,Info violations,Security remediation effort,SQ maintainability remediation effort,Security hotspots,Effort to reach rating A,Duplicated blocks,Reliability remediation effort,Code smells,SQ security remediation effort,Bugs,Major violations,Avg(SQ reliability remediation effort),Avg(Critical violations),Avg(Violations),Avg(Cognitive complexity),Avg(Minor violations),Avg(Info violations),Avg(Security remediation effort),Avg(SQ maintainability remediation effort),Avg(Security hotspots),Avg(Effort to reach rating A),Avg(Duplicated blocks),Avg(Reliability remediation effort),Avg(Code smells),Avg(SQ security remediation effort),Avg(Bugs),Avg(Major violations),Max(Sqale rating),Max(Reliability rating),Max(Security rating),Taylor_JC,Yin_JC,Liu_JC,Huang_JC,Taylor_CC,Yin_CC,Liu_CC,Huang_CC,Taylor_TAC,Taylor_FOM,Taylor_FOM_NORM
train-ticket-0.0.2,2,ts-admin-basic-info-service,11.0,1.0,0.0,10.0,105.0,23.0,106.0,0.0,1.0,85.0,926.0,211.0,674.0,359.0,277.0,65.0,385.0,256.0,169.0,89.0,0.0,20.0,286.0,0.0,0.011764705882352941,4.0,3.0,10.0,1.0,9.297619047,225.0,417.0,23.0,23.0,0.0,0.0,1.0,1.0,0.0,85.0,85.0,0.0,0.0,0.0,23.0,101.0,85.0,0.0,1.0,1.0,1.0,17.0,1.0,20.0,0.0,76.0,0.0,1.0,84.0,0.0,837.0,2.0,112.0,3.175,0.0,2.3,2.3,0.0,0.0,0.1,1.1,0.1,0.0,0.962962963,0.0,8.5,8.5,0.0,0.0,0.0,2.3,10.1,8.5,0.0,0.1,0.1,0.1,1.7,0.1,2.0,0.0,7.6,0.0,0.1,0.962962963,8.4,0.0,0.2,0.14285714285714285,0.0,0.5291666666666667,6.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,21.0,21.0,0.0,0.0,0.0,6.0,21.0,21.0,0.0,1.0,1.0,1.0,6.0,1.0,20.0,0.0,21.0,0.0,1.0,1.0,21.0,0.0,2.0,1.0,0.0,0.9,225.0,0.0,0.0,225.0,13.0,107.0,0.0,112.0,2.142857142857143,0.0,0.0,2.142857142857143,0.12380952380952381,1.019047619047619,0.0,1.0666666666666667,5.0,0.0,0.0,5.0,9.0,2.0,0.0,8.0,30,12,130,8,6,0,0,882,0,0,18,30,128,0,2,112,6.0,2.4,26.0,1.6,1.2,0.0,0.0,176.4,0.0,0.0,3.6,6.0,25.6,0.0,0.4,22.4,1.0,2.0,1.0,4.393630071974964e-18,0.0175992222129305,1.6712858227306813e-19,0.0,4.0497103131266535e-18,0.017648759886515,1.494855869443904e-19,0.0,0.0,0.128773021327401,0.1500694797275742
train-ticket-0.0.2,2,ts-admin-order-service,11.0,3.0,0.0,8.0,29.0,38.0,32.0,0.0,1.0,25.0,475.0,85.0,372.0,200.0,159.0,30.0,212.0,147.0,87.0,36.0,0.0,6.0,168.0,0.0,0.04,4.0,3.0,6.0,1.0,10.3,46.0,149.0,18.0,18.0,0.0,0.0,1.0,1.0,0.0,15.0,15.0,0.0,0.0,0.0,18.0,19.0,15.0,0.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,14.0,0.0,1.0,14.0,0.0,320.0,2.0,44.0,0.25,0.0,3.0,3.0,0.0,0.0,0.16666666666666666,1.1666666666666667,0.16666666666666666,0.0,0.9333333333999999,0.0,2.5,2.5,0.0,0.0,0.0,3.0,3.1666666666666665,2.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.0,2.3333333333333335,0.0,0.16666666666666666,0.9333333333999999,2.3333333333333335,0.0,0.3333333333333333,0.3333333333333333,0.0,0.125,16.0,16.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,16.0,5.0,5.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,5.0,0.0,1.0,1.0,5.0,0.0,2.0,1.0,0.0,0.25,46.0,0.0,0.0,46.0,34.0,25.0,0.0,44.0,2.4210526315789473,0.0,0.0,2.4210526315789473,1.7894736842105263,1.3157894736842106,0.0,2.3157894736842106,4.0,0.0,0.0,4.0,22.0,2.0,0.0,18.0,30,0,26,46,4,0,0,222,0,0,16,30,24,0,2,22,6.0,0.0,5.2,9.2,0.8,0.0,0.0,44.4,0.0,0.0,3.2,6.0,4.8,0.0,0.4,4.4,1.0,2.0,1.0,6.915406840420722e-21,0.0151492029814919,1.238300305807203e-19,0.0,6.3740902038504564e-21,0.0151918444268514,1.1075786410044655e-19,0.0,0.0,0.0771915738850092,0.0899575020673294
train-ticket-0.0.2,2,ts-admin-route-service,9.0,1.0,0.0,7.0,39.0,13.0,40.0,0.0,1.0,36.0,350.0,71.0,265.0,157.0,75.0,21.0,162.0,126.0,44.0,37.0,0.0,3.0,118.0,0.0,0.027777777777777776,4.0,3.0,7.0,1.0,8.666666667,56.0,145.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,13.0,37.0,36.0,0.0,1.0,1.0,1.0,6.0,1.0,3.0,0.0,33.0,0.0,1.0,35.0,0.0,276.0,2.0,39.0,2.15,0.0,1.8571428571428572,1.8571428571428572,0.0,0.0,0.14285714285714285,1.1428571428571428,0.14285714285714285,0.0,0.9444444444999999,0.0,5.142857142857143,5.142857142857143,0.0,0.0,0.0,1.8571428571428572,5.285714285714286,5.142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.0,4.714285714285714,0.0,0.14285714285714285,0.9444444444999999,5.0,0.0,0.2857142857142857,0.25,0.0,0.5375,6.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,6.0,12.0,13.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,12.0,0.0,1.0,1.0,13.0,0.0,2.0,1.0,0.0,0.916666667,56.0,0.0,0.0,56.0,1.0,40.0,0.0,39.0,1.435897435897436,0.0,0.0,1.435897435897436,0.02564102564102564,1.0256410256410255,0.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0,0,12,0,4,0,0,48,0,0,12,0,12,0,0,8,0.0,0.0,2.4,0.0,0.8,0.0,0.0,9.6,0.0,0.0,2.4,0.0,2.4,0.0,0.0,1.6,1.0,1.0,1.0,4.7797022069466484e-24,3.386952255664719e-20,3.792749915291095e-23,0.0,4.4055619166966496e-24,3.396485730113618e-20,3.392366760427783e-23,0.0,0.0,0.0334319997575189,0.0389609776810888
train-ticket-0.0.2,2,ts-admin-travel-service,15.0,2.0,0.0,12.0,99.0,40.0,101.0,0.0,1.0,95.0,761.0,174.0,570.0,268.0,210.0,29.0,381.0,234.0,162.0,108.0,0.0,5.0,265.0,0.0,0.010526315789473684,4.0,3.0,11.0,1.0,9.593243243,137.0,411.0,33.0,33.0,0.0,0.0,1.0,1.0,0.0,88.0,88.0,0.0,0.0,0.0,33.0,84.0,88.0,0.0,1.0,1.0,1.0,10.0,1.0,4.0,0.0,76.0,0.0,1.0,87.0,0.0,627.0,2.0,106.0,5.027777777,0.0,3.0,3.0,0.0,0.0,0.09090909090909091,1.0909090909090908,0.09090909090909091,0.0,0.9666666666999999,0.0,8.0,8.0,0.0,0.0,0.0,3.0,7.636363636363637,8.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.09090909090909091,0.36363636363636365,0.0,6.909090909090909,0.0,0.09090909090909091,0.9666666666999999,7.909090909090909,0.0,0.18181818181818182,0.125,0.0,0.628472222125,9.0,9.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,19.0,19.0,0.0,0.0,0.0,9.0,19.0,19.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,18.0,0.0,1.0,1.0,19.0,0.0,2.0,1.0,0.0,0.944444444,129.0,4.0,4.0,133.0,21.0,99.0,8.0,106.0,1.4021739130434783,0.043478260869565216,0.043478260869565216,1.4456521739130435,0.22826086956521738,1.076086956521739,0.08695652173913043,1.1521739130434783,8.0,4.0,2.0,8.0,6.0,3.0,4.0,6.0,0,2,40,38,8,0,0,306,0,0,44,0,40,0,0,30,0.0,0.4,8.0,7.6,1.6,0.0,0.0,61.2,0.0,0.0,8.8,0.0,8.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0927165248610521,0.0032500589454041,0.0598511381900196,0.0019897315593087,0.0854589623559928,0.0032592070973633,0.0535329289576977,0.0857864376269045,0.0,0.1307383368540954,0.1523598187718194
train-ticket-0.0.2,2,ts-assurance-service,12.0,2.0,0.0,11.0,70.0,17.0,72.0,0.0,1.0,57.0,625.0,121.0,462.0,240.0,157.0,46.0,304.0,190.0,130.0,71.0,0.0,14.0,220.0,0.0,0.017543859649122806,4.0,3.0,10.0,2.0,13.603333333,142.33333333299998,279.0,13.0,13.0,0.0,0.0,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,13.0,61.0,53.0,0.0,1.0,1.0,1.0,6.0,1.0,8.0,0.0,44.0,0.0,1.0,47.0,0.0,471.0,2.0,72.0,2.682142857,0.0,1.3,1.3,0.0,0.0,0.0,1.1,0.1,0.0,0.958333333375,0.0,4.8,4.8,0.0,0.0,0.0,1.3,6.1,5.3,0.0,0.1,0.1,0.1,0.6,0.1,0.8,0.0,4.4,0.0,0.1,0.958333333375,4.7,0.0,0.2,0.0,0.0,0.5364285714,5.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,11.0,11.0,0.0,1.0,1.0,1.0,5.0,1.0,8.0,0.0,10.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,0.9,117.333333333,5.0,5.0,119.0,22.0,72.0,25.0,72.0,1.9234972677540982,0.08196721311475409,0.08196721311475409,1.9508196721311475,0.36065573770491804,1.180327868852459,0.4098360655737705,1.180327868852459,5.0,3.0,5.0,5.0,4.0,3.0,25.0,3.0,0,4,58,54,12,0,0,508,0,0,12,0,58,0,0,42,0.0,0.5714285714285714,8.285714285714286,7.714285714285714,1.7142857142857142,0.0,0.0,72.57142857142857,0.0,0.0,1.7142857142857142,0.0,8.285714285714286,0.0,0.0,6.0,1.0,1.0,1.0,3.4601585487628004e-26,6.036192296478868e-19,0.0,0.0,3.189308050615944e-26,6.053182758901503e-19,0.0,0.0,-0.124957035256084,0.0129386916568545,0.0150784900849918
train-ticket-0.0.2,2,ts-cancel-service,21.0,5.0,0.0,17.0,130.0,81.0,135.0,5.0,1.0,123.0,1146.0,234.0,890.0,394.0,391.0,33.0,579.0,335.0,300.0,155.0,0.0,6.0,407.0,0.04065040650406504,0.008130081300813009,2.0,2.0,13.0,1.0,37.617914721,650.1305322129999,597.0,49.0,49.0,0.0,0.0,1.0,6.0,0.0,108.0,108.0,0.0,0.0,0.0,49.0,105.0,108.0,0.0,1.0,1.0,1.0,6.0,1.0,2.0,0.0,95.0,0.0,1.0,102.0,0.0,900.0,0.4,151.0,6.159013605,0.0,3.769230769230769,3.769230769230769,0.0,0.0,0.07692307692307693,1.0769230769230769,0.46153846153846156,0.0,0.9242424242727272,0.0,8.307692307692308,8.307692307692308,0.0,0.0,0.0,3.769230769230769,8.076923076923077,8.307692307692308,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.15384615384615385,0.0,7.3076923076923075,0.0,0.07692307692307693,0.9242424242727272,7.846153846153846,0.0,0.03333333333333333,0.1,0.0,0.6159013605,16.0,16.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,16.0,35.0,36.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,35.0,0.0,1.0,1.0,36.0,0.0,0.4,1.0,0.0,0.95,137.130532213,41.0,41.0,147.0,81.0,124.0,513.0,151.0,1.2466412019363637,0.37272727272727274,0.37272727272727274,1.3363636363636364,0.7363636363636363,1.1272727272727272,4.663636363636364,1.3727272727272728,4.0,14.0,16.0,4.0,25.0,6.0,256.0,18.0,30,8,124,168,24,2,0,1070,4,32,66,30,122,0,2,90,6.0,1.6,24.8,33.6,4.8,0.4,0.0,214.0,0.8,6.4,13.2,6.0,24.4,0.0,0.4,18.0,2.0,2.0,1.0,6.793907330756062e-19,0.0161942453211543,4.324155853177339e-20,0.0,6.262101299625838e-19,0.016239828315048,3.867674618905682e-20,0.0,-2.775557561562891e-16,0.126459301911521,0.1473731178235237
train-ticket-0.0.2,2,ts-config-service,9.0,1.0,0.0,8.0,33.0,6.0,34.0,0.0,1.0,25.0,434.0,72.0,274.0,165.0,79.0,93.0,171.0,127.0,52.0,31.0,0.0,8.0,132.0,0.0,0.04,8.0,5.0,8.0,2.0,14.875,111.0,142.0,6.0,6.0,0.0,0.0,2.0,1.0,0.0,25.0,25.0,0.0,0.0,0.0,6.0,33.0,28.0,0.0,1.0,1.0,1.0,6.0,1.0,5.0,0.0,22.0,0.0,1.0,24.0,0.0,332.0,2.0,39.0,0.914285714,0.0,0.75,0.75,0.0,0.0,0.25,1.125,0.125,0.0,0.9444444444999999,0.0,3.125,3.125,0.0,0.0,0.0,0.75,4.125,3.5,0.0,0.125,0.125,0.125,0.75,0.125,0.625,0.0,2.75,0.0,0.125,0.9444444444999999,3.0,0.0,0.25,0.5,0.0,0.3047619046666667,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,3.0,8.0,8.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,0.0,6.0,0.0,1.0,1.0,8.0,0.0,2.0,1.0,0.0,0.714285714,61.0,10.0,10.0,66.0,20.0,39.0,50.0,39.0,1.8484848484848484,0.30303030303030304,0.30303030303030304,2.0,0.6060606060606061,1.1818181818181819,1.5151515151515151,1.1818181818181819,4.0,6.0,5.0,4.0,5.0,2.0,25.0,3.0,0,3,11,22,0,0,0,64,0,0,6,0,11,0,0,8,0.0,0.5,1.8333333333333333,3.6666666666666665,0.0,0.0,0.0,10.666666666666666,0.0,0.0,1.0,0.0,1.8333333333333333,0.0,0.0,1.3333333333333333,1.0,1.0,1.0,4.56045586163376e-18,8.895423468887516e-19,0.0,0.0,4.20347749648286e-18,8.920461994957953e-19,0.0,0.0,-0.1033264052999852,0.0295003798747129,0.0343791472307558
train-ticket-0.0.2,2,ts-consign-price-service,9.0,1.0,0.0,8.0,33.0,9.0,34.0,0.0,1.0,28.0,353.0,60.0,277.0,155.0,91.0,20.0,183.0,121.0,68.0,32.0,0.0,5.0,143.0,0.0,0.03571428571428571,8.0,5.0,8.0,2.0,28.517424242,190.339393939,161.0,9.0,9.0,0.0,0.0,2.0,1.0,0.0,28.0,28.0,0.0,0.0,0.0,9.0,33.0,29.0,0.0,1.0,1.0,1.0,6.0,1.0,4.0,0.0,26.0,0.0,1.0,27.0,0.0,269.0,2.0,36.0,1.1666666669999999,0.0,1.125,1.125,0.0,0.0,0.25,1.125,0.125,0.0,0.9444444445000001,0.0,3.5,3.5,0.0,0.0,0.0,1.125,4.125,3.625,0.0,0.125,0.125,0.125,0.75,0.125,0.5,0.0,3.25,0.0,0.125,0.9444444445000001,3.375,0.0,0.25,0.5,0.0,0.38888888899999996,6.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,6.0,13.0,13.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,12.0,0.0,1.0,1.0,13.0,0.0,2.0,1.0,0.0,0.916666667,49.33939394,19.0,19.0,57.0,11.0,35.0,141.0,36.0,1.4951331496969698,0.5757575757575758,0.5757575757575758,1.7272727272727273,0.3333333333333333,1.0606060606060606,4.2727272727272725,1.0909090909090908,4.0,4.0,10.0,4.0,9.0,2.0,100.0,3.0,0,4,9,14,0,0,0,80,0,0,4,0,9,0,0,5,0.0,0.5714285714285714,1.2857142857142858,2.0,0.0,0.0,0.0,11.428571428571429,0.0,0.0,0.5714285714285714,0.0,1.2857142857142858,0.0,0.0,0.7142857142857143,1.0,1.0,1.0,6.246936405203929e-18,1.6891663894442742e-18,0.0,0.0,5.7579455646408e-18,1.6939209957682262e-18,0.0,0.0,-0.0341223446810362,0.0292514834337711,0.0340890883425418
train-ticket-0.0.2,2,ts-consign-service,13.0,1.0,0.0,10.0,35.0,29.0,36.0,0.0,1.0,26.0,439.0,76.0,347.0,208.0,113.0,22.0,233.0,165.0,80.0,33.0,0.0,9.0,190.0,0.0,0.038461538461538464,6.0,4.0,10.0,2.0,11.333333333,71.0,200.0,29.0,29.0,0.0,0.0,3.0,1.0,0.0,26.0,26.0,0.0,0.0,0.0,29.0,35.0,30.0,0.0,1.0,1.0,1.0,7.0,1.0,5.0,0.0,23.0,0.0,1.0,25.0,0.0,334.0,2.0,43.0,2.075,0.0,2.9,2.9,0.0,0.0,0.3,1.1,0.1,0.0,0.9444444445000001,0.0,2.6,2.6,0.0,0.0,0.0,2.9,3.5,3.0,0.0,0.1,0.1,0.1,0.7,0.1,0.5,0.0,2.3,0.0,0.1,0.9444444445000001,2.5,0.0,0.25,0.3333333333333333,0.0,0.3458333333333334,11.0,11.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,11.0,6.0,6.0,0.0,1.0,1.0,1.0,4.0,1.0,5.0,0.0,6.0,0.0,1.0,1.0,6.0,0.0,2.0,1.0,0.0,0.75,71.0,0.0,0.0,71.0,27.0,38.0,0.0,43.0,2.0285714285714285,0.0,0.0,2.0285714285714285,0.7714285714285715,1.0857142857142856,0.0,1.2285714285714286,3.0,0.0,0.0,3.0,10.0,2.0,0.0,3.0,0,4,54,26,0,0,0,310,0,0,14,0,54,0,0,50,0.0,0.6666666666666666,9.0,4.333333333333333,0.0,0.0,0.0,51.666666666666664,0.0,0.0,2.3333333333333335,0.0,9.0,0.0,0.0,8.333333333333334,1.0,1.0,1.0,1.4366957554369538e-17,3.839565495831073e-18,1.6669843798355272e-21,0.0,1.3242356598772553e-17,3.850372970157929e-18,1.4910085100805648e-21,0.0,-0.1336676991904744,0.346899662465479,0.4042698643492038
train-ticket-0.0.2,2,ts-contacts-service,10.0,2.0,0.0,9.0,51.0,15.0,53.0,0.0,1.0,40.0,544.0,100.0,414.0,214.0,152.0,34.0,272.0,162.0,122.0,52.0,0.0,12.0,211.0,0.0,0.025,8.0,5.0,8.0,2.0,19.00085034,193.636904762,236.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,35.0,35.0,0.0,0.0,0.0,9.0,46.0,39.0,0.0,1.0,1.0,1.0,6.0,1.0,7.0,0.0,33.0,0.0,1.0,34.0,0.0,409.0,2.0,62.0,1.001831502,0.0,1.125,1.125,0.0,0.0,0.125,1.125,0.125,0.0,0.9444444444999999,0.0,4.375,4.375,0.0,0.0,0.0,1.125,5.75,4.875,0.0,0.125,0.125,0.125,0.75,0.125,0.875,0.0,4.125,0.0,0.125,0.9444444444999999,4.25,0.0,0.25,0.25,0.0,0.333943834,6.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,14.0,14.0,0.0,0.0,0.0,6.0,14.0,14.0,0.0,1.0,1.0,1.0,3.0,1.0,7.0,0.0,13.0,0.0,1.0,1.0,14.0,0.0,2.0,1.0,0.0,0.858974359,78.636904762,21.0,21.0,89.0,33.0,55.0,115.0,62.0,1.7094979296086956,0.45652173913043476,0.45652173913043476,1.934782608695652,0.717391304347826,1.1956521739130435,2.5,1.3478260869565217,3.0,4.0,7.0,3.0,9.0,2.0,49.0,8.0,30,2,42,46,6,0,0,354,0,0,14,30,40,0,2,34,4.285714285714286,0.2857142857142857,6.0,6.571428571428571,0.8571428571428571,0.0,0.0,50.57142857142857,0.0,0.0,2.0,4.285714285714286,5.714285714285714,0.0,0.2857142857142857,4.857142857142857,1.0,2.0,1.0,1.0622655059025822e-17,1.0252251494966352e-18,0.0,0.0,9.791146509971588e-18,1.0281109172988678e-18,0.0,0.0,-0.1249570352560838,0.1024138673234813,0.1193510537199247
train-ticket-0.0.2,2,ts-execute-service,11.0,3.0,0.0,8.0,62.0,38.0,65.0,4.0,1.0,56.0,612.0,112.0,472.0,214.0,199.0,36.0,289.0,171.0,140.0,78.0,0.0,4.0,203.0,0.07142857142857142,0.017857142857142856,2.0,2.0,6.0,1.0,16.870370371,289.733333333,279.0,18.0,18.0,0.0,0.0,0.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,18.0,52.0,50.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,44.0,0.0,1.0,45.0,0.0,468.0,0.666666667,83.0,1.8250000000000002,0.0,3.0,3.0,0.0,0.0,0.0,1.1666666666666667,0.8333333333333334,0.0,0.8,0.0,8.333333333333334,8.333333333333334,0.0,0.0,0.0,3.0,8.666666666666666,8.333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.0,7.333333333333333,0.0,0.16666666666666666,0.8,7.5,0.0,0.11111111116666667,0.0,0.0,0.6083333333333334,16.0,16.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,16.0,36.0,36.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,35.0,0.0,1.0,1.0,36.0,0.0,0.666666667,0.0,0.0,0.925,73.733333333,20.0,20.0,80.0,56.0,60.0,216.0,83.0,1.4179487179423078,0.38461538461538464,0.38461538461538464,1.5384615384615385,1.0769230769230769,1.1538461538461537,4.153846153846154,1.5961538461538463,4.0,7.0,14.0,4.0,22.0,4.0,196.0,18.0,30,6,40,92,16,0,0,280,0,0,40,30,38,0,2,18,6.0,1.2,8.0,18.4,3.2,0.0,0.0,56.0,0.0,0.0,8.0,6.0,7.6,0.0,0.4,3.6,1.0,2.0,1.0,9.734446946179296e-18,0.0151492029814919,2.265965408585374e-20,0.0,8.97246457820384e-18,0.0151918444268514,2.0267578680505233e-20,0.0,0.0,0.1138375951820128,0.1326640355744122
train-ticket-0.0.2,2,ts-food-map-service,13.0,1.0,0.0,12.0,63.0,19.0,64.0,1.0,1.0,46.0,630.0,131.0,472.0,268.0,151.0,31.0,320.0,216.0,123.0,62.0,0.0,16.0,246.0,0.021739130434782608,0.021739130434782608,9.0,7.0,12.0,3.0,10.912698413,102.0,297.0,19.0,19.0,0.0,0.0,7.0,2.0,0.0,47.0,47.0,0.0,0.0,0.0,19.0,63.0,56.0,0.0,1.0,1.0,1.0,11.0,1.0,7.0,0.0,42.0,0.0,1.0,45.0,0.0,488.0,2.0,78.0,4.928571428,0.0,1.5833333333333333,1.5833333333333333,0.0,0.0,0.5833333333333334,1.0833333333333333,0.16666666666666666,0.0,0.9074074074444444,0.0,3.9166666666666665,3.9166666666666665,0.0,0.0,0.0,1.5833333333333333,5.25,4.666666666666667,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.5833333333333334,0.0,3.5,0.0,0.08333333333333333,0.9074074074444444,3.75,0.0,0.16666666666666666,0.5714285714285714,0.0,0.7040816325714285,7.0,7.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,15.0,15.0,0.0,0.0,0.0,7.0,15.0,15.0,0.0,1.0,1.0,1.0,5.0,1.0,7.0,0.0,14.0,0.0,1.0,1.0,15.0,0.0,2.0,1.0,0.0,1.0,94.0,4.0,4.0,98.0,30.0,75.0,8.0,78.0,1.492063492063492,0.06349206349206349,0.06349206349206349,1.5555555555555556,0.47619047619047616,1.1904761904761905,0.12698412698412698,1.2380952380952381,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,0,10,66,52,6,0,0,492,4,0,8,0,66,0,0,50,0.0,1.4285714285714286,9.428571428571429,7.428571428571429,0.8571428571428571,0.0,0.0,70.28571428571429,0.5714285714285714,0.0,1.1428571428571428,0.0,9.428571428571429,0.0,0.0,7.142857142857143,1.0,1.0,1.0,7.973181420100936e-18,4.86586879215509e-19,0.0,0.0,7.349065464425508e-18,4.879565069014064e-19,0.0,0.0,-0.0341223446810361,0.0906570745036891,0.1056499246826139
