MS_system,Package,Class,Aa,Ad,Ai,Ait,Ao,Av,ClRCi,ClTCi,DIT,HMd,HMi,MHF,MIF,Ma,Md,Mi,Mit,Mo,NF,NM,NMA,NMI,NOA,NOCh,NOD,NOL,NOPa,NORM,NPF,NPM,NSF,NSM,PMR,PMd,PMi,RTLOC,SIX,TLOC,WMC,AHF,AIF,LCOM*,NMIR,PF
train-ticket-0.0.2,hello,Greeting,2.0,2.0,0.0,0.0,0.0,0.0,1.666666667,5.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,18.0,0.0,14.0,3.0,0.0,0.0,0.5,,
train-ticket-0.0.2,config,ConfigApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,16.0,0.0,8.0,2.0,,,,,
train-ticket-0.0.2,admintravel.service,AdminTravelServiceImpl,1.0,1.0,0.0,0.0,0.0,0.0,3.75,15.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,115.0,2.0,75.0,13.0,0.0,0.0,0.0,,
train-ticket-0.0.2,admintravel.service,AdminTravelService,0.0,0.0,0.0,0.0,0.0,0.0,2.75,11.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,0.0,6.0,4.0,,,,,
train-ticket-0.0.2,admintravel.entity,TripId,2.0,2.0,0.0,0.0,0.0,0.0,1.142857143,8.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,0.0,49.0,0.0,44.0,12.0,0.0,0.0,0.5,,
train-ticket-0.0.2,admintravel.entity,Trip,8.0,8.0,0.0,0.0,0.0,0.0,1.526315789,29.0,1.0,0.0,0.0,1.0,0.0,19.0,19.0,0.0,0.0,0.0,8.0,19.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,19.0,0.0,107.0,0.0,74.0,19.0,0.0,0.0,0.875,,
train-ticket-0.0.2,admintravel.entity,TravelInfo,9.0,9.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0,0.0,0.0,1.0,0.0,19.0,19.0,0.0,0.0,0.0,9.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,19.0,0.0,96.0,0.0,67.0,19.0,0.0,0.0,0.944444444,,
train-ticket-0.0.2,admintravel.entity,TrainType,4.0,4.0,0.0,0.0,0.0,0.0,1.636363636,18.0,1.0,0.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,4.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,11.0,0.0,59.0,0.0,43.0,11.0,0.0,0.0,0.725,,
train-ticket-0.0.2,admintravel.entity,Route,5.0,5.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,11.0,0.0,57.0,0.0,39.0,11.0,0.0,0.0,0.9,,
train-ticket-0.0.2,admintravel.entity,AdminTrip,3.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,33.0,0.0,25.0,7.0,0.0,0.0,0.833333333,,
train-ticket-0.0.2,verifycode,VerifyCodeApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,5.0,1.0,,,,,
train-ticket-0.0.2,admintravel.controller,AdminTravelController,1.0,1.0,0.0,0.0,0.0,1.0,2.6,13.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,32.0,0.0,18.0,5.0,1.0,0.0,0.25,,
train-ticket-0.0.2,admintravel,AdminTravelApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,15.0,0.0,8.0,2.0,,,,,
train-ticket-0.0.2,sample.atomikos,SampleAtomikosApplicationTests,1.0,1.0,0.0,0.0,0.0,1.0,1.5,3.0,1.0,1.0,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,34.0,0.0,14.0,3.0,1.0,0.0,1.0,,
train-ticket-0.0.2,sample.atomikos,SampleAtomikosApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,22.0,0.0,17.0,1.0,,,,,
train-ticket-0.0.2,sample.atomikos,Messages,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,5.0,1.0,,,,,
train-ticket-0.0.2,sample.atomikos,AccountService,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,22.0,0.0,15.0,3.0,0.0,0.0,0.0,,
train-ticket-0.0.2,sample.atomikos,AccountRepository,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,,2.0,0.0,,,,,
train-ticket-0.0.2,sample.atomikos,Account,2.0,2.0,0.0,0.0,0.0,0.0,1.333333333,4.0,1.0,1.0,0.0,0.666666667,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.666666667,2.0,0.0,21.0,0.0,12.0,3.0,0.0,0.0,1.0,,
train-ticket-0.0.2,hello,GreetingControllerTests,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,24.0,0.0,9.0,2.0,0.0,0.0,0.0,,
train-ticket-0.0.2,hello,GreetingController,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,12.0,0.0,7.0,1.0,0.0,0.0,,,
train-ticket-0.0.2,admintravel.config,SecurityConfig,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.666666667,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666666667,2.0,0.0,55.0,0.0,12.0,3.0,,,,,
train-ticket-0.0.2,cancel.service,CancelServiceImpl,1.0,1.0,0.0,0.0,0.0,0.0,33.999719888,339.99719888,2.0,5.0,0.0,0.5,0.0,10.0,10.0,0.0,0.0,0.0,1.0,10.0,8.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,5.0,0.0,0.0,0.5,5.0,0.0,282.0,0.4,200.0,34.0,0.0,0.0,0.333333333,,
train-ticket-0.0.2,cancel.service,CancelService,0.0,0.0,0.0,0.0,0.0,0.0,3.5,7.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,4.0,2.0,,,,,
train-ticket-0.0.2,cancel.entity,VerifyResult,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,26.0,0.0,18.0,5.0,0.0,0.0,0.75,,
train-ticket-0.0.2,travel2.entity,SoldTicket,11.0,11.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,0.0,0.0,1.0,0.0,23.0,23.0,0.0,0.0,0.0,11.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,23.0,0.0,124.0,0.0,90.0,23.0,0.0,0.0,0.917355372,,
train-ticket-0.0.2,travel2.entity,Seat,5.0,5.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,11.0,0.0,66.0,0.0,39.0,11.0,0.0,0.0,0.9,,
train-ticket-0.0.2,travel2.entity,Route,5.0,5.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,11.0,0.0,59.0,0.0,39.0,11.0,0.0,0.0,0.9,,
train-ticket-0.0.2,travel2.entity,AdminTrip,3.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,33.0,0.0,25.0,7.0,0.0,0.0,0.833333333,,
train-ticket-0.0.2,travel2.controller,Travel2Controller,1.0,1.0,0.0,0.0,0.0,0.0,4.625,55.5,1.0,0.0,0.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,12.0,0.0,119.0,0.0,46.0,17.0,0.0,0.0,0.090909091,,
train-ticket-0.0.2,travel2.config,SecurityConfig,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.666666667,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666666667,2.0,0.0,58.0,0.0,12.0,3.0,,,,,
train-ticket-0.0.2,travel2,Travel2Application,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,16.0,0.0,8.0,2.0,,,,,
train-ticket-0.0.2,plan.service,RoutePlanServiceImpl,1.0,1.0,0.0,0.0,0.0,0.0,158.868184555,1270.945476436,2.0,5.0,0.0,0.375,0.0,8.0,8.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,1.0,0.0,0.0,10.0,1.0,3.0,0.0,3.0,0.0,0.0,0.375,3.0,0.0,329.0,0.75,219.0,26.0,0.0,0.0,0.285714286,,
train-ticket-0.0.2,plan.service,RoutePlanService,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,0.0,5.0,3.0,,,,,
train-ticket-0.0.2,travel2.entity,TrainType,4.0,4.0,0.0,0.0,0.0,0.0,1.636363636,18.0,1.0,0.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,4.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,11.0,0.0,62.0,0.0,43.0,11.0,0.0,0.0,0.725,,
train-ticket-0.0.2,plan.entity,TripResponse,10.0,10.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,1.0,0.0,21.0,21.0,0.0,0.0,0.0,10.0,21.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,21.0,0.0,106.0,0.0,74.0,21.0,0.0,0.0,0.95,,
train-ticket-0.0.2,plan.entity,TripId,2.0,2.0,0.0,0.0,0.0,0.0,1.142857143,8.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,0.0,54.0,0.0,38.0,10.0,0.0,0.0,0.5,,
train-ticket-0.0.2,plan.entity,TripAllDetailInfo,4.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,9.0,0.0,46.0,0.0,32.0,9.0,0.0,0.0,0.875,,
train-ticket-0.0.2,plan.entity,TripAllDetail,4.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,9.0,0.0,46.0,0.0,32.0,9.0,0.0,0.0,0.875,,
train-ticket-0.0.2,plan.entity,Trip,8.0,8.0,0.0,0.0,0.0,0.0,1.526315789,29.0,1.0,0.0,0.0,1.0,0.0,19.0,19.0,0.0,0.0,0.0,8.0,19.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,19.0,0.0,102.0,0.0,74.0,19.0,0.0,0.0,0.875,,
train-ticket-0.0.2,plan.entity,RoutePlanResultUnit,9.0,9.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0,0.0,0.0,1.0,0.0,19.0,19.0,0.0,0.0,0.0,9.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,19.0,0.0,96.0,0.0,67.0,19.0,0.0,0.0,0.944444444,,
train-ticket-0.0.2,plan.entity,RoutePlanInfo,4.0,4.0,0.0,0.0,0.0,0.0,1.4,14.0,1.0,0.0,0.0,1.0,0.0,10.0,10.0,0.0,0.0,0.0,4.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,10.0,0.0,53.0,0.0,38.0,10.0,0.0,0.0,0.777777778,,
train-ticket-0.0.2,plan.entity,Route,5.0,5.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,11.0,0.0,57.0,0.0,39.0,11.0,0.0,0.0,0.9,,
train-ticket-0.0.2,com.springsource.open.foo.sync,SynchronousMessageTriggerSunnyDayTests,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.8,0.0,5.0,5.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.8,4.0,0.0,60.0,0.0,39.0,7.0,0.0,0.0,0.5,,
train-ticket-0.0.2,plan.controller,RoutePlanController,1.0,1.0,0.0,0.0,0.0,0.0,12.7,50.8,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,33.0,0.0,18.0,4.0,0.0,0.0,0.333333333,,
train-ticket-0.0.2,plan.entity,TripInfo,3.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,36.0,0.0,25.0,7.0,0.0,0.0,0.833333333,,
train-ticket-0.0.2,config,SecurityConfig,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.666666667,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666666667,2.0,0.0,58.0,0.0,12.0,3.0,,,,,
train-ticket-0.0.2,travel2.entity,Travel,4.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,9.0,0.0,46.0,0.0,32.0,9.0,0.0,0.0,0.875,,
train-ticket-0.0.2,travel2.entity,TravelResult,4.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,9.0,0.0,46.0,0.0,32.0,9.0,0.0,0.0,0.875,,
train-ticket-0.0.2,cancel.entity,User,7.0,7.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,19.0,,9.0,0.0,0.0,0.0,0.0,,
train-ticket-0.0.2,cancel.entity,Order,16.0,16.0,0.0,0.0,0.0,0.0,6.503703704,234.133333333,1.0,0.0,0.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,16.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,36.0,0.0,216.0,0.0,146.0,53.0,0.0,0.0,0.925,,
train-ticket-0.0.2,cancel.entity,NotifyInfo,10.0,10.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,1.0,0.0,21.0,21.0,0.0,0.0,0.0,10.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,21.0,0.0,95.0,0.0,74.0,21.0,0.0,0.0,0.95,,
train-ticket-0.0.2,cancel.entity,GetOrderByIdInfo,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,16.0,0.0,11.0,3.0,0.0,0.0,0.5,,
train-ticket-0.0.2,cancel.entity,GetAccountByIdResult,3.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,36.0,0.0,25.0,7.0,0.0,0.0,0.833333333,,
train-ticket-0.0.2,cancel.entity,GetAccountByIdInfo,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,16.0,0.0,11.0,3.0,0.0,0.0,0.5,,
train-ticket-0.0.2,cancel.entity,Account,7.0,7.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,1.0,0.0,15.0,15.0,0.0,0.0,0.0,7.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,15.0,0.0,82.0,0.0,59.0,15.0,0.0,0.0,0.867346939,,
train-ticket-0.0.2,cancel.controller,CancelController,1.0,1.0,0.0,0.0,0.0,1.0,3.0,9.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,34.0,0.0,20.0,3.0,1.0,0.0,0.5,,
train-ticket-0.0.2,cancel.config,SecurityConfig,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.666666667,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666666667,2.0,0.0,55.0,0.0,12.0,3.0,,,,,
train-ticket-0.0.2,travel2.entity,TravelInfo,8.0,8.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,1.0,0.0,17.0,17.0,0.0,0.0,0.0,8.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,17.0,0.0,86.0,0.0,60.0,17.0,0.0,0.0,0.9375,,
train-ticket-0.0.2,cancel,CancelApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,16.0,0.0,8.0,2.0,,,,,
train-ticket-0.0.2,travel2.service,Travel2Service,0.0,0.0,0.0,0.0,0.0,0.0,2.818181818,31.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,23.0,0.0,13.0,11.0,,,,,
train-ticket-0.0.2,travel2.repository,TripRepository,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,6.0,4.0,,,,,
train-ticket-0.0.2,travel2.init,InitData,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,60.0,0.0,51.0,1.0,1.0,0.0,,,
train-ticket-0.0.2,travel2.entity,TripResponse,10.0,10.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,1.0,0.0,21.0,21.0,0.0,0.0,0.0,10.0,20.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,21.0,0.0,125.0,0.0,74.0,21.0,0.0,0.0,0.95,,
train-ticket-0.0.2,travel2.entity,TripInfo,3.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,41.0,0.0,25.0,7.0,0.0,0.0,0.833333333,,
train-ticket-0.0.2,travel2.entity,TripId,2.0,2.0,0.0,0.0,0.0,0.0,1.142857143,8.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,0.0,54.0,0.0,38.0,10.0,0.0,0.0,0.5,,
train-ticket-0.0.2,travel2.entity,TripAllDetailInfo,4.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,9.0,0.0,46.0,0.0,32.0,9.0,0.0,0.0,0.875,,
train-ticket-0.0.2,travel2.entity,TripAllDetail,4.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,8.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,9.0,0.0,46.0,0.0,32.0,9.0,0.0,0.0,0.875,,
train-ticket-0.0.2,travel2.entity,Trip,8.0,8.0,0.0,0.0,0.0,0.0,1.526315789,29.0,1.0,0.0,0.0,1.0,0.0,19.0,19.0,0.0,0.0,0.0,8.0,16.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,19.0,0.0,116.0,0.0,74.0,19.0,0.0,0.0,0.875,,
train-ticket-0.0.2,travel2.service,Travel2ServiceImpl,2.0,2.0,0.0,0.0,0.0,1.0,71.979144385,1223.645454545,2.0,6.0,0.0,0.647058824,0.0,17.0,17.0,0.0,0.0,0.0,2.0,17.0,6.0,0.0,1.0,0.0,0.0,16.0,1.0,11.0,0.0,11.0,0.0,1.0,0.647058824,11.0,0.0,391.0,1.294117647,280.0,46.0,0.5,0.0,0.5625,,
train-ticket-0.0.2,ts.trainticket.domain,Order,16.0,16.0,0.0,0.0,0.0,0.0,6.787387387,251.133333333,1.0,0.0,0.0,1.0,0.0,37.0,37.0,0.0,0.0,0.0,16.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,37.0,0.0,237.0,0.0,164.0,54.0,0.0,0.0,0.899305556,,
