MS_system,Package,SQ reliability remediation effort,Security rating,Critical violations,Violations,Sqale rating,Cognitive complexity,Minor violations,Info violations,Security remediation effort,SQ maintainability remediation effort,Security hotspots,Effort to reach rating A,Duplicated blocks,Reliability remediation effort,Reliability rating,Code smells,SQ security remediation effort,Bugs,Major violations
train-ticket-0.0.1,inside_payment.service,50,1.0,1,22,1.0,45,4,0,0,87,0,0,0,50,3.0,17,0,5,17
train-ticket-0.0.1,foodsearch.service,0,1.0,3,21,1.0,50,1,1,0,177,0,0,0,0,1.0,21,0,0,16
train-ticket-0.0.1,assurance.service,0,1.0,1,15,1.0,14,2,0,0,124,0,0,2,0,1.0,15,0,0,12
train-ticket-0.0.1,cancel.service,0,1.0,5,63,2.0,67,17,0,0,529,0,43,5,0,1.0,63,0,0,41
train-ticket-0.0.1,seat.service,5,1.0,1,33,1.0,23,0,0,0,255,1,0,2,5,4.0,32,0,1,32
train-ticket-0.0.1,train.service,15,1.0,0,5,1.0,7,0,0,0,20,0,0,0,15,3.0,4,0,1,5
train-ticket-0.0.1,adminbasic.service,0,1.0,3,26,1.0,29,1,0,0,145,0,0,0,0,1.0,26,0,0,22
train-ticket-0.0.1,fdse.microservice.service,0,1.0,0,0,1.0,13,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,fdse.microservice.service,0,1.0,0,17,1.0,6,4,0,0,115,0,0,0,0,1.0,17,0,0,13
train-ticket-0.0.1,login.service,0,1.0,0,13,1.0,5,3,0,0,89,0,0,0,0,1.0,13,0,0,10
train-ticket-0.0.1,config.service,0,1.0,1,5,1.0,10,3,0,0,19,0,0,0,0,1.0,5,0,0,1
train-ticket-0.0.1,adminroute.service,0,1.0,2,12,1.0,8,4,0,0,69,0,0,0,0,1.0,12,0,0,6
train-ticket-0.0.1,consignprice.service,0,1.0,0,1,1.0,7,0,0,0,10,0,0,0,0,1.0,1,0,0,1
train-ticket-0.0.1,com.trainticket.verificationcode.service,10,1.0,3,10,1.0,15,4,0,0,48,3,0,0,10,4.0,8,0,2,3
train-ticket-0.0.1,notification.service,0,1.0,7,15,1.0,4,8,0,0,84,4,0,5,0,1.0,15,0,0,0
train-ticket-0.0.1,com.trainticket.service,0,1.0,0,1,1.0,4,0,0,0,10,0,0,0,0,1.0,1,0,0,1
train-ticket-0.0.1,org.myproject.ms.monitoring.spl,0,1.0,0,1,1.0,8,0,1,0,0,1,0,0,0,1.0,1,0,0,0
train-ticket-0.0.1,org.myproject.ms.monitoring,55,1.0,13,66,1.0,559,9,11,0,442,4,0,2,55,4.0,62,0,4,30
train-ticket-0.0.1,org.myproject.ms.monitoring.trace,0,1.0,1,7,1.0,52,0,2,0,45,0,0,0,0,1.0,7,0,0,4
train-ticket-0.0.1,org.myproject.ms.monitoring.util,0,1.0,0,2,1.0,12,0,0,0,10,0,0,0,0,1.0,2,0,0,2
train-ticket-0.0.1,inside_payment.util,0,1.0,0,4,1.0,6,3,0,0,13,0,0,1,0,1.0,4,0,0,1
train-ticket-0.0.1,login.util,0,1.0,0,4,1.0,6,3,0,0,13,0,0,1,0,1.0,4,0,0,1
train-ticket-0.0.1,com.trainticket.verificationcode.util,0,1.0,0,4,1.0,6,3,0,0,13,0,0,1,0,1.0,4,0,0,1
train-ticket-0.0.1,ts.trainticket.utils,0,1.0,6,43,1.0,38,21,0,0,268,6,0,1,0,1.0,43,0,0,16
train-ticket-0.0.1,org.myproject.ms.monitoring.instrument.web,35,1.0,4,19,1.0,207,1,2,0,152,1,0,0,35,4.0,17,0,2,12
train-ticket-0.0.1,travelplan.service,0,1.0,2,20,1.0,13,8,0,0,91,0,0,6,0,1.0,20,0,0,10
train-ticket-0.0.1,order.service,0,1.0,4,36,1.0,86,2,0,0,369,0,0,13,0,1.0,36,0,0,30
train-ticket-0.0.1,preserve.service,0,1.0,1,80,2.0,58,19,2,0,602,0,32,10,0,1.0,80,0,0,58
train-ticket-0.0.1,preserveOther.service,0,1.0,1,83,2.0,61,21,1,0,645,0,56,10,0,1.0,83,0,0,60
train-ticket-0.0.1,com.trainticket.verificationcode.repository,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,com.trainticket.repository,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,adminuser.domain.request,0,1.0,4,4,1.0,0,0,0,0,20,0,0,1,0,1.0,4,0,0,0
train-ticket-0.0.1,admintravel.domain.request,0,1.0,0,0,1.0,0,0,0,0,0,0,0,2,0,1.0,0,0,0,0
train-ticket-0.0.1,adminroute.domain.request,0,1.0,0,0,1.0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0
train-ticket-0.0.1,adminorder.domain.response,0,1.0,3,10,1.0,0,7,0,0,85,0,0,10,0,1.0,10,0,0,0
train-ticket-0.0.1,adminuser.domain.response,0,1.0,1,3,1.0,0,2,0,0,25,0,0,8,0,1.0,3,0,0,0
train-ticket-0.0.1,admintravel.domain.response,0,1.0,2,4,1.0,0,2,0,0,30,0,0,1,0,1.0,4,0,0,0
train-ticket-0.0.1,adminroute.domain.response,0,1.0,0,3,1.0,0,3,0,0,30,0,0,4,0,1.0,3,0,0,0
train-ticket-0.0.1,org.myproject.ms.monitoring.instrument.rest,0,1.0,0,0,1.0,23,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,adminbasic.domin.reuslt,0,1.0,0,2,1.0,0,2,0,0,20,0,0,10,0,1.0,2,0,0,0
train-ticket-0.0.1,org.myproject.ms.monitoring.instrument.schedl,0,1.0,0,0,1.0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,execute.serivce,0,1.0,4,25,1.0,34,12,0,0,162,0,0,5,0,1.0,25,0,0,9
train-ticket-0.0.1,config.repository,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,travel2.service,15,1.0,2,30,1.0,49,8,0,0,210,0,0,6,15,3.0,29,0,1,20
train-ticket-0.0.1,travel.service,15,1.0,2,30,1.0,57,8,0,0,199,0,0,6,15,3.0,29,0,1,20
train-ticket-0.0.1,consign.service,0,1.0,0,6,1.0,5,0,0,0,50,0,0,0,0,1.0,6,0,0,6
train-ticket-0.0.1,other.service,0,1.0,4,35,1.0,86,2,0,0,359,0,0,13,0,1.0,35,0,0,29
train-ticket-0.0.1,rebook.service,0,1.0,2,38,1.0,79,8,0,0,193,0,0,1,0,1.0,38,0,0,28
train-ticket-0.0.1,sso.service,0,1.0,2,32,1.0,32,0,0,0,287,1,0,0,0,1.0,32,0,0,30
train-ticket-0.0.1,contacts.service,0,1.0,1,9,1.0,8,0,0,0,90,0,0,0,0,1.0,9,0,0,8
train-ticket-0.0.1,ticketinfo.service,0,1.0,0,4,1.0,0,2,0,0,14,0,0,0,0,1.0,4,0,0,2
train-ticket-0.0.1,food.service,0,1.0,1,3,1.0,4,0,0,0,30,0,0,0,0,1.0,3,0,0,2
train-ticket-0.0.1,adminorder.service,0,1.0,2,27,1.0,28,2,0,0,213,0,0,0,0,1.0,27,0,0,23
train-ticket-0.0.1,plan.service,0,1.0,1,24,1.0,35,2,0,0,170,0,0,3,0,1.0,24,0,0,21
train-ticket-0.0.1,adminuser.service,0,1.0,2,12,1.0,10,1,0,0,92,0,0,0,0,1.0,12,0,0,9
train-ticket-0.0.1,price.service,0,1.0,1,6,1.0,14,0,0,0,58,0,0,0,0,1.0,6,0,0,5
train-ticket-0.0.1,security.service,0,1.0,1,10,1.0,9,0,0,0,90,0,0,0,0,1.0,10,0,0,9
train-ticket-0.0.1,route.service,0,1.0,1,7,1.0,14,3,0,0,41,0,0,0,0,1.0,7,0,0,3
train-ticket-0.0.1,fdse.microservice,0,1.0,0,15,1.0,13,12,0,0,128,0,0,9,0,1.0,15,0,0,3
train-ticket-0.0.1,adminorder.domain.request,0,1.0,3,3,1.0,0,0,0,0,15,0,0,0,0,1.0,3,0,0,0
train-ticket-0.0.1,contacts,15,1.0,2,36,1.0,24,12,0,0,278,0,0,21,15,2.0,35,0,1,22
train-ticket-0.0.1,admintravel.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,inside_payment.controller,0,1.0,0,5,1.0,0,2,0,0,37,0,0,0,0,1.0,5,0,0,3
train-ticket-0.0.1,foodsearch.controller,0,1.0,0,6,1.0,0,0,0,0,60,0,0,0,0,1.0,6,0,0,6
train-ticket-0.0.1,assurance.controller,0,1.0,0,15,1.0,0,1,0,0,99,0,0,0,0,1.0,15,0,0,14
train-ticket-0.0.1,cancel.controller,0,1.0,0,10,1.0,6,2,0,0,82,1,0,0,0,1.0,10,0,0,8
train-ticket-0.0.1,seat.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,train.controller,0,1.0,0,1,1.0,0,0,0,0,5,0,0,0,0,1.0,1,0,0,1
train-ticket-0.0.1,adminbasic.controller,0,1.0,0,20,1.0,0,0,0,0,200,0,0,0,0,1.0,20,0,0,20
train-ticket-0.0.1,fdse.microservice.controller,0,1.0,0,5,1.0,0,2,0,0,37,0,0,0,0,1.0,5,0,0,3
train-ticket-0.0.1,fdse.microservice.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,login.controller,2,1.0,0,5,1.0,2,1,0,0,32,0,0,0,2,3.0,4,0,1,4
train-ticket-0.0.1,execute.controller,0,1.0,0,2,1.0,0,0,0,0,20,0,0,0,0,1.0,2,0,0,2
train-ticket-0.0.1,config.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,adminroute.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,consignprice.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,com.trainticket.verificationcode.controller,0,1.0,0,1,1.0,1,0,0,0,5,0,0,0,0,1.0,1,0,0,1
train-ticket-0.0.1,notification.controller,0,1.0,0,4,1.0,0,4,0,0,20,0,0,0,0,1.0,4,0,0,0
train-ticket-0.0.1,com.trainticket.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,travel2.domain,0,1.0,3,56,1.0,7,49,0,0,545,0,0,56,0,1.0,56,0,0,4
train-ticket-0.0.1,ts.trainticket.domain,15,1.0,0,37,1.0,20,17,0,0,428,3,0,59,15,2.0,36,0,1,20
train-ticket-0.0.1,route.domain,0,1.0,0,7,1.0,0,7,0,0,70,0,0,13,0,1.0,7,0,0,0
train-ticket-0.0.1,travel.domain,0,1.0,3,30,1.0,7,23,0,0,285,0,0,55,0,1.0,30,0,0,4
train-ticket-0.0.1,consign.domain,0,1.0,4,4,1.0,0,0,0,0,20,0,0,8,0,1.0,4,0,0,0
train-ticket-0.0.1,other.domain,45,1.0,6,28,1.0,23,20,0,0,212,0,0,70,45,2.0,25,0,3,2
train-ticket-0.0.1,rebook.domain,30,1.0,3,16,1.0,18,10,0,0,131,0,0,67,30,2.0,14,0,2,3
train-ticket-0.0.1,sso.domain,15,1.0,3,8,1.0,10,5,0,0,55,2,0,31,15,2.0,7,0,1,0
train-ticket-0.0.1,contacts.domain,15,1.0,1,5,1.0,7,4,0,0,26,0,0,21,15,2.0,4,0,1,0
train-ticket-0.0.1,register.controller,0,1.0,0,2,1.0,0,1,0,0,12,0,0,0,0,1.0,2,0,0,1
train-ticket-0.0.1,travelplan.controller,0,1.0,0,4,1.0,0,0,0,0,40,0,0,0,0,1.0,4,0,0,4
train-ticket-0.0.1,preserve.controller,0,1.0,0,1,1.0,0,0,0,0,10,0,0,0,0,1.0,1,0,0,1
train-ticket-0.0.1,preserveOther.controller,0,1.0,0,2,1.0,0,1,0,0,20,0,0,0,0,1.0,2,0,0,1
train-ticket-0.0.1,execute,15,1.0,4,32,1.0,44,16,0,0,218,0,0,27,15,2.0,31,0,1,12
train-ticket-0.0.1,org.myproject.ms.monitoring.antn,15,1.0,1,3,1.0,83,1,0,0,10,0,0,0,15,2.0,2,0,1,1
train-ticket-0.0.1,org.myproject.ms.monitoring.instrument.async,0,1.0,0,5,1.0,38,0,1,0,45,0,0,2,0,1.0,5,0,0,1
train-ticket-0.0.1,inside_payment.async,0,1.0,0,2,1.0,0,0,0,0,20,0,0,0,0,1.0,2,0,0,2
train-ticket-0.0.1,org.myproject.ms.monitoring.atcfg,0,1.0,0,4,1.0,12,1,0,0,16,1,0,0,0,1.0,4,0,0,3
train-ticket-0.0.1,adminorder.domain.bean,15,1.0,0,6,1.0,10,5,0,0,46,0,0,12,15,2.0,5,0,1,1
train-ticket-0.0.1,adminuser.domain.bean,0,1.0,0,0,1.0,6,0,0,0,0,1,0,6,0,1.0,0,0,0,0
train-ticket-0.0.1,admintravel.domain.bean,0,1.0,1,8,1.0,4,6,0,0,90,0,0,18,0,1.0,8,0,0,1
train-ticket-0.0.1,adminbasic.domin.bean,15,1.0,1,2,1.0,4,1,0,0,5,0,0,11,15,2.0,1,0,1,0
train-ticket-0.0.1,adminroute.domain.bean,0,1.0,0,4,1.0,0,4,0,0,40,0,0,6,0,1.0,4,0,0,0
train-ticket-0.0.1,org.myproject.ms.monitoring.instrument.web.client,0,1.0,0,4,1.0,24,1,0,0,7,0,0,0,0,1.0,4,0,0,3
train-ticket-0.0.1,notification.config,0,1.0,0,1,1.0,0,0,0,0,5,0,0,0,0,1.0,1,0,0,1
train-ticket-0.0.1,ts.trainticket.configUtils,0,1.0,7,57,1.0,189,32,1,0,362,5,0,0,0,1.0,57,0,0,17
train-ticket-0.0.1,ticketinfo.domain,0,1.0,0,6,1.0,4,4,0,0,70,0,0,22,0,1.0,6,0,0,2
train-ticket-0.0.1,travel2.controller,0,1.0,0,8,1.0,4,3,0,0,72,0,0,0,0,1.0,8,0,0,5
train-ticket-0.0.1,travel.controller,0,1.0,0,7,1.0,4,2,0,0,62,0,0,0,0,1.0,7,0,0,5
train-ticket-0.0.1,consign.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,other.controller,0,1.0,2,33,2.0,8,8,0,0,287,0,52,2,0,1.0,33,0,0,23
train-ticket-0.0.1,rebook.controller,0,1.0,0,1,1.0,0,0,0,0,10,0,0,0,0,1.0,1,0,0,1
train-ticket-0.0.1,sso.controller,0,1.0,0,13,1.0,5,2,0,0,115,0,0,0,0,1.0,13,0,0,11
train-ticket-0.0.1,contacts.controller,0,1.0,0,20,1.0,9,6,0,0,158,0,0,0,0,1.0,20,0,0,14
train-ticket-0.0.1,ticketinfo.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,food.controller,0,1.0,0,4,1.0,0,0,0,0,40,0,0,0,0,1.0,4,0,0,4
train-ticket-0.0.1,adminorder.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,plan.controller,0,1.0,2,5,1.0,0,0,0,0,46,0,0,0,0,1.0,5,0,0,3
train-ticket-0.0.1,adminuser.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,price.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,security.controller,0,1.0,0,5,1.0,0,0,0,0,50,0,0,0,0,1.0,5,0,0,5
train-ticket-0.0.1,route.controller,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,food.domain,0,1.0,7,11,1.0,0,0,0,0,55,0,0,6,0,1.0,11,0,0,4
train-ticket-0.0.1,order.controller,0,1.0,2,32,2.0,8,8,0,0,278,0,43,2,0,1.0,32,0,0,22
train-ticket-0.0.1,plan.domain,0,1.0,0,30,1.0,4,27,0,0,305,0,0,35,0,1.0,30,0,0,3
train-ticket-0.0.1,other.init,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,sso.init,0,1.0,0,1,1.0,0,1,0,0,5,0,0,0,0,1.0,1,0,0,0
train-ticket-0.0.1,contacts.init,0,1.0,0,2,1.0,0,2,0,0,4,0,0,0,0,1.0,2,0,0,0
train-ticket-0.0.1,food.init,0,1.0,0,17,1.0,9,3,0,0,126,2,0,0,0,1.0,17,0,0,14
train-ticket-0.0.1,price.init,0,1.0,2,2,1.0,0,0,0,0,16,0,0,30,0,1.0,2,0,0,0
train-ticket-0.0.1,security.init,0,1.0,0,1,1.0,0,1,0,0,5,0,0,0,0,1.0,1,0,0,0
train-ticket-0.0.1,order.init,0,1.0,6,13,2.0,0,6,0,0,143,0,40,0,0,1.0,13,0,0,1
train-ticket-0.0.1,inside_payment.init,0,1.0,0,1,1.0,0,0,0,0,5,0,0,0,0,1.0,1,0,0,1
train-ticket-0.0.1,assurance.init,0,1.0,1,1,1.0,0,0,0,0,5,0,0,0,0,1.0,1,0,0,0
train-ticket-0.0.1,train.init,0,1.0,0,0,1.0,0,0,0,0,0,0,0,2,0,1.0,0,0,0,0
train-ticket-0.0.1,fdse.microservice.init,0,1.0,0,0,1.0,0,0,0,0,0,0,0,2,0,1.0,0,0,0,0
train-ticket-0.0.1,consignprice.init,0,1.0,0,1,1.0,0,0,0,0,10,0,0,0,0,1.0,1,0,0,1
train-ticket-0.0.1,com.trainticket.init,0,1.0,0,2,1.0,0,0,0,0,10,0,0,0,0,1.0,2,0,0,2
train-ticket-0.0.1,travel.init,0,1.0,4,14,3.0,0,10,0,0,194,0,104,1,0,1.0,14,0,0,0
train-ticket-0.0.1,org.myproject.ms.monitoring.instrument,40,1.0,5,30,1.0,332,3,5,0,204,2,0,2,40,4.0,27,0,3,14
train-ticket-0.0.1,adminorder,15,1.0,8,46,1.0,38,14,0,0,359,0,0,22,15,2.0,45,0,1,24
train-ticket-0.0.1,adminroute,0,1.0,2,19,1.0,8,11,0,0,139,0,0,11,0,1.0,19,0,0,6
train-ticket-0.0.1,admintravel,0,1.0,3,33,1.0,32,10,0,0,273,0,0,26,0,1.0,33,0,0,20
train-ticket-0.0.1,adminuser,0,1.0,7,19,1.0,16,3,0,0,137,1,0,15,0,1.0,19,0,0,9
train-ticket-0.0.1,assurance,0,1.0,4,40,1.0,17,8,0,0,328,0,0,12,0,1.0,40,0,0,28
train-ticket-0.0.1,cancel,15,1.0,7,80,1.0,89,23,0,0,657,2,0,40,15,2.0,79,0,1,50
train-ticket-0.0.1,com.springsource.open.foo,0,1.0,0,0,1.0,2,0,0,0,0,0,0,0,0,1.0,0,0,0,0
train-ticket-0.0.1,com.trainticket,0,1.0,3,6,1.0,4,0,0,0,35,0,0,4,0,1.0,6,0,0,3
train-ticket-0.0.1,com.trainticket.verificationcode,10,1.0,3,16,1.0,22,8,0,0,76,3,0,1,10,4.0,14,0,2,5
train-ticket-0.0.1,config,0,1.0,1,6,1.0,10,3,0,0,24,0,0,2,0,1.0,6,0,0,2
