MS_system,Version Id,Microservice,Taylor_JC,Taylor_CC,Liu_JC,Liu_CC,Yin_JC,Yin_CC,Taylor_FOM,Taylor_FOM_NORM,CCP
train-ticket-0.0.3,3,ts-route-plan-service,0.1190134563785623,0.0857250766953101,0.096189358125801,0.0687675136397393,0.0293151330373657,0.0231571316356181,0.1612215272888,0.1502011764652084,MEDIUM-HIGH
train-ticket-0.0.3,3,ts-seat-service,0.1187825405571561,0.0855587486421424,0.1068770246513497,0.0764083199398649,0.0593361431105545,0.0468718622224769,0.1603029253466522,0.1493453658626536,MEDIUM-HIGH
train-ticket-0.0.3,3,ts-travel-plan-service,0.2874877471479808,0.2070766611031879,0.2687118063351869,0.1921069353966029,0.0314167586994588,0.0248172851830658,0.2482732059407665,0.2313024088296345,HIGH
train-ticket-0.0.3,3,ts-travel-service,0.0840114994919661,0.0605132600663975,0.075573469230378,0.0540288414161737,0.0559005574302257,0.0441579632357859,0.2025281729406464,0.1886842926909026,HIGH
train-ticket-0.0.3,3,ts-travel2-service,0.084011499491966,0.0605132600663975,0.075573469230378,0.0540288414161737,0.0193948679330628,0.0153207392649009,0.0907499403597365,0.0845466981699214,MEDIUM-LOW
train-ticket-0.0.4,4,ts-admin-travel-service,0.1252536622139279,0.0858547300568457,0.0751318183619252,0.0534855591209129,0.0043282760340869,0.003310927879028,0.0991084927482576,0.1083547461496129,MEDIUM-HIGH
train-ticket-0.0.4,4,ts-order-other-service,1.6311206798045308e-21,1.118046555920858e-21,1.5106430563492934e-22,1.07541106102009e-22,0.1167496951122481,0.0893080333534475,0.1275148970926371,0.1394113049409645,MEDIUM-HIGH
train-ticket-0.0.4,4,ts-preserve-other-service,0.195422356597636,0.1339516416223159,0.2657566386744148,0.1891893836659601,0.0370284989027378,0.0283250625353185,0.0681191579296195,0.0744742842991029,MEDIUM-LOW
train-ticket-0.0.4,4,ts-preserve-service,0.195422356597636,0.1339516416223159,0.2657566386744161,0.189189383665961,0.0463565302319492,0.035460568390561,0.0884940409868413,0.0967500269753745,MEDIUM-LOW
train-ticket-0.0.4,4,ts-rebook-service,0.1513148149994521,0.103718265524175,0.129561513543192,0.0922334923271486,0.0444152361629267,0.0339755696049245,0.2625742681567795,0.2870709399628966,HIGH
train-ticket-0.0.4,4,ts-route-plan-service,0.1252536622139279,0.0858547300568457,0.0965984538493182,0.0687674333856505,0.0300728938983261,0.023004351392303,0.0816078870539707,0.0892214344132959,MEDIUM-LOW
train-ticket-0.0.4,4,ts-seat-service,0.1245834171835079,0.0853953127021629,0.1073309811173106,0.076407807786597,0.0620574535332313,0.0474710372874833,0.0734389864412424,0.0802904222702507,MEDIUM-LOW
train-ticket-0.0.4,4,ts-travel-plan-service,0.3026642381577848,0.2074602531023479,0.2698549041005859,0.1921068961463415,0.0322935573699495,0.0247030546497278,0.4041605825577292,0.4418664446644239,HIGH
train-ticket-0.0.4,4,ts-travel-service,0.0881804750374874,0.060443030142284,0.0758944749895951,0.0540284864323709,0.0583835002646432,0.0446606355923473,0.1094507322345302,0.1196618572061805,MEDIUM-HIGH
train-ticket-0.0.4,4,ts-travel2-service,0.0881804750374874,0.060443030142284,0.0758944749895951,0.0540284864323709,0.0201455697013589,0.0154104146403412,0.0592097749243207,0.0647337070072966,MEDIUM-LOW
train-ticket-0.1.0,5,ts-admin-travel-service,0.1108574736602268,0.0861276417985464,0.0607441911389586,0.0535268380943886,0.0037566579835687,0.0033647168226899,0.1498718306383964,0.1211802381216367,MEDIUM-HIGH
train-ticket-0.1.0,5,ts-order-other-service,5.6196083125116895e-22,4.365998933654127e-22,9.044274475480724e-24,7.96967424297105e-24,0.1002762676295487,0.0898142034982867,0.0763053468617218,0.0616973854477532,MEDIUM-LOW
train-ticket-0.1.0,5,ts-preserve-other-service,0.1726677986287373,0.1341494607392896,0.2144199804619682,0.1889435576174588,0.0313411647648354,0.0280712656803432,0.0669235584338453,0.0541116546879821,LOW
train-ticket-0.1.0,5,ts-preserve-service,0.1726677986287373,0.1341494607392896,0.2144199804619676,0.1889435576174583,0.0395748308567603,0.0354458935898005,0.0676735034683636,0.0547180295982902,MEDIUM-LOW
train-ticket-0.1.0,5,ts-rebook-service,0.1330020649469509,0.1033322682720294,0.1047505826429777,0.0923045870278696,0.0379456103733449,0.0339866535971273,0.2020254914073082,0.1633495570921935,HIGH
train-ticket-0.1.0,5,ts-route-plan-service,0.1108574736602268,0.0861276417985464,0.0781060542118711,0.0688258422673935,0.0253009485546054,0.0226612397519411,0.1274657677637243,0.1030636112481573,MEDIUM-HIGH
train-ticket-0.1.0,5,ts-seat-service,0.1089146015537446,0.0846181811611846,0.0867744302871664,0.0764642806764618,0.0544794374463541,0.0487954667335184,0.1516512477268996,0.1226190020680303,MEDIUM-HIGH
train-ticket-0.1.0,5,ts-travel-plan-service,0.2679371183656285,0.2081663183653175,0.2181941238104307,0.1922692741373484,0.0272976279093974,0.0244496007483297,0.1927443518861105,0.1558452069256003,MEDIUM-HIGH
train-ticket-0.1.0,5,ts-travel-service,0.0773984788918459,0.0601326031132615,0.061359100968966,0.0540686870892688,0.0507682214710458,0.0454714508450948,0.2760464109589988,0.2231998479643885,HIGH
train-ticket-0.1.0,5,ts-travel2-service,0.0773984788918459,0.0601326031132615,0.061359100968966,0.0540686870892688,0.0173898292878963,0.0155755065818121,0.1537846420667354,0.124343977555468,MEDIUM-HIGH
train-ticket-0.2.0,6,ts-admin-travel-service,0.079490483660812,0.0871961780801998,0.0344909174890284,0.0547325324801785,0.0025209506931758,0.0034440560210296,0.2542460958940627,0.1494156549926807,MEDIUM-HIGH
train-ticket-0.2.0,6,ts-order-other-service,1.9147242744050185e-22,2.100334922075828e-22,6.073697853493693e-25,9.638156629114906e-25,0.0675390189690735,0.0922700176423668,0.1501327110444257,0.0882301743027613,MEDIUM-LOW
train-ticket-0.2.0,6,ts-preserve-service,0.1228447171421993,0.1347531092885235,0.1145673528019882,0.1818032634358761,0.0258870052710317,0.0353661404848047,0.0647194975052487,0.0380344330422803,LOW
train-ticket-0.2.0,6,ts-rebook-service,0.0937341737145197,0.1028206311875919,0.0594961057310233,0.0944124649743871,0.0248790940373702,0.0339891588713394,0.1598936468628045,0.0939664929412677,MEDIUM-LOW
train-ticket-0.2.0,6,ts-route-plan-service,0.079490483660812,0.0871961780801998,0.0444467998497149,0.0705312033867569,0.0157814969802687,0.0215602628972022,0.1285976786573902,0.0755744402664825,MEDIUM-LOW
train-ticket-0.2.0,6,ts-seat-service,0.0738594631259279,0.0810192944241871,0.0492253173107665,0.0781140797259354,0.0385620810158653,0.0526824930236187,0.2798223981886398,0.1644463674454979,HIGH
train-ticket-0.2.0,6,ts-travel-plan-service,0.1917600773985567,0.2103490265434202,0.1240727107974277,0.1968870116541312,0.0173590191507853,0.0237154318754701,0.2579243176275043,0.1515772768165197,MEDIUM-HIGH
train-ticket-0.2.0,6,ts-travel-service,0.053929356885842,0.0591571920336269,0.0348169593414116,0.0552499178550715,0.0341933870834138,0.0467140991621979,0.3294682225815983,0.1936222859320351,HIGH
train-ticket-0.2.0,6,ts-travel2-service,0.053929356885842,0.0591571920336269,0.0348169593414116,0.0552499178550715,0.0115448957354664,0.0157723305646259,0.3961835661437103,0.2328296402134877,HIGH
train-ticket-1.0.0,7,ts-admin-travel-service,0.0390931896187295,0.0930260669200225,0.0045594136178121,0.0836882479083758,0.0047900220007318,0.0169345676510381,0.5466078291460437,0.3040074970813756,HIGH
train-ticket-1.0.0,7,ts-order-other-service,5.903676693300653e-23,1.4048375906427553e-22,3.458972661888226e-25,6.348960324755583e-24,0.0299496598211959,0.1058835513260956,0.1648354449181268,0.0916767165924838,MEDIUM-LOW
train-ticket-1.0.0,7,ts-preserve-other-service,0.0582171519926605,0.1385334051782691,0.0113337764693499,0.208031991482321,0.0075081254935894,0.0265441075394324,0.0394784414202157,0.0219567695976539,LOW
train-ticket-1.0.0,7,ts-preserve-service,0.0582171519926605,0.1385334051782691,0.0113337764693502,0.2080319914823273,0.0101983771854405,0.0360551806132119,0.1136048215412187,0.063183722609825,MEDIUM-LOW
train-ticket-1.0.0,7,ts-rebook-service,0.0432146742074793,0.1028335424650517,0.005361527935397,0.0984110933196046,0.0059509967263338,0.0210390592439469,0.1299103943812282,0.0722524115733797,MEDIUM-LOW
train-ticket-1.0.0,7,ts-route-plan-service,0.0390931896187295,0.0930260669200225,0.0039543803091927,0.0725828335351873,0.0017679610453353,0.0062504213805398,0.4043750879825045,0.2249017519044294,HIGH
train-ticket-1.0.0,7,ts-seat-service,0.0227731221958411,0.0541908708404084,0.001852156139688,0.033996411638918,0.0182612774605937,0.0645606300980562,0.2624046224157381,0.1459418768439888,MEDIUM-HIGH
train-ticket-1.0.0,7,ts-travel-plan-service,0.0927845933737918,0.2207900116751317,0.0104965917150655,0.1926654265828453,0.002002083235404,0.0070781332502814,0.2909787092329623,0.1618339591587653,HIGH
train-ticket-1.0.0,7,ts-travel-service,0.0236497106115293,0.0562767986814066,0.0021230688474148,0.0389690269237436,0.0125288064755655,0.0442941432867765,0.0863730560247821,0.0480382006572902,LOW
train-ticket-1.0.0,7,ts-travel2-service,0.0236497106115293,0.0562767986814066,0.0021230688474148,0.0389690269237436,0.0037662867461086,0.013315270302608,0.5275958559784482,0.2934335863741531,HIGH
