MS_system,Version Id,Microservice,Sum(Di)_x,Sum(Fin)_x,Sum(Fout)_x,Sum(IOVars)_x,Sum(MCLC)_x,Sum(NBD)_x,Sum(Si)_x,Sum(VG)_x,Avg(Di)_x,Avg(Fin)_x,Avg(Fout)_x,Avg(IOVars)_x,Avg(MCLC)_x,Avg(NBD)_x,Avg(Si)_x,Avg(VG)_x,Max(Di)_x,Max(Fin)_x,Max(Fout)_x,Max(IOVars)_x,Max(MCLC)_x,Max(NBD)_x,Max(Si)_x,Max(VG)_x,Sum(Di)_y,Sum(Fin)_y,Sum(Fout)_y,Sum(IOVars)_y,Sum(MCLC)_y,Sum(NBD)_y,Sum(Si)_y,Sum(VG)_y,Avg(Di)_y,Avg(Fin)_y,Avg(Fout)_y,Avg(IOVars)_y,Avg(MCLC)_y,Avg(NBD)_y,Avg(Si)_y,Avg(VG)_y,Max(Di)_y,Max(Fin)_y,Max(Fout)_y,Max(IOVars)_y,Max(MCLC)_y,Max(NBD)_y,Max(Si)_y,Max(VG)_y
train-ticket-0.1.0,5,ts-assurance-service,97.0,0.0,0.0,97.0,24.0,77.0,0.0,77.0,1.4696969696969697,0.0,0.0,1.4696969696969697,0.36363636363636365,1.1666666666666667,0.0,1.1666666666666667,5.0,0.0,0.0,5.0,4.0,3.0,0.0,3.0,97.0,0.0,0.0,97.0,24.0,77.0,0.0,77.0,1.4696969696969697,0.0,0.0,1.4696969696969697,0.36363636363636365,1.1666666666666667,0.0,1.1666666666666667,5.0,0.0,0.0,5.0,4.0,3.0,0.0,3.0
train-ticket-0.1.0,5,ts-cancel-service,66.0,0.0,0.0,66.0,85.0,55.0,0.0,83.0,1.5714285714285714,0.0,0.0,1.5714285714285714,2.0238095238095237,1.3095238095238095,0.0,1.9761904761904763,4.0,0.0,0.0,4.0,23.0,6.0,0.0,18.0,66.0,0.0,0.0,66.0,85.0,55.0,0.0,83.0,1.5714285714285714,0.0,0.0,1.5714285714285714,2.0238095238095237,1.3095238095238095,0.0,1.9761904761904763,4.0,0.0,0.0,4.0,23.0,6.0,0.0,18.0
train-ticket-0.1.0,5,ts-common,37.5,1.0,1.0,38.0,11.0,26.0,1.0,23.0,1.9736842105263157,0.05263157894736842,0.05263157894736842,2.0,0.5789473684210527,1.368421052631579,0.05263157894736842,1.2105263157894737,3.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0,37.5,1.0,1.0,38.0,11.0,26.0,1.0,23.0,1.9736842105263157,0.05263157894736842,0.05263157894736842,2.0,0.5789473684210527,1.368421052631579,0.05263157894736842,1.2105263157894737,3.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0
train-ticket-0.1.0,5,ts-config-service,60.0,0.0,0.0,60.0,19.0,51.0,0.0,51.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.4222222222222222,1.1333333333333333,0.0,1.1333333333333333,4.0,0.0,0.0,4.0,5.0,2.0,0.0,3.0,60.0,0.0,0.0,60.0,19.0,51.0,0.0,51.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.4222222222222222,1.1333333333333333,0.0,1.1333333333333333,4.0,0.0,0.0,4.0,5.0,2.0,0.0,3.0
train-ticket-0.1.0,5,ts-consign-price-service,45.0,0.0,0.0,45.0,11.0,39.0,0.0,38.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.3142857142857143,1.1142857142857143,0.0,1.0857142857142856,4.0,0.0,0.0,4.0,9.0,3.0,0.0,3.0,45.0,0.0,0.0,45.0,11.0,39.0,0.0,38.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.3142857142857143,1.1142857142857143,0.0,1.0857142857142856,4.0,0.0,0.0,4.0,9.0,3.0,0.0,3.0
train-ticket-0.1.0,5,ts-consign-service,63.0,0.0,0.0,63.0,30.0,49.0,0.0,51.0,1.4318181818181819,0.0,0.0,1.4318181818181819,0.6818181818181818,1.1136363636363635,0.0,1.1590909090909092,3.0,0.0,0.0,3.0,7.0,2.0,0.0,3.0,63.0,0.0,0.0,63.0,30.0,49.0,0.0,51.0,1.4318181818181819,0.0,0.0,1.4318181818181819,0.6818181818181818,1.1136363636363635,0.0,1.1590909090909092,3.0,0.0,0.0,3.0,7.0,2.0,0.0,3.0
train-ticket-0.1.0,5,ts-contacts-service,78.0,0.0,0.0,78.0,29.0,66.0,0.0,73.0,1.3448275862068966,0.0,0.0,1.3448275862068966,0.5,1.1379310344827587,0.0,1.2586206896551724,3.0,0.0,0.0,3.0,9.0,2.0,0.0,8.0,78.0,0.0,0.0,78.0,29.0,66.0,0.0,73.0,1.3448275862068966,0.0,0.0,1.3448275862068966,0.5,1.1379310344827587,0.0,1.2586206896551724,3.0,0.0,0.0,3.0,9.0,2.0,0.0,8.0
train-ticket-0.1.0,5,ts-execute-service,47.0,0.0,0.0,47.0,75.0,37.0,0.0,61.0,1.6206896551724137,0.0,0.0,1.6206896551724137,2.586206896551724,1.2758620689655173,0.0,2.103448275862069,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0,47.0,0.0,0.0,47.0,75.0,37.0,0.0,61.0,1.6206896551724137,0.0,0.0,1.6206896551724137,2.586206896551724,1.2758620689655173,0.0,2.103448275862069,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0
train-ticket-0.1.0,5,ts-food-map-service,74.0,0.0,0.0,74.0,24.0,75.0,0.0,78.0,1.1746031746031746,0.0,0.0,1.1746031746031746,0.38095238095238093,1.1904761904761905,0.0,1.2380952380952381,3.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0,74.0,0.0,0.0,74.0,24.0,75.0,0.0,78.0,1.1746031746031746,0.0,0.0,1.1746031746031746,0.38095238095238093,1.1904761904761905,0.0,1.2380952380952381,3.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0
train-ticket-0.1.0,5,ts-food-service,80.0,0.0,0.0,80.0,43.0,47.0,0.0,57.0,2.2857142857142856,0.0,0.0,2.2857142857142856,1.2285714285714286,1.3428571428571427,0.0,1.6285714285714286,6.0,0.0,0.0,6.0,28.0,5.0,0.0,15.0,80.0,0.0,0.0,80.0,43.0,47.0,0.0,57.0,2.2857142857142856,0.0,0.0,2.2857142857142856,1.2285714285714286,1.3428571428571427,0.0,1.6285714285714286,6.0,0.0,0.0,6.0,28.0,5.0,0.0,15.0
train-ticket-0.1.0,5,ts-inside-payment-service,125.0,0.0,0.0,125.0,89.0,104.0,0.0,133.0,1.4880952380952381,0.0,0.0,1.4880952380952381,1.0595238095238095,1.2380952380952381,0.0,1.5833333333333333,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0,125.0,0.0,0.0,125.0,89.0,104.0,0.0,133.0,1.4880952380952381,0.0,0.0,1.4880952380952381,1.0595238095238095,1.2380952380952381,0.0,1.5833333333333333,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0
train-ticket-0.1.0,5,ts-notification-service,53.0,0.0,0.0,53.0,0.0,48.0,0.0,43.0,1.2325581395348837,0.0,0.0,1.2325581395348837,0.0,1.1162790697674418,0.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,53.0,0.0,0.0,53.0,0.0,48.0,0.0,43.0,1.2325581395348837,0.0,0.0,1.2325581395348837,0.0,1.1162790697674418,0.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0
train-ticket-0.1.0,5,ts-order-other-service,207.071428571,7.0,7.0,212.0,114.0,171.0,37.0,204.0,1.47908163265,0.05,0.05,1.5142857142857142,0.8142857142857143,1.2214285714285715,0.2642857142857143,1.457142857142857,4.0,2.0,6.0,4.0,22.0,10.0,36.0,18.0,207.071428571,7.0,7.0,212.0,114.0,171.0,37.0,204.0,1.47908163265,0.05,0.05,1.5142857142857142,0.8142857142857143,1.2214285714285715,0.2642857142857143,1.457142857142857,4.0,2.0,6.0,4.0,22.0,10.0,36.0,18.0
train-ticket-0.1.0,5,ts-order-service,213.833333333,16.0,16.0,223.0,115.0,179.0,130.0,213.0,1.4448198198175677,0.10810810810810811,0.10810810810810811,1.5067567567567568,0.777027027027027,1.2094594594594594,0.8783783783783784,1.4391891891891893,4.0,4.0,11.0,4.0,22.0,10.0,121.0,18.0,213.833333333,16.0,16.0,223.0,115.0,179.0,130.0,213.0,1.4448198198175677,0.10810810810810811,0.10810810810810811,1.5067567567567568,0.777027027027027,1.2094594594594594,0.8783783783783784,1.4391891891891893,4.0,4.0,11.0,4.0,22.0,10.0,121.0,18.0
train-ticket-0.1.0,5,ts-payment-service,43.0,0.0,0.0,43.0,9.0,40.0,0.0,40.0,1.1944444444444444,0.0,0.0,1.1944444444444444,0.25,1.1111111111111112,0.0,1.1111111111111112,3.0,0.0,0.0,3.0,4.0,2.0,0.0,3.0,43.0,0.0,0.0,43.0,9.0,40.0,0.0,40.0,1.1944444444444444,0.0,0.0,1.1944444444444444,0.25,1.1111111111111112,0.0,1.1111111111111112,3.0,0.0,0.0,3.0,4.0,2.0,0.0,3.0
train-ticket-0.1.0,5,ts-preserve-other-service,103.0,0.0,0.0,103.0,80.0,64.0,0.0,104.0,1.8392857142857142,0.0,0.0,1.8392857142857142,1.4285714285714286,1.1428571428571428,0.0,1.8571428571428572,8.0,0.0,0.0,8.0,33.0,4.0,0.0,18.0,103.0,0.0,0.0,103.0,80.0,64.0,0.0,104.0,1.8392857142857142,0.0,0.0,1.8392857142857142,1.4285714285714286,1.1428571428571428,0.0,1.8571428571428572,8.0,0.0,0.0,8.0,33.0,4.0,0.0,18.0
train-ticket-0.1.0,5,ts-preserve-service,100.0,0.0,0.0,100.0,80.0,63.0,0.0,103.0,1.8181818181818181,0.0,0.0,1.8181818181818181,1.4545454545454546,1.1454545454545455,0.0,1.8727272727272728,8.0,0.0,0.0,8.0,33.0,4.0,0.0,18.0,100.0,0.0,0.0,100.0,80.0,63.0,0.0,103.0,1.8181818181818181,0.0,0.0,1.8181818181818181,1.4545454545454546,1.1454545454545455,0.0,1.8727272727272728,8.0,0.0,0.0,8.0,33.0,4.0,0.0,18.0
train-ticket-0.1.0,5,ts-price-service,76.0,0.0,0.0,76.0,14.0,57.0,0.0,58.0,1.52,0.0,0.0,1.52,0.28,1.14,0.0,1.16,5.0,0.0,0.0,5.0,6.0,3.0,0.0,4.0,76.0,0.0,0.0,76.0,14.0,57.0,0.0,58.0,1.52,0.0,0.0,1.52,0.28,1.14,0.0,1.16,5.0,0.0,0.0,5.0,6.0,3.0,0.0,4.0
train-ticket-0.1.0,5,ts-rebook-service,112.0,0.0,0.0,112.0,123.0,80.0,0.0,130.0,2.074074074074074,0.0,0.0,2.074074074074074,2.2777777777777777,1.4814814814814814,0.0,2.4074074074074074,8.0,0.0,0.0,8.0,28.0,9.0,0.0,18.0,112.0,0.0,0.0,112.0,123.0,80.0,0.0,130.0,2.074074074074074,0.0,0.0,2.074074074074074,2.2777777777777777,1.4814814814814814,0.0,2.4074074074074074,8.0,0.0,0.0,8.0,28.0,9.0,0.0,18.0
train-ticket-0.1.0,5,ts-route-plan-service,78.0,0.0,0.0,78.0,59.0,57.0,0.0,65.0,1.813953488372093,0.0,0.0,1.813953488372093,1.372093023255814,1.3255813953488371,0.0,1.5116279069767442,8.0,0.0,0.0,8.0,22.0,4.0,0.0,9.0,78.0,0.0,0.0,78.0,59.0,57.0,0.0,65.0,1.813953488372093,0.0,0.0,1.813953488372093,1.372093023255814,1.3255813953488371,0.0,1.5116279069767442,8.0,0.0,0.0,8.0,22.0,4.0,0.0,9.0
train-ticket-0.1.0,5,ts-route-service,62.0,0.0,0.0,62.0,26.0,54.0,0.0,60.0,1.3191489361702127,0.0,0.0,1.3191489361702127,0.5531914893617021,1.148936170212766,0.0,1.2765957446808511,4.0,0.0,0.0,4.0,12.0,3.0,0.0,6.0,62.0,0.0,0.0,62.0,26.0,54.0,0.0,60.0,1.3191489361702127,0.0,0.0,1.3191489361702127,0.5531914893617021,1.148936170212766,0.0,1.2765957446808511,4.0,0.0,0.0,4.0,12.0,3.0,0.0,6.0
train-ticket-0.1.0,5,ts-seat-service,49.5,1.0,1.0,51.0,61.0,40.0,1.0,48.0,1.4558823529411764,0.029411764705882353,0.029411764705882353,1.5,1.7941176470588236,1.1764705882352942,0.029411764705882353,1.411764705882353,5.0,1.0,1.0,5.0,21.0,3.0,1.0,8.0,49.5,1.0,1.0,51.0,61.0,40.0,1.0,48.0,1.4558823529411764,0.029411764705882353,0.029411764705882353,1.5,1.7941176470588236,1.1764705882352942,0.029411764705882353,1.411764705882353,5.0,1.0,1.0,5.0,21.0,3.0,1.0,8.0
train-ticket-0.1.0,5,ts-security-service,74.0,0.0,0.0,74.0,52.0,58.0,0.0,76.0,1.4509803921568627,0.0,0.0,1.4509803921568627,1.0196078431372548,1.1372549019607843,0.0,1.4901960784313726,4.0,0.0,0.0,4.0,23.0,2.0,0.0,18.0,74.0,0.0,0.0,74.0,52.0,58.0,0.0,76.0,1.4509803921568627,0.0,0.0,1.4509803921568627,1.0196078431372548,1.1372549019607843,0.0,1.4901960784313726,4.0,0.0,0.0,4.0,23.0,2.0,0.0,18.0
train-ticket-0.1.0,5,ts-ticketinfo-service,49.0,0.0,0.0,49.0,3.0,32.0,0.0,34.0,1.6896551724137931,0.0,0.0,1.6896551724137931,0.10344827586206896,1.103448275862069,0.0,1.1724137931034482,8.0,0.0,0.0,8.0,1.0,3.0,0.0,6.0,49.0,0.0,0.0,49.0,3.0,32.0,0.0,34.0,1.6896551724137931,0.0,0.0,1.6896551724137931,0.10344827586206896,1.103448275862069,0.0,1.1724137931034482,8.0,0.0,0.0,8.0,1.0,3.0,0.0,6.0
train-ticket-0.1.0,5,ts-train-service,63.0,0.0,0.0,63.0,21.0,59.0,0.0,59.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.42857142857142855,1.2040816326530612,0.0,1.2040816326530612,5.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,63.0,0.0,0.0,63.0,21.0,59.0,0.0,59.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.42857142857142855,1.2040816326530612,0.0,1.2040816326530612,5.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0
train-ticket-0.1.0,5,ts-travel-plan-service,110.0,0.0,0.0,110.0,12.0,63.0,0.0,65.0,2.037037037037037,0.0,0.0,2.037037037037037,0.2222222222222222,1.1666666666666667,0.0,1.2037037037037037,8.0,0.0,0.0,8.0,3.0,3.0,0.0,6.0,110.0,0.0,0.0,110.0,12.0,63.0,0.0,65.0,2.037037037037037,0.0,0.0,2.037037037037037,0.2222222222222222,1.1666666666666667,0.0,1.2037037037037037,8.0,0.0,0.0,8.0,3.0,3.0,0.0,6.0
train-ticket-0.1.0,5,ts-travel-service,173.0,4.0,4.0,181.0,119.0,132.0,4.0,142.0,1.6018518518518519,0.037037037037037035,0.037037037037037035,1.6759259259259258,1.1018518518518519,1.2222222222222223,0.037037037037037035,1.3148148148148149,9.0,2.0,1.0,9.0,14.0,5.0,1.0,6.0,173.0,4.0,4.0,181.0,119.0,132.0,4.0,142.0,1.6018518518518519,0.037037037037037035,0.037037037037037035,1.6759259259259258,1.1018518518518519,1.2222222222222223,0.037037037037037035,1.3148148148148149,9.0,2.0,1.0,9.0,14.0,5.0,1.0,6.0
train-ticket-0.1.0,5,ts-travel2-service,171.0,2.0,2.0,174.0,94.0,129.0,2.0,141.0,1.6285714285714286,0.01904761904761905,0.01904761904761905,1.6571428571428573,0.8952380952380953,1.2285714285714286,0.01904761904761905,1.3428571428571427,9.0,2.0,1.0,9.0,17.0,5.0,1.0,6.0,171.0,2.0,2.0,174.0,94.0,129.0,2.0,141.0,1.6285714285714286,0.01904761904761905,0.01904761904761905,1.6571428571428573,0.8952380952380953,1.2285714285714286,0.01904761904761905,1.3428571428571427,9.0,2.0,1.0,9.0,17.0,5.0,1.0,6.0
train-ticket-0.1.0,5,ts-verification-code-service,44.333333333,2.0,2.0,49.0,42.0,28.0,4.0,33.0,2.21666666665,0.1,0.1,2.45,2.1,1.4,0.2,1.65,7.0,2.0,2.0,7.0,19.0,3.0,4.0,7.0,44.333333333,2.0,2.0,49.0,42.0,28.0,4.0,33.0,2.21666666665,0.1,0.1,2.45,2.1,1.4,0.2,1.65,7.0,2.0,2.0,7.0,19.0,3.0,4.0,7.0
train-ticket-0.2.0,6,ts-admin-basic-info-service,194.0,0.0,0.0,194.0,19.0,119.0,0.0,125.0,1.6581196581196582,0.0,0.0,1.6581196581196582,0.1623931623931624,1.017094017094017,0.0,1.0683760683760684,5.0,0.0,0.0,5.0,9.0,2.0,0.0,8.0,194.0,0.0,0.0,194.0,19.0,119.0,0.0,125.0,1.6581196581196582,0.0,0.0,1.6581196581196582,0.1623931623931624,1.017094017094017,0.0,1.0683760683760684,5.0,0.0,0.0,5.0,9.0,2.0,0.0,8.0
train-ticket-0.2.0,6,ts-admin-order-service,47.0,0.0,0.0,47.0,39.0,61.0,0.0,81.0,0.8545454545454545,0.0,0.0,0.8545454545454545,0.7090909090909091,1.1090909090909091,0.0,1.4727272727272727,4.0,0.0,0.0,4.0,22.0,2.0,0.0,18.0,47.0,0.0,0.0,47.0,39.0,61.0,0.0,81.0,0.8545454545454545,0.0,0.0,0.8545454545454545,0.7090909090909091,1.1090909090909091,0.0,1.4727272727272727,4.0,0.0,0.0,4.0,22.0,2.0,0.0,18.0
train-ticket-0.2.0,6,ts-admin-travel-service,68.0,0.0,0.0,68.0,27.0,51.0,0.0,60.0,1.5454545454545454,0.0,0.0,1.5454545454545454,0.6136363636363636,1.1590909090909092,0.0,1.3636363636363635,8.0,0.0,0.0,8.0,8.0,3.0,0.0,6.0,68.0,0.0,0.0,68.0,27.0,51.0,0.0,60.0,1.5454545454545454,0.0,0.0,1.5454545454545454,0.6136363636363636,1.1590909090909092,0.0,1.3636363636363635,8.0,0.0,0.0,8.0,8.0,3.0,0.0,6.0
train-ticket-0.2.0,6,ts-assurance-service,97.0,0.0,0.0,97.0,24.0,77.0,0.0,77.0,1.4696969696969697,0.0,0.0,1.4696969696969697,0.36363636363636365,1.1666666666666667,0.0,1.1666666666666667,5.0,0.0,0.0,5.0,4.0,3.0,0.0,3.0,97.0,0.0,0.0,97.0,24.0,77.0,0.0,77.0,1.4696969696969697,0.0,0.0,1.4696969696969697,0.36363636363636365,1.1666666666666667,0.0,1.1666666666666667,5.0,0.0,0.0,5.0,4.0,3.0,0.0,3.0
train-ticket-0.2.0,6,ts-cancel-service,68.0,0.0,0.0,68.0,87.0,57.0,0.0,85.0,1.5813953488372092,0.0,0.0,1.5813953488372092,2.0232558139534884,1.3255813953488371,0.0,1.9767441860465116,4.0,0.0,0.0,4.0,23.0,6.0,0.0,18.0,68.0,0.0,0.0,68.0,87.0,57.0,0.0,85.0,1.5813953488372092,0.0,0.0,1.5813953488372092,2.0232558139534884,1.3255813953488371,0.0,1.9767441860465116,4.0,0.0,0.0,4.0,23.0,6.0,0.0,18.0
train-ticket-0.2.0,6,ts-common,37.5,1.0,1.0,38.0,11.0,26.0,1.0,23.0,1.9736842105263157,0.05263157894736842,0.05263157894736842,2.0,0.5789473684210527,1.368421052631579,0.05263157894736842,1.2105263157894737,3.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0,37.5,1.0,1.0,38.0,11.0,26.0,1.0,23.0,1.9736842105263157,0.05263157894736842,0.05263157894736842,2.0,0.5789473684210527,1.368421052631579,0.05263157894736842,1.2105263157894737,3.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0
train-ticket-0.2.0,6,ts-config-service,60.0,0.0,0.0,60.0,19.0,51.0,0.0,51.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.4222222222222222,1.1333333333333333,0.0,1.1333333333333333,4.0,0.0,0.0,4.0,5.0,2.0,0.0,3.0,60.0,0.0,0.0,60.0,19.0,51.0,0.0,51.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.4222222222222222,1.1333333333333333,0.0,1.1333333333333333,4.0,0.0,0.0,4.0,5.0,2.0,0.0,3.0
train-ticket-0.2.0,6,ts-consign-service,108.0,0.0,0.0,108.0,41.0,88.0,0.0,89.0,1.3670886075949367,0.0,0.0,1.3670886075949367,0.5189873417721519,1.1139240506329113,0.0,1.1265822784810127,4.0,0.0,0.0,4.0,9.0,3.0,0.0,3.0,108.0,0.0,0.0,108.0,41.0,88.0,0.0,89.0,1.3670886075949367,0.0,0.0,1.3670886075949367,0.5189873417721519,1.1139240506329113,0.0,1.1265822784810127,4.0,0.0,0.0,4.0,9.0,3.0,0.0,3.0
train-ticket-0.2.0,6,ts-contacts-service,78.0,0.0,0.0,78.0,29.0,66.0,0.0,73.0,1.3448275862068966,0.0,0.0,1.3448275862068966,0.5,1.1379310344827587,0.0,1.2586206896551724,3.0,0.0,0.0,3.0,9.0,2.0,0.0,8.0,78.0,0.0,0.0,78.0,29.0,66.0,0.0,73.0,1.3448275862068966,0.0,0.0,1.3448275862068966,0.5,1.1379310344827587,0.0,1.2586206896551724,3.0,0.0,0.0,3.0,9.0,2.0,0.0,8.0
train-ticket-0.2.0,6,ts-delivery-service,13.0,0.0,0.0,13.0,4.0,11.0,0.0,12.0,1.3,0.0,0.0,1.3,0.4,1.1,0.0,1.2,2.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,13.0,0.0,0.0,13.0,4.0,11.0,0.0,12.0,1.3,0.0,0.0,1.3,0.4,1.1,0.0,1.2,2.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0
train-ticket-0.2.0,6,ts-execute-service,47.0,0.0,0.0,47.0,75.0,37.0,0.0,61.0,1.6206896551724137,0.0,0.0,1.6206896551724137,2.586206896551724,1.2758620689655173,0.0,2.103448275862069,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0,47.0,0.0,0.0,47.0,75.0,37.0,0.0,61.0,1.6206896551724137,0.0,0.0,1.6206896551724137,2.586206896551724,1.2758620689655173,0.0,2.103448275862069,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0
train-ticket-0.2.0,6,ts-food-map-service,158.0,0.0,0.0,158.0,68.0,126.0,0.0,139.0,1.5490196078431373,0.0,0.0,1.5490196078431373,0.6666666666666666,1.2352941176470589,0.0,1.3627450980392157,6.0,0.0,0.0,6.0,28.0,5.0,0.0,15.0,158.0,0.0,0.0,158.0,68.0,126.0,0.0,139.0,1.5490196078431373,0.0,0.0,1.5490196078431373,0.6666666666666666,1.2352941176470589,0.0,1.3627450980392157,6.0,0.0,0.0,6.0,28.0,5.0,0.0,15.0
train-ticket-0.2.0,6,ts-inside-payment-service,125.0,0.0,0.0,125.0,89.0,104.0,0.0,133.0,1.4880952380952381,0.0,0.0,1.4880952380952381,1.0595238095238095,1.2380952380952381,0.0,1.5833333333333333,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0,125.0,0.0,0.0,125.0,89.0,104.0,0.0,133.0,1.4880952380952381,0.0,0.0,1.4880952380952381,1.0595238095238095,1.2380952380952381,0.0,1.5833333333333333,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0
train-ticket-0.2.0,6,ts-notification-service,64.0,0.0,0.0,64.0,7.0,58.0,0.0,53.0,1.2307692307692308,0.0,0.0,1.2307692307692308,0.1346153846153846,1.1153846153846154,0.0,1.0192307692307692,3.0,0.0,0.0,3.0,6.0,2.0,0.0,2.0,64.0,0.0,0.0,64.0,7.0,58.0,0.0,53.0,1.2307692307692308,0.0,0.0,1.2307692307692308,0.1346153846153846,1.1153846153846154,0.0,1.0192307692307692,3.0,0.0,0.0,3.0,6.0,2.0,0.0,2.0
train-ticket-0.2.0,6,ts-order-other-service,207.071428571,7.0,7.0,212.0,114.0,171.0,37.0,204.0,1.47908163265,0.05,0.05,1.5142857142857142,0.8142857142857143,1.2214285714285715,0.2642857142857143,1.457142857142857,4.0,2.0,6.0,4.0,22.0,10.0,36.0,18.0,207.071428571,7.0,7.0,212.0,114.0,171.0,37.0,204.0,1.47908163265,0.05,0.05,1.5142857142857142,0.8142857142857143,1.2214285714285715,0.2642857142857143,1.457142857142857,4.0,2.0,6.0,4.0,22.0,10.0,36.0,18.0
train-ticket-0.2.0,6,ts-order-service,213.80769230800001,17.0,17.0,223.0,115.0,179.0,153.0,213.0,1.4446465696486488,0.11486486486486487,0.11486486486486487,1.5067567567567568,0.777027027027027,1.2094594594594594,1.0337837837837838,1.4391891891891893,4.0,5.0,12.0,4.0,22.0,10.0,144.0,18.0,213.80769230800001,17.0,17.0,223.0,115.0,179.0,153.0,213.0,1.4446465696486488,0.11486486486486487,0.11486486486486487,1.5067567567567568,0.777027027027027,1.2094594594594594,1.0337837837837838,1.4391891891891893,4.0,5.0,12.0,4.0,22.0,10.0,144.0,18.0
train-ticket-0.2.0,6,ts-payment-service,43.0,0.0,0.0,43.0,9.0,40.0,0.0,40.0,1.1944444444444444,0.0,0.0,1.1944444444444444,0.25,1.1111111111111112,0.0,1.1111111111111112,3.0,0.0,0.0,3.0,4.0,2.0,0.0,3.0,43.0,0.0,0.0,43.0,9.0,40.0,0.0,40.0,1.1944444444444444,0.0,0.0,1.1944444444444444,0.25,1.1111111111111112,0.0,1.1111111111111112,3.0,0.0,0.0,3.0,4.0,2.0,0.0,3.0
train-ticket-0.2.0,6,ts-preserve-service,207.0,0.0,0.0,207.0,164.0,133.0,0.0,211.0,1.8,0.0,0.0,1.8,1.4260869565217391,1.1565217391304348,0.0,1.8347826086956522,8.0,0.0,0.0,8.0,33.0,4.0,0.0,18.0,207.0,0.0,0.0,207.0,164.0,133.0,0.0,211.0,1.8,0.0,0.0,1.8,1.4260869565217391,1.1565217391304348,0.0,1.8347826086956522,8.0,0.0,0.0,8.0,33.0,4.0,0.0,18.0
train-ticket-0.2.0,6,ts-price-service,76.0,0.0,0.0,76.0,14.0,57.0,0.0,58.0,1.52,0.0,0.0,1.52,0.28,1.14,0.0,1.16,5.0,0.0,0.0,5.0,6.0,3.0,0.0,4.0,76.0,0.0,0.0,76.0,14.0,57.0,0.0,58.0,1.52,0.0,0.0,1.52,0.28,1.14,0.0,1.16,5.0,0.0,0.0,5.0,6.0,3.0,0.0,4.0
train-ticket-0.2.0,6,ts-rebook-service,114.0,0.0,0.0,114.0,125.0,82.0,0.0,132.0,2.0727272727272728,0.0,0.0,2.0727272727272728,2.272727272727273,1.490909090909091,0.0,2.4,8.0,0.0,0.0,8.0,28.0,9.0,0.0,18.0,114.0,0.0,0.0,114.0,125.0,82.0,0.0,132.0,2.0727272727272728,0.0,0.0,2.0727272727272728,2.272727272727273,1.490909090909091,0.0,2.4,8.0,0.0,0.0,8.0,28.0,9.0,0.0,18.0
train-ticket-0.2.0,6,ts-route-plan-service,78.0,0.0,0.0,78.0,59.0,57.0,0.0,65.0,1.813953488372093,0.0,0.0,1.813953488372093,1.372093023255814,1.3255813953488371,0.0,1.5116279069767442,8.0,0.0,0.0,8.0,22.0,4.0,0.0,9.0,78.0,0.0,0.0,78.0,59.0,57.0,0.0,65.0,1.813953488372093,0.0,0.0,1.813953488372093,1.372093023255814,1.3255813953488371,0.0,1.5116279069767442,8.0,0.0,0.0,8.0,22.0,4.0,0.0,9.0
train-ticket-0.2.0,6,ts-route-service,62.0,0.0,0.0,62.0,26.0,54.0,0.0,60.0,1.3191489361702127,0.0,0.0,1.3191489361702127,0.5531914893617021,1.148936170212766,0.0,1.2765957446808511,4.0,0.0,0.0,4.0,12.0,3.0,0.0,6.0,62.0,0.0,0.0,62.0,26.0,54.0,0.0,60.0,1.3191489361702127,0.0,0.0,1.3191489361702127,0.5531914893617021,1.148936170212766,0.0,1.2765957446808511,4.0,0.0,0.0,4.0,12.0,3.0,0.0,6.0
