MS_system,Version Id,Microservice,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountStmt,CountStmtDecl,CountStmtExe,SumCyclomatic,CountDeclFunction,CountDeclMethodDefault,CountSemicolon,RatioPrivateToPublicMethod,Sum(Ce),Sum(NOC),Sum(NOI),Sum(PkgTCi),Sum(TLOC),Sum(Aa),Sum(Ad),Sum(Ait),Sum(Ao),Sum(Av),Sum(HMd),Sum(HMi),Sum(Ma),Sum(Md),Sum(Mi),Sum(Mit),Sum(Mo),Sum(NF),Sum(NMA),Sum(NMI),Sum(NOA),Sum(NOCh),Sum(NOD),Sum(NOL),Sum(NOPa),Sum(NORM),Sum(NPF),Sum(NSF),Sum(NSM),Sum(PMd),Sum(PMi),Sum(RTLOC),Sum(WMC),Sum(PF),Avg(Ait),Avg(Ao),Avg(HMd),Avg(HMi),Avg(MHF),Avg(MIF),Avg(Mi),Avg(Mit),Avg(Mo),Avg(NMI),Avg(NPF),Avg(NSM),Avg(PMR),Avg(PMi),Avg(AIF),Max(Aa),Max(Ad),Max(Ait),Max(Ao),Max(Av),Max(DIT),Max(HMd),Max(HMi),Max(MHF),Max(MIF),Max(Ma),Max(Md),Max(Mi),Max(Mit),Max(Mo),Max(NF),Max(NM),Max(NMA),Max(NMI),Max(NOA),Max(NOCh),Max(NOD),Max(NOL),Max(NOPa),Max(NORM),Max(NPF),Max(NPM),Max(NSF),Max(NSM),Max(PMR),Max(PMd),Max(PMi),Max(SIX),Max(AHF),Max(AIF),Max(LCOM*),Sum(Di),Sum(Fin),Sum(Fout),Sum(IOVars),Sum(NBD),Sum(Si),Sum(VG),Avg(Si),Max(Di),Max(Fout),Max(IOVars),Max(NBD),Max(Si),Max(VG),SQ reliability remediation effort,Cognitive complexity,Info violations,Security remediation effort,SQ maintainability remediation effort,Security hotspots,Effort to reach rating A,Duplicated blocks,Reliability remediation effort,SQ security remediation effort,Bugs,Avg(SQ reliability remediation effort),Avg(Cognitive complexity),Avg(Minor violations),Avg(Info violations),Avg(Security remediation effort),Avg(Security hotspots),Avg(Effort to reach rating A),Avg(Reliability remediation effort),Avg(SQ security remediation effort),Avg(Bugs),Avg(Major violations),Max(Sqale rating),Max(Reliability rating),Max(Security rating),Taylor_JC,Yin_JC,Liu_JC,Huang_JC,Taylor_CC,Yin_CC,Liu_CC,Huang_CC,Taylor_MNC,Yin_MNC,Liu_MNC,Huang_MNC,Taylor_MLC,Yin_MLC,Liu_MLC,Huang_MLC,Taylor_TAC,Taylor_FOM,Taylor_FOM_NORM
train-ticket-0.0.2,2,ts-rebook-service,25.0,4.0,0.0,21.0,216.0,106.0,220.0,11.0,1.0,203.0,1744.0,374.0,1304.0,574.0,852.0,481.0,429.0,270.0,0.0,5.0,565.0,0.0541871921182266,3.0,18.0,1.0,1806.619246032,1002.0,79.0,79.0,0.0,0.0,1.0,12.0,0.0,197.0,197.0,0.0,0.0,0.0,79.0,197.0,0.0,1.0,1.0,1.0,17.0,1.0,2.0,0.0,0.0,1.0,185.0,0.0,1500.0,276.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.9341736694705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.9341736694705882,0.0,0.0,17.0,17.0,0.0,0.0,1.0,2.0,11.0,0.0,1.0,0.0,38.0,38.0,0.0,0.0,0.0,17.0,38.0,38.0,0.0,1.0,1.0,1.0,10.0,1.0,2.0,0.0,37.0,0.0,1.0,1.0,38.0,0.0,0.285714286,1.0,0.0,0.95,242.619246031,90.0,90.0,266.0,227.0,1564.0,276.0,7.85929648241206,8.0,26.0,8.0,10.0,676.0,18.0,60,204,0,0,370,0,0,82,60,0,4,12.0,40.8,4.4,0.0,0.0,0.0,0.0,12.0,0.0,0.8,4.8,1.0,2.0,1.0,0.1161313176238116,0.0338595200562969,0.1035336431202211,0.0024018184579825,0.1070409176361848,0.0339548266460986,0.092604072863073,0.1035533905932741,0.7558955684733448,0.2118176225669418,0.6314969013957077,0.1464167214892641,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0933456496703865,0.1299103943812282,0.0722524115733797
train-ticket-0.0.2,2,ts-route-plan-service,25.0,2.0,0.0,15.0,139.0,58.0,141.0,5.0,1.0,131.0,1187.0,272.0,875.0,382.0,630.0,363.0,324.0,161.0,0.0,4.0,452.0,0.0381679389312977,3.0,14.0,1.0,1463.745476436,681.0,51.0,51.0,0.0,0.0,0.0,6.0,0.0,129.0,129.0,0.0,0.0,0.0,51.0,129.0,0.0,1.0,1.0,1.0,17.0,1.0,3.0,0.0,0.0,1.0,123.0,0.0,1038.0,153.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.9262820513076924,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.9262820513076924,0.0,0.0,10.0,10.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,21.0,21.0,0.0,0.0,0.0,10.0,21.0,21.0,0.0,1.0,1.0,1.0,10.0,1.0,3.0,0.0,20.0,0.0,1.0,1.0,21.0,0.0,0.75,0.0,0.0,0.95,158.745476436,73.0,73.0,176.0,146.0,1305.0,153.0,9.886363636363637,8.0,26.0,8.0,4.0,676.0,8.0,0,78,0,0,434,0,0,66,0,0,0,0.0,15.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,1.0,1.0,1.0,0.0927165248610521,0.023168252074686,0.0769514649792813,0.0019897315593087,0.0854589623559928,0.0232334652582525,0.0688280529410811,0.0857864376269045,0.6170978753005281,0.1381652622485181,0.4388966796016932,0.2063883649464531,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0507961824414122,0.4043750879825045,0.2249017519044294
train-ticket-0.0.2,2,ts-route-service,10.0,1.0,0.0,9.0,48.0,13.0,49.0,0.0,1.0,39.0,545.0,106.0,424.0,198.0,303.0,162.0,153.0,50.0,0.0,9.0,243.0,0.0,5.0,9.0,2.0,235.530769231,284.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,39.0,39.0,0.0,0.0,0.0,13.0,43.0,0.0,1.0,1.0,1.0,7.0,1.0,5.0,0.0,0.0,1.0,38.0,0.0,445.0,61.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.9523809524285716,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.9523809524285716,0.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,11.0,11.0,0.0,1.0,1.0,1.0,4.0,1.0,5.0,0.0,10.0,0.0,1.0,1.0,11.0,0.0,2.0,1.0,0.0,0.9,74.530769231,17.0,17.0,82.0,55.0,161.0,61.0,3.3541666666666665,4.0,12.0,4.0,3.0,144.0,6.0,0,40,0,0,278,0,0,14,0,0,0,0.0,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,1.0,1.0,1.0,6.104558039928331e-24,6.145037657055399e-19,0.0,0.0,5.6267121369791224e-24,6.162334493582422e-19,0.0,0.0,2.422901688054347e-23,8.74125232847682e-18,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1763412948019174,0.0204915517058743,0.0113968095831134
train-ticket-0.0.2,2,ts-seat-service,26.0,2.0,0.0,12.0,72.0,34.0,74.0,2.0,1.0,68.0,855.0,151.0,635.0,278.0,393.0,231.0,190.0,86.0,0.0,3.0,292.0,0.0294117647058823,3.0,11.0,1.0,600.854166667,395.0,23.0,23.0,0.0,0.0,1.0,3.0,0.0,65.0,65.0,0.0,0.0,0.0,23.0,65.0,0.0,1.0,1.0,1.0,11.0,1.0,2.0,0.0,0.0,1.0,62.0,0.0,722.0,81.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.9166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.9166666667,0.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,5.0,12.0,12.0,0.0,1.0,1.0,1.0,7.0,1.0,2.0,0.0,11.0,0.0,1.0,1.0,12.0,0.0,1.0,1.0,0.0,0.9,85.854166667,33.0,33.0,93.0,73.0,515.0,81.0,7.686567164179104,5.0,17.0,5.0,3.0,289.0,8.0,10,66,0,0,662,2,0,50,10,0,2,2.0,13.2,0.0,0.0,0.0,0.4,0.0,2.0,0.0,0.4,15.6,1.0,4.0,1.0,0.0926378467333005,0.0464390307036718,0.0855016252406739,0.0019897315593088,0.085386442908485,0.0465697456589549,0.0764756121302962,0.0857864376269061,0.592199817393422,0.304588117823211,0.48495061045209,0.023812408771398,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.4167630884958223,0.2624046224157381,0.1459418768439888
train-ticket-0.0.2,2,ts-security-service,15.0,3.0,0.0,12.0,88.0,46.0,91.0,2.0,1.0,77.0,757.0,152.0,580.0,295.0,374.0,236.0,165.0,90.0,0.0,11.0,272.0,0.0259740259740259,5.0,10.0,2.0,403.333333333,352.0,26.0,26.0,0.0,0.0,1.0,3.0,0.0,69.0,69.0,0.0,0.0,0.0,26.0,73.0,0.0,1.0,1.0,1.0,7.0,1.0,5.0,0.0,0.0,1.0,66.0,0.0,578.0,102.0,0.0,0.0,0.0,0.3,0.0,0.922619047625,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.922619047625,0.0,0.0,16.0,16.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,16.0,36.0,36.0,0.0,1.0,1.0,1.0,4.0,1.0,5.0,0.0,35.0,0.0,1.0,1.0,36.0,0.0,1.428571429,0.5,0.0,0.925,101.333333332,36.0,36.0,119.0,84.0,302.0,102.0,3.871794871794872,3.0,14.0,4.0,2.0,196.0,18.0,30,42,0,0,412,0,0,38,30,0,2,4.285714285714286,6.0,1.4285714285714286,0.0,0.0,0.0,0.0,4.285714285714286,0.0,0.2857142857142857,5.714285714285714,1.0,2.0,1.0,6.916958162161678e-21,0.018960482733189,9.772054251935674e-20,0.0,6.375520092928602e-21,0.0190138520351546,8.740463454158237e-20,0.0,2.2113487633426502e-20,0.1229748637781944,1.1586801700771879e-17,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1613632224109365,0.1380273148327522,0.0767668084387366
train-ticket-0.0.2,2,ts-ticketinfo-service,12.0,2.0,0.0,11.0,75.0,32.0,77.0,0.0,1.0,73.0,587.0,131.0,423.0,217.0,276.0,181.0,101.0,80.0,0.0,3.0,189.0,0.0,3.0,10.0,1.0,95.0,276.0,25.0,25.0,0.0,0.0,1.0,1.0,0.0,66.0,66.0,0.0,0.0,0.0,25.0,66.0,0.0,1.0,1.0,1.0,8.0,1.0,2.0,0.0,0.0,1.0,65.0,0.0,451.0,73.0,0.0,0.0,0.0,0.1,0.0,0.962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.962962963,0.0,0.0,8.0,8.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,19.0,19.0,0.0,0.0,0.0,8.0,16.0,19.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,16.0,0.0,1.0,1.0,19.0,0.0,2.0,1.0,0.0,0.9,95.0,0.0,0.0,95.0,71.0,0.0,73.0,0.0,8.0,0.0,8.0,3.0,0.0,6.0,0,8,0,0,144,0,0,46,0,0,0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0,1.0,2.1907170112056912e-16,0.0021548050055152,1.549814748355775e-19,0.0,2.019234466281265e-16,0.0021608702750885,1.3862079373982037e-19,0.0,4.2353277668356303e-16,0.0124857642311821,8.044069190977739e-19,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.2364807553867031,0.0329495352121952,0.0183255804175058
train-ticket-0.0.2,2,ts-train-service,9.0,1.0,0.0,8.0,35.0,7.0,36.0,0.0,1.0,27.0,413.0,76.0,316.0,158.0,208.0,123.0,93.0,37.0,0.0,8.0,163.0,0.0,5.0,8.0,2.0,137.857142857,196.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,27.0,27.0,0.0,0.0,0.0,7.0,30.0,0.0,1.0,1.0,1.0,6.0,1.0,5.0,0.0,0.0,1.0,26.0,0.0,325.0,45.0,0.0,0.0,0.0,0.125,0.0,0.9444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.9444444445,0.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,4.0,8.0,11.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,0.0,8.0,0.0,1.0,1.0,11.0,0.0,2.0,1.0,0.0,0.725,65.857142858,12.0,12.0,71.0,45.0,72.0,45.0,2.057142857142857,5.0,6.0,5.0,2.0,36.0,3.0,0,34,0,0,176,0,0,20,0,0,0,0.0,4.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.571428571428571,1.0,1.0,1.0,1.1692193826053929e-28,2.671225713321644e-18,0.0,0.0,1.0776965093732223e-28,2.678744585795445e-18,0.0,0.0,4.537409807152019e-28,7.355807792999538e-18,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.178201026974255,0.1239418804531192,0.0689328964039492
train-ticket-0.0.2,2,ts-travel-plan-service,25.0,3.0,0.0,17.0,173.0,79.0,176.0,8.0,1.0,161.0,1340.0,316.0,978.0,452.0,677.0,396.0,333.0,183.0,0.0,6.0,481.0,0.0496894409937888,3.0,15.0,1.0,1837.303571429,739.0,61.0,61.0,0.0,0.0,1.0,9.0,0.0,157.0,157.0,0.0,0.0,0.0,61.0,157.0,0.0,1.0,1.0,1.0,17.0,1.0,4.0,0.0,0.0,1.0,148.0,0.0,1145.0,172.0,0.0,0.0,0.0,0.6,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.9285714285714286,0.0,0.0,11.0,11.0,0.0,0.0,1.0,2.0,8.0,0.0,1.0,0.0,23.0,23.0,0.0,0.0,0.0,11.0,22.0,23.0,0.0,1.0,1.0,1.0,9.0,1.0,4.0,0.0,22.0,0.0,1.0,1.0,23.0,0.0,0.666666667,1.0,0.0,0.954545455,213.303571429,76.0,76.0,228.0,170.0,1624.0,172.0,10.08695652173913,8.0,23.0,8.0,3.0,529.0,6.0,0,38,0,0,406,0,0,62,0,0,0,0.0,7.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,1.0,1.0,1.0,0.2239181501960871,0.0248045823588385,0.2149693561000243,0.004803636915965,0.2063905306751788,0.0248744014275124,0.1922760304348501,0.2071067811865471,1.488919098308921,0.1488268014308756,1.2254457504400518,0.509473308456849,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1950613675288399,0.2909787092329623,0.1618339591587653
train-ticket-0.0.2,2,ts-travel-service,28.0,4.0,0.0,23.0,233.0,93.0,237.0,6.0,1.0,213.0,1857.0,410.0,1375.0,629.0,923.0,525.0,470.0,253.0,0.0,17.0,645.0,0.028169014084507,5.0,21.0,2.0,1461.489132706,1050.0,78.0,78.0,0.0,0.0,1.0,7.0,0.0,207.0,207.0,0.0,0.0,0.0,78.0,211.0,0.0,1.0,1.0,1.0,33.0,1.0,11.0,0.0,0.0,2.0,200.0,0.0,1612.0,259.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.963880289,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.963880289,0.0,0.0,11.0,11.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,23.0,23.0,0.0,0.0,0.0,11.0,22.0,23.0,0.0,1.0,1.0,1.0,16.0,1.0,11.0,0.0,22.0,0.0,1.0,1.0,23.0,0.0,1.294117647,1.0,0.0,0.95,296.489132707,77.0,77.0,329.0,246.0,1165.0,259.0,5.247747747747748,8.0,28.0,9.0,6.0,784.0,6.0,30,128,0,0,994,0,104,106,30,0,2,4.285714285714286,18.285714285714285,5.142857142857143,0.0,0.0,0.0,14.857142857142858,4.285714285714286,0.0,0.2857142857142857,6.285714285714286,3.0,3.0,1.0,0.0655092521743297,0.0437346620873092,0.0604587790216757,0.0014069526783281,0.06038139073833,0.0438577648806372,0.0540764239430323,0.060660171779821,0.4284938467117826,0.2794678745394725,0.3437349891850879,0.0680364410648152,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.3419617061667542,0.0863730560247821,0.0480382006572902
train-ticket-0.0.2,2,ts-travel2-service,29.0,4.0,0.0,23.0,231.0,95.0,235.0,6.0,1.0,211.0,1886.0,416.0,1394.0,659.0,932.0,532.0,472.0,252.0,0.0,17.0,656.0,0.0284360189573459,5.0,21.0,2.0,1511.145454545,1051.0,79.0,79.0,0.0,0.0,2.0,7.0,0.0,205.0,205.0,0.0,0.0,0.0,79.0,209.0,0.0,1.0,1.0,1.0,33.0,1.0,11.0,0.0,0.0,2.0,198.0,0.0,1627.0,257.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.963880289,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.963880289,0.0,0.0,11.0,11.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,23.0,23.0,0.0,0.0,0.0,11.0,23.0,23.0,0.0,1.0,1.0,1.0,16.0,1.0,11.0,0.0,22.0,0.0,1.0,1.0,23.0,0.0,1.294117647,1.0,0.0,0.95,293.145454546,76.0,76.0,323.0,244.0,1218.0,257.0,5.536363636363636,8.0,29.0,9.0,6.0,841.0,6.0,0,130,0,0,1636,0,114,112,0,0,0,0.0,18.571428571428573,11.571428571428571,0.0,0.0,0.0,16.285714285714285,0.0,0.0,0.0,10.285714285714286,3.0,1.0,1.0,0.0655092521743297,0.0152320267992775,0.0604587790216757,0.0014069526783281,0.06038139073833,0.0152749013742152,0.0540764239430323,0.060660171779821,0.4284938467117825,0.0958365316897343,0.3437349891850879,0.0680364410648152,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.3352028456288849,0.5275958559784482,0.2934335863741531
train-ticket-0.0.2,2,ts-verification-code-service,5.0,5.0,2.0,5.0,6.0,2.0,11.0,1.0,0.0,7.0,252.0,44.0,204.0,116.0,164.0,101.0,88.0,25.0,0.0,3.0,133.0,0.1428571428571428,2.0,5.0,1.0,44.333333333,146.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,7.0,0.0,190.0,25.0,0.0,0.0,0.0,0.4,0.0,0.8333333334999999,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8333333334999999,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,1.333333333,0.666666667,0.0,0.666666667,40.333333333,2.0,2.0,45.0,17.0,4.0,25.0,0.3636363636363636,7.0,2.0,7.0,3.0,4.0,7.0,30,53,0,0,191,9,0,1,30,0,6,7.5,13.25,5.0,0.0,0.0,2.25,0.0,7.5,0.0,1.5,1.75,1.0,4.0,1.0,3.3403788449847204e-32,8.632984730148837e-18,0.0,0.0,3.078904331197822e-32,8.657284552859642e-18,0.0,0.0,3.323652320990086e-31,9.657443617906493e-18,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.1104729627739851,0.0614418731626143
train-ticket-0.0.3,3,ts-admin-basic-info-service,11.0,1.0,2.0,10.0,106.0,27.0,107.0,0.0,1.0,86.0,1086.0,216.0,686.0,367.0,395.0,263.0,174.0,91.0,0.0,20.0,295.0,0.0,3.0,10.0,1.0,226.0,427.0,29.0,29.0,0.0,0.0,5.0,1.0,0.0,86.0,86.0,0.0,0.0,0.0,29.0,86.0,0.0,1.0,1.0,1.0,17.0,1.0,20.0,0.0,2.0,1.0,85.0,0.0,968.0,114.0,0.0,0.0,0.0,0.1,0.0,0.962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.962962963,0.0,0.0,6.0,6.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,21.0,21.0,0.0,0.0,0.0,6.0,21.0,21.0,0.0,1.0,1.0,1.0,6.0,1.0,20.0,0.0,21.0,1.0,1.0,1.0,21.0,0.0,2.0,0.666666667,0.0,1.0,226.0,0.0,0.0,226.0,108.0,0.0,114.0,0.0,5.0,0.0,5.0,2.0,0.0,8.0,0,10,0,0,0,0,0,20,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.064579909553598e-18,0.022230600373736,5.191230960717469e-21,0.0,1.4871114281994665e-18,0.017560791504417,3.711305001446103e-21,0.0,1.3824275770885182e-17,0.1069417334542898,2.1693099875317193e-18,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0,0.1343870463086525,0.0747421961596835
train-ticket-0.0.3,3,ts-admin-order-service,11.0,3.0,1.0,8.0,30.0,38.0,33.0,0.0,1.0,26.0,593.0,90.0,377.0,202.0,216.0,149.0,90.0,38.0,0.0,6.0,171.0,0.0,3.0,6.0,1.0,47.0,155.0,19.0,19.0,0.0,0.0,1.0,1.0,0.0,16.0,16.0,0.0,0.0,0.0,19.0,16.0,0.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,1.0,1.0,15.0,0.0,367.0,46.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.9333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.9333333334,0.0,0.0,16.0,16.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,16.0,5.0,5.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,5.0,1.0,1.0,1.0,5.0,0.0,2.0,1.0,0.0,1.0,47.0,0.0,0.0,47.0,26.0,0.0,46.0,0.0,4.0,0.0,4.0,2.0,0.0,18.0,0,48,0,0,0,0,0,16,0,0,0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.7662301734034184e-21,0.0193061799202491,1.8610149921083264e-18,0.0,2.7128055960347313e-21,0.015250681251362,1.3304733116754333e-18,0.0,2.210577527176693e-20,0.0978016119380465,1.0760301448002256e-17,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0,0.2066824226124408,0.1149507976994881
train-ticket-0.0.3,3,ts-admin-route-service,9.0,1.0,0.0,7.0,39.0,13.0,40.0,0.0,1.0,36.0,387.0,72.0,256.0,148.0,156.0,120.0,42.0,37.0,0.0,3.0,112.0,0.0,3.0,7.0,1.0,56.0,143.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,13.0,36.0,0.0,1.0,1.0,1.0,6.0,1.0,3.0,0.0,0.0,1.0,35.0,0.0,297.0,39.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.9444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.9444444445,0.0,0.0,6.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,6.0,12.0,13.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,12.0,0.0,1.0,1.0,13.0,0.0,2.0,1.0,0.0,0.916666667,56.0,0.0,0.0,56.0,40.0,0.0,39.0,0.0,3.0,0.0,3.0,2.0,0.0,1.0,0,0,0,0,30,0,0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,1.0,1.0,2.473921001624356e-24,1.0165038072668051e-20,6.5099811745533955e-22,0.0,1.781958730177569e-24,8.0297477903241e-21,4.654103405389772e-22,0.0,1.607164964129784e-23,0.0038918875710854,3.1213935915284695e-19,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0,0.1163426347104992,0.0647064152693313
train-ticket-0.0.3,3,ts-admin-travel-service,15.0,2.0,1.0,12.0,99.0,40.0,101.0,0.0,1.0,93.0,846.0,172.0,574.0,270.0,381.0,234.0,162.0,108.0,0.0,7.0,265.0,0.0,3.0,11.0,1.0,137.0,412.0,34.0,34.0,0.0,0.0,1.0,1.0,0.0,88.0,88.0,0.0,0.0,0.0,34.0,88.0,0.0,1.0,1.0,1.0,10.0,1.0,4.0,0.0,1.0,1.0,87.0,0.0,662.0,106.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.9666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.9666666667,0.0,0.0,9.0,9.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,19.0,19.0,0.0,0.0,0.0,9.0,18.0,19.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,18.0,1.0,1.0,1.0,19.0,0.0,2.0,1.0,0.0,0.944444444,129.0,4.0,4.0,133.0,99.0,8.0,106.0,0.0869565217391304,8.0,2.0,8.0,3.0,4.0,6.0,0,38,0,0,0,0,0,48,0,0,0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1190134563785623,0.0041500476857474,0.07481392554004,0.0174438154049955,0.0857250766953101,0.0032782795299086,0.053485829880355,0.0843997242481489,0.6170978753005282,0.0245774893192325,0.3427637573640846,0.1381928510857383,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0,0.5466078291460437,0.3040074970813756
train-ticket-0.0.3,3,ts-assurance-service,12.0,2.0,2.0,11.0,70.0,17.0,72.0,0.0,1.0,54.0,755.0,124.0,466.0,243.0,308.0,193.0,133.0,71.0,0.0,17.0,224.0,0.0,3.0,10.0,2.0,142.33333333299998,282.0,15.0,15.0,0.0,0.0,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,15.0,53.0,0.0,1.0,1.0,1.0,6.0,1.0,8.0,0.0,2.0,1.0,47.0,0.0,556.0,72.0,0.0,0.0,0.0,0.1,0.0,0.958333333375,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.958333333375,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,11.0,11.0,0.0,1.0,1.0,1.0,5.0,1.0,8.0,0.0,10.0,1.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,0.9,117.333333333,5.0,5.0,119.0,72.0,25.0,72.0,0.4098360655737705,5.0,5.0,5.0,3.0,25.0,3.0,0,54,0,0,10,0,0,10,0,0,0,0.0,7.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,1.0,1.0,1.1938591746825543e-26,5.99094048819818e-19,0.0,0.0,8.59933594294776e-27,4.732470336379765e-19,0.0,0.0,1.529939864029251e-25,1.857898796033628e-18,0.0,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.1234629537148742,0.125295912663203,0.0696859700359136
