MS_system,Version Id,Microservice,SQ reliability remediation effort,Critical violations,Violations,Cognitive complexity,Minor violations,Info violations,Security remediation effort,SQ maintainability remediation effort,Security hotspots,Effort to reach rating A,Duplicated blocks,Reliability remediation effort,Code smells,SQ security remediation effort,Bugs,Major violations,Avg(SQ reliability remediation effort),Avg(Critical violations),Avg(Violations),Avg(Cognitive complexity),Avg(Minor violations),Avg(Info violations),Avg(Security remediation effort),Avg(SQ maintainability remediation effort),Avg(Security hotspots),Avg(Effort to reach rating A),Avg(Duplicated blocks),Avg(Reliability remediation effort),Avg(Code smells),Avg(SQ security remediation effort),Avg(Bugs),Avg(Major violations),Max(Sqale rating),Max(Reliability rating),Max(Security rating),Taylor_JC,Yin_JC,Liu_JC,Huang_JC,Taylor_CC,Yin_CC,Liu_CC,Huang_CC,Taylor_MNC,Yin_MNC,Liu_MNC,Huang_MNC,Taylor_MLC,Yin_MLC,Liu_MLC,Huang_MLC,Taylor_TAC,Taylor_FOM
train-ticket-0.0.1,1,ts-contacts-service,30,4,72,48,24,0,0,556,0,0,42,30,70,0,2,44,5.0,0.6666666666666666,12.0,8.0,4.0,0.0,0.0,92.66666666666667,0.0,0.0,7.0,5.0,11.666666666666666,0.0,0.3333333333333333,7.333333333333333,1.0,2.0,1.0,3.0826021594277e-17,1.6952158402436534e-19,0.0,0.0,5.111937954109467e-17,3.0709938815682956e-19,0.0,0.0,4.700799668191134e-17,6.7449903465692625e-18,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.123462953714874,0.1959923305947481
train-ticket-0.0.1,1,ts-execute-service,30,8,64,88,32,0,0,436,0,0,54,30,62,0,2,24,7.5,2.0,16.0,22.0,8.0,0.0,0.0,109.0,0.0,0.0,13.5,7.5,15.5,0.0,0.5,6.0,1.0,2.0,1.0,2.7625661380583218e-17,0.0083137762640698,2.4232539987100853e-19,0.0,4.5812161159647586e-17,0.0150609470685552,3.6687898319670193e-19,0.0,4.2451464103429746e-17,0.0978016119380465,1.8226320921682802e-17,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0,0.2047563536763039
train-ticket-0.0.1,1,ts-food-map-service,0,16,70,26,6,0,0,502,4,0,12,0,70,0,0,48,0.0,2.6666666666666665,11.666666666666666,4.333333333333333,1.0,0.0,0.0,83.66666666666667,0.6666666666666666,0.0,2.0,0.0,11.666666666666666,0.0,0.0,8.0,1.0,1.0,1.0,2.3461434559544266e-17,2.681914262734115e-20,0.0,0.0,3.890654439983136e-17,4.858462324516407e-20,0.0,0.0,3.5607345576360665e-17,1.8668066121888098e-17,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0330544678983992,0.6094685137181408
train-ticket-0.0.1,1,ts-food-service,0,28,92,100,10,2,0,704,0,0,56,0,92,0,0,52,0.0,5.6,18.4,20.0,2.0,0.4,0.0,140.8,0.0,0.0,11.2,0.0,18.4,0.0,0.0,10.4,1.0,1.0,1.0,0.0253365424536086,0.0137783911940181,0.0189556302638701,0.0,0.0420160715836757,0.0249604528521881,0.0286986934129199,0.0,0.3085489376502641,0.1496440749031015,0.1945628562009002,0.0481090288447297,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.1317555661628081,0.2270124930813448
train-ticket-0.0.1,1,ts-inside-payment-service,130,18,104,134,34,0,0,656,0,0,64,130,92,0,12,52,16.25,2.25,13.0,16.75,4.25,0.0,0.0,82.0,0.0,0.0,8.0,16.25,11.5,0.0,1.5,6.5,1.0,3.0,1.0,1.986071043218943e-18,0.0104038609433945,3.923748922699321e-20,0.0,3.2935394904393346e-18,0.0188472715646992,5.940528792464014e-20,0.0,3.2550512144880205e-18,0.1229748637781944,3.144884638707226e-20,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0243104708848548,0.1873965227008157
train-ticket-0.0.1,1,ts-login-service,4,0,44,38,14,0,0,268,2,0,28,4,42,0,2,30,0.8,0.0,8.8,7.6,2.8,0.0,0.0,53.6,0.4,0.0,5.6,0.8,8.4,0.0,0.4,6.0,1.0,3.0,1.0,2.1955931328360023e-19,0.0,0.0,0.0,3.640993967775008e-19,0.0,0.0,0.0,2.629461155491206e-19,0.0,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0,0.0942548155185513
train-ticket-0.0.1,1,ts-notification-service,0,16,46,8,28,0,0,232,8,0,12,0,46,0,0,2,0.0,3.2,9.2,1.6,5.6,0.0,0.0,46.4,1.6,0.0,2.4,0.0,9.2,0.0,0.0,0.4,1.0,1.0,1.0,1.9167726128770384e-19,8.556740876117971e-19,0.0,0.0,3.178620581704526e-19,1.5501093284349405e-18,0.0,0.0,2.8783541353455915e-19,6.529722639961328e-17,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.1035099017607941,0.1512061557490461
train-ticket-0.0.1,1,ts-order-other-service,90,24,192,234,60,0,0,1716,0,52,170,90,186,0,6,108,15.0,4.0,32.0,39.0,10.0,0.0,0.0,286.0,0.0,8.666666666666666,28.333333333333332,15.0,31.0,0.0,1.0,18.0,2.0,2.0,1.0,5.580102899748872e-20,0.0489324480868596,4.946718506840583e-19,0.0,9.253591065529644e-20,0.0886443160319371,7.489297683676727e-19,0.0,7.667659473353988e-20,0.5653642991176437,5.354100700872119e-19,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.2963533274139554,0.1648354449181268
train-ticket-0.0.1,1,ts-order-service,90,36,218,234,72,0,0,2004,0,83,170,90,212,0,6,110,15.0,6.0,36.333333333333336,39.0,12.0,0.0,0.0,334.0,0.0,13.833333333333334,28.333333333333332,15.0,35.333333333333336,0.0,1.0,18.333333333333332,2.0,2.0,1.0,1.8294495704782895e-20,0.1019066187335522,1.0460977615863614e-19,0.0,3.033811115020266e-20,0.1846104756648987,1.583784792264637e-19,0.0,2.360828718576123e-20,1.2090765096906193,1.0782029329209902e-19,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.3232942389881369,0.2426603006777802
train-ticket-0.0.1,1,ts-payment-service,20,12,44,52,16,0,0,222,6,0,10,20,40,0,4,16,1.6666666666666667,1.0,3.6666666666666665,4.333333333333333,1.3333333333333333,0.0,0.0,18.5,0.5,0.0,0.8333333333333334,1.6666666666666667,3.3333333333333335,0.0,0.3333333333333333,1.3333333333333333,1.0,4.0,1.0,4.897729352908294e-22,1.222870117254364e-21,0.0,0.0,8.121997998189986e-22,2.21530884674903e-21,0.0,0.0,2.355509403718696e-21,1.4767637406508585e-19,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0,0.1531442305436673
train-ticket-0.0.1,1,ts-preserve-other-service,60,16,307,176,161,2,0,2652,2,56,222,60,303,0,4,128,15.0,4.0,76.75,44.0,40.25,0.5,0.0,663.0,0.5,14.0,55.5,15.0,75.75,0.0,1.0,32.0,2.0,2.0,1.0,0.0790911236439367,0.0156592823457058,0.1162060525626359,2.8210907733029666e-49,0.1311583188093485,0.0283678096510123,0.1759351616800241,0.1410414762386438,0.9587064725103522,0.1761015767991547,1.1979531219289818,0.1015453018584203,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.2335459062255529,0.0394784414202157
train-ticket-0.0.1,1,ts-preserve-service,60,16,208,170,64,4,0,1636,2,32,226,60,204,0,4,124,15.0,4.0,52.0,42.5,16.0,1.0,0.0,409.0,0.5,8.0,56.5,15.0,51.0,0.0,1.0,31.0,2.0,2.0,1.0,0.0790911236439367,0.0194386376812322,0.1162060525626357,2.9405436329723168e-49,0.1311583188093485,0.0352143579407016,0.1759351616800237,0.1470135661225035,0.958706472510352,0.2217021585427839,1.1979531219289812,0.1015453018584202,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.240561623775353,0.1136048215412187
train-ticket-0.0.1,1,ts-price-service,0,6,22,28,6,0,0,208,0,0,88,0,22,0,0,10,0.0,1.0,3.6666666666666665,4.666666666666667,1.0,0.0,0.0,34.666666666666664,0.0,0.0,14.666666666666666,0.0,3.6666666666666665,0.0,0.0,1.6666666666666667,1.0,1.0,1.0,1.9337880724701578e-21,2.619687562023938e-23,0.0,0.0,3.2068376428762586e-21,4.7457346041786416e-23,0.0,0.0,4.044537243925067e-21,1.6712321181832114e-21,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0022546282459868,0.2242578644966403
train-ticket-0.0.1,1,ts-rebook-service,60,10,110,194,36,0,0,668,0,0,136,60,106,0,4,64,15.0,2.5,27.5,48.5,9.0,0.0,0.0,167.0,0.0,0.0,34.0,15.0,26.5,0.0,1.0,16.0,1.0,2.0,1.0,0.0735091545178986,0.0217716924103823,0.0997611284767325,3.950912283599523e-49,0.1219016329451698,0.0394408385035272,0.1510376600949869,0.1975273203690081,0.7558955684733448,0.2118176225669418,0.6314969013957077,0.1464167214892641,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0933456496703865,0.1299103943812282
train-ticket-0.0.1,1,ts-register-service,0,0,30,18,10,0,0,174,4,0,26,0,30,0,0,20,0.0,0.0,7.5,4.5,2.5,0.0,0.0,43.5,1.0,0.0,6.5,0.0,7.5,0.0,0.0,5.0,1.0,1.0,1.0,8.290837732886551e-19,0.0005734281840185,1.4779907729570826e-20,0.0,1.374885433998856e-18,0.0010388024951362,2.2376678311280702e-20,0.0,1.2653360209653865e-18,0.0005734281840185,1.4779907729570826e-20,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0002317781598786,0.4058761661223133
train-ticket-0.0.1,1,ts-route-plan-service,0,6,118,78,58,0,0,1042,0,0,76,0,118,0,0,54,0.0,1.5,29.5,19.5,14.5,0.0,0.0,260.5,0.0,0.0,19.0,0.0,29.5,0.0,0.0,13.5,1.0,1.0,1.0,0.0506730849072172,0.0127585766579307,0.0426501682765138,9.664395788608057e-50,0.0840321431673514,0.023112992413045,0.0645720604558369,0.0483175040618739,0.6170978753005281,0.1381652622485181,0.4388966796016932,0.2063883649464531,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0507961824414122,0.4043750879825045
train-ticket-0.0.1,1,ts-route-service,0,8,34,28,20,0,0,294,0,0,30,0,34,0,0,6,0.0,1.3333333333333333,5.666666666666667,4.666666666666667,3.3333333333333335,0.0,0.0,49.0,0.0,0.0,5.0,0.0,5.666666666666667,0.0,0.0,1.0,1.0,1.0,1.0,1.4929665110742398e-23,7.863493748092124e-18,0.0,0.0,2.4758148400154585e-23,1.424523096992213e-17,0.0,0.0,2.422901688054347e-23,8.74125232847682e-18,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.1763412948019174,0.0204915517058743
train-ticket-0.0.1,1,ts-seat-service,10,8,80,52,8,0,0,620,2,0,36,10,78,0,2,64,2.5,2.0,20.0,13.0,2.0,0.0,0.0,155.0,0.5,0.0,9.0,2.5,19.5,0.0,0.5,16.0,1.0,4.0,1.0,0.0506488260439436,0.0254526945529401,0.0473890757051346,2.537450875174123e-49,0.0839919142317061,0.0461092135797122,0.0717467336011249,0.1268607946629735,0.592199817393422,0.304588117823211,0.48495061045209,0.023812408771398,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.4167630884958223,0.2624046224157381
train-ticket-0.0.1,1,ts-security-service,30,2,46,38,14,0,0,402,0,0,40,30,44,0,2,30,5.0,0.3333333333333333,7.666666666666667,6.333333333333333,2.3333333333333335,0.0,0.0,67.0,0.0,0.0,6.666666666666667,5.0,7.333333333333333,0.0,0.3333333333333333,5.0,1.0,2.0,1.0,8.452145825483948e-21,0.0104038609433945,8.656224013530263e-19,0.0,1.4016354626501932e-20,0.0188472715646992,1.31054634227256e-18,0.0,2.2113487633426502e-20,0.1229748637781944,1.158680170077188e-17,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.1613632224109365,0.1380273148327522
train-ticket-0.0.1,1,ts-sso-service,30,10,108,94,16,0,0,924,6,0,62,30,106,0,2,82,5.0,1.6666666666666667,18.0,15.666666666666666,2.6666666666666665,0.0,0.0,154.0,1.0,0.0,10.333333333333334,5.0,17.666666666666668,0.0,0.3333333333333333,13.666666666666666,1.0,2.0,1.0,2.9932507973968937e-25,0.0,0.0,0.0,4.9637648862941075e-25,0.0,0.0,0.0,4.527785411334475e-25,0.0,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.0,0.0356423660964458
train-ticket-0.0.1,1,ts-ticketinfo-service,0,0,20,8,12,0,0,168,0,0,44,0,20,0,0,8,0.0,0.0,5.0,2.0,3.0,0.0,0.0,42.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,1.0,5.273792789814205e-17,0.0011878763008686,7.866998482082487e-19,0.0,8.745631168105457e-17,0.0021519152696823,1.191058141429988e-18,0.0,4.2353277668356303e-16,0.0124857642311821,8.044069190977738e-19,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.2364807553867031,0.0329495352121952
train-ticket-0.0.1,1,ts-train-service,30,0,16,14,0,0,0,70,0,0,22,30,14,0,2,16,5.0,0.0,2.6666666666666665,2.3333333333333335,0.0,0.0,0.0,11.666666666666666,0.0,0.0,3.6666666666666665,5.0,2.3333333333333335,0.0,0.3333333333333333,2.6666666666666665,1.0,3.0,1.0,2.756284578462272e-28,2.0352771449156106e-18,0.0,0.0,4.570799285881175e-28,3.687037078672689e-18,0.0,0.0,4.537409807152019e-28,7.355807792999538e-18,0.0,0.0,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.178201026974255,0.1239418804531192
train-ticket-0.0.1,1,ts-travel-plan-service,0,6,88,40,52,0,0,682,0,0,70,0,88,0,0,30,0.0,1.5,22.0,10.0,13.0,0.0,0.0,170.5,0.0,0.0,17.5,0.0,22.0,0.0,0.0,7.5,1.0,1.0,1.0,0.1223671736690913,0.0136531727070417,0.1191462575813305,4.634288263419069e-49,0.2029238179513459,0.0247336114092079,0.1803866117889384,0.2316929551411677,1.488919098308921,0.1488268014308756,1.2254457504400518,0.509473308456849,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.1950613675288399,0.2909787092329623
train-ticket-0.0.1,1,ts-travel-service,30,18,162,136,86,0,0,1480,0,104,124,30,160,0,2,58,5.0,3.0,27.0,22.666666666666668,14.333333333333334,0.0,0.0,246.66666666666666,0.0,17.333333333333332,20.666666666666668,5.0,26.666666666666668,0.0,0.3333333333333333,9.666666666666666,3.0,3.0,1.0,0.0358150736187819,0.0239587397272689,0.0335091367856464,2.329690840293911e-50,0.0593928196673509,0.0434028171315076,0.0507326018579201,0.0116473754905089,0.4284938467117826,0.2794678745394725,0.3437349891850879,0.0680364410648152,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.3419617061667542,0.0863730560247821
train-ticket-0.0.1,1,ts-travel2-service,30,18,221,120,145,0,0,2092,0,114,126,30,219,0,2,58,5.0,3.0,36.833333333333336,20.0,24.166666666666668,0.0,0.0,348.6666666666667,0.0,19.0,21.0,5.0,36.5,0.0,0.3333333333333333,9.666666666666666,3.0,3.0,1.0,0.0358150736187819,0.0083630554865636,0.0335091367856463,1.417656379431393e-49,0.0593928196673509,0.0151502195890062,0.05073260185792,0.0708762548324642,0.4284938467117825,0.0958365316897343,0.3437349891850879,0.0680364410648152,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.3352028456288849,0.5275958559784482
train-ticket-0.0.2,2,ts-admin-basic-info-service,30,12,130,8,6,0,0,882,0,0,18,30,128,0,2,112,6.0,2.4,26.0,1.6,1.2,0.0,0.0,176.4,0.0,0.0,3.6,6.0,25.6,0.0,0.4,22.4,1.0,2.0,1.0,4.393630071974964e-18,0.0175992222129305,1.6712858227306813e-19,0.0,4.0497103131266535e-18,0.017648759886515,1.494855869443904e-19,0.0,1.3824275770885182e-17,0.1069417334542898,2.1693099875317193e-18,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.1343870463086525
train-ticket-0.0.2,2,ts-admin-order-service,30,0,26,46,4,0,0,222,0,0,16,30,24,0,2,22,6.0,0.0,5.2,9.2,0.8,0.0,0.0,44.4,0.0,0.0,3.2,6.0,4.8,0.0,0.4,4.4,1.0,2.0,1.0,6.915406840420722e-21,0.0151492029814919,1.238300305807203e-19,0.0,6.3740902038504564e-21,0.0151918444268514,1.1075786410044655e-19,0.0,2.210577527176693e-20,0.0978016119380465,1.0760301448002256e-17,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.2066824226124408
train-ticket-0.0.2,2,ts-admin-route-service,0,0,12,0,4,0,0,48,0,0,12,0,12,0,0,8,0.0,0.0,2.4,0.0,0.8,0.0,0.0,9.6,0.0,0.0,2.4,0.0,2.4,0.0,0.0,1.6,1.0,1.0,1.0,4.7797022069466484e-24,3.386952255664719e-20,3.792749915291095e-23,0.0,4.4055619166966496e-24,3.396485730113618e-20,3.392366760427783e-23,0.0,1.607164964129784e-23,0.0038918875710854,3.1213935915284695e-19,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.1163426347104992
train-ticket-0.0.2,2,ts-admin-travel-service,0,2,40,38,8,0,0,306,0,0,44,0,40,0,0,30,0.0,0.4,8.0,7.6,1.6,0.0,0.0,61.2,0.0,0.0,8.8,0.0,8.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0927165248610521,0.0032500589454041,0.0598511381900196,0.0019897315593087,0.0854589623559928,0.0032592070973633,0.0535329289576977,0.0857864376269045,0.6170978753005282,0.0245774893192325,0.3427637573640846,0.1381928510857383,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.5466078291460437
train-ticket-0.0.2,2,ts-admin-user-service,0,0,36,12,0,0,0,190,2,8,14,0,36,0,0,36,0.0,0.0,6.0,2.0,0.0,0.0,0.0,31.666666666666668,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.0,6.0,0.0,0.0,6.0,2.0,1.0,1.0,3.475461786848463e-26,1.5290966714510336e-18,1.0257319842755884e-16,0.0,3.203413398604853e-26,1.5334007191454745e-18,9.174501789678568e-17,0.0,1.5367379459185107e-25,2.4942341302387813e-18,1.4526281467007074e-16,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.1066796369961783
train-ticket-0.0.2,2,ts-assurance-service,0,4,58,54,12,0,0,508,0,0,12,0,58,0,0,42,0.0,0.5714285714285714,8.285714285714286,7.714285714285714,1.7142857142857142,0.0,0.0,72.57142857142857,0.0,0.0,1.7142857142857142,0.0,8.285714285714286,0.0,0.0,6.0,1.0,1.0,1.0,3.4601585487628004e-26,6.036192296478868e-19,0.0,0.0,3.189308050615944e-26,6.053182758901503e-19,0.0,0.0,1.529939864029251e-25,1.857898796033628e-18,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1234629537148742,0.125295912663203
train-ticket-0.0.2,2,ts-auth-service,0,0,29,34,2,0,0,139,0,0,2,0,29,0,0,27,0.0,0.0,2.0714285714285716,2.4285714285714284,0.14285714285714285,0.0,0.0,9.928571428571429,0.0,0.0,0.14285714285714285,0.0,2.0714285714285716,0.0,0.0,1.9285714285714286,1.0,1.0,1.0,1.463999573086908e-32,9.859124824524068e-19,1.660093253785865e-22,0.0,1.3494022192173422e-32,9.886875943379055e-19,1.4848448484959865e-22,0.0,3.6956994195379884e-32,1.0640866903786634e-17,7.33514539664328e-19,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,-5.551115123125783e-17,0.167078367013721
