MS_system,Version Id,Microservice,SQ reliability remediation effort,Critical violations,Violations,Cognitive complexity,Minor violations,Info violations,Security remediation effort,SQ maintainability remediation effort,Security hotspots,Effort to reach rating A,Duplicated blocks,Reliability remediation effort,Code smells,SQ security remediation effort,Bugs,Major violations,Avg(SQ reliability remediation effort),Avg(Critical violations),Avg(Violations),Avg(Cognitive complexity),Avg(Minor violations),Avg(Info violations),Avg(Security remediation effort),Avg(SQ maintainability remediation effort),Avg(Security hotspots),Avg(Effort to reach rating A),Avg(Duplicated blocks),Avg(Reliability remediation effort),Avg(Code smells),Avg(SQ security remediation effort),Avg(Bugs),Avg(Major violations),Max(Sqale rating),Max(Reliability rating),Max(Security rating),Taylor_JC,Yin_JC,Liu_JC,Huang_JC,Taylor_CC,Yin_CC,Liu_CC,Huang_CC,Taylor_MNC,Yin_MNC,Liu_MNC,Huang_MNC,Taylor_MLC,Yin_MLC,Liu_MLC,Huang_MLC,Taylor_TAC,Taylor_FOM
train-ticket-0.0.2,2,ts-cancel-service,30,8,124,168,24,2,0,1070,4,32,66,30,122,0,2,90,6.0,1.6,24.8,33.6,4.8,0.4,0.0,214.0,0.8,6.4,13.2,6.0,24.4,0.0,0.4,18.0,2.0,2.0,1.0,6.793907330756062e-19,0.0161942453211543,4.324155853177339e-20,0.0,6.262101299625838e-19,0.016239828315048,3.867674618905682e-20,0.0,3.816928828368664e-18,0.1045796007250868,4.357285867667647e-19,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,-5.551115123125783e-17,0.1502945835038353
train-ticket-0.0.2,2,ts-common,0,2,15,24,7,0,0,100,2,1,2,0,15,0,0,6,0.0,0.4,3.0,4.8,1.4,0.0,0.0,20.0,0.4,0.2,0.4,0.0,3.0,0.0,0.0,1.2,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
train-ticket-0.0.2,2,ts-config-service,0,3,11,22,0,0,0,64,0,0,6,0,11,0,0,8,0.0,0.5,1.8333333333333333,3.6666666666666665,0.0,0.0,0.0,10.666666666666666,0.0,0.0,1.0,0.0,1.8333333333333333,0.0,0.0,1.3333333333333333,1.0,1.0,1.0,4.56045586163376e-18,8.895423468887516e-19,0.0,0.0,4.20347749648286e-18,8.920461994957953e-19,0.0,0.0,1.9025624164297166e-17,1.499525791336966e-16,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1085298137005532,0.7910221648219677
train-ticket-0.0.2,2,ts-consign-price-service,0,4,9,14,0,0,0,80,0,0,4,0,9,0,0,5,0.0,0.5714285714285714,1.2857142857142858,2.0,0.0,0.0,0.0,11.428571428571429,0.0,0.0,0.5714285714285714,0.0,1.2857142857142858,0.0,0.0,0.7142857142857143,1.0,1.0,1.0,6.246936405203929e-18,1.6891663894442742e-18,0.0,0.0,5.7579455646408e-18,1.6939209957682262e-18,0.0,0.0,3.572672655037433e-17,5.830007735025076e-17,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0344900572316069,0.1846327919141029
train-ticket-0.0.2,2,ts-consign-service,0,4,54,26,0,0,0,310,0,0,14,0,54,0,0,50,0.0,0.6666666666666666,9.0,4.333333333333333,0.0,0.0,0.0,51.666666666666664,0.0,0.0,2.3333333333333335,0.0,9.0,0.0,0.0,8.333333333333334,1.0,1.0,1.0,1.4366957554369538e-17,3.839565495831073e-18,1.6669843798355272e-21,0.0,1.3242356598772553e-17,3.850372970157929e-18,1.4910085100805648e-21,0.0,6.020350417383006e-17,2.2128022027067417e-17,1.0392896242360032e-17,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1324445540273623,0.2133151229026982
train-ticket-0.0.2,2,ts-contacts-service,30,2,42,46,6,0,0,354,0,0,14,30,40,0,2,34,4.285714285714286,0.2857142857142857,6.0,6.571428571428571,0.8571428571428571,0.0,0.0,50.57142857142857,0.0,0.0,2.0,4.285714285714286,5.714285714285714,0.0,0.2857142857142857,4.857142857142857,1.0,2.0,1.0,1.0622655059025822e-17,1.0252251494966352e-18,0.0,0.0,9.791146509971588e-18,1.0281109172988678e-18,0.0,0.0,4.700799668191134e-17,6.7449903465692625e-18,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.123462953714874,0.1959923305947481
train-ticket-0.0.2,2,ts-execute-service,30,6,40,92,16,0,0,280,0,0,40,30,38,0,2,18,6.0,1.2,8.0,18.4,3.2,0.0,0.0,56.0,0.0,0.0,8.0,6.0,7.6,0.0,0.4,3.6,1.0,2.0,1.0,9.734446946179296e-18,0.0151492029814919,2.265965408585374e-20,0.0,8.97246457820384e-18,0.0151918444268514,2.0267578680505233e-20,0.0,4.2451464103429746e-17,0.0978016119380465,1.8226320921682802e-17,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.2047563536763039
train-ticket-0.0.2,2,ts-food-map-service,0,10,66,52,6,0,0,492,4,0,8,0,66,0,0,50,0.0,1.4285714285714286,9.428571428571429,7.428571428571429,0.8571428571428571,0.0,0.0,70.28571428571429,0.5714285714285714,0.0,1.1428571428571428,0.0,9.428571428571429,0.0,0.0,7.142857142857143,1.0,1.0,1.0,7.973181420100936e-18,4.86586879215509e-19,0.0,0.0,7.349065464425508e-18,4.879565069014064e-19,0.0,0.0,3.5607345576360665e-17,1.8668066121888098e-17,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0330544678983992,0.6094685137181408
train-ticket-0.0.2,2,ts-food-service,0,18,76,100,12,0,0,634,0,0,12,0,76,0,0,46,0.0,3.0,12.666666666666666,16.666666666666668,2.0,0.0,0.0,105.66666666666667,0.0,0.0,2.0,0.0,12.666666666666666,0.0,0.0,7.666666666666667,1.0,1.0,1.0,0.0463582624305261,0.0250170377526817,0.0342006498063036,0.0009948657796543,0.0427294811779964,0.0250874548333486,0.0305902445927628,0.0428932188134522,0.3085489376502641,0.1496440749031015,0.1945628562009002,0.0481090288447297,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1317555661628081,0.2270124930813448
train-ticket-0.0.2,2,ts-inside-payment-service,130,10,82,140,27,0,0,543,0,0,45,130,70,0,12,45,16.25,1.25,10.25,17.5,3.375,0.0,0.0,67.875,0.0,0.0,5.625,16.25,8.75,0.0,1.5,5.625,1.0,3.0,1.0,8.313458167543523e-19,0.018960482733189,6.446009714386901e-21,0.0,7.66270640161438e-19,0.0190138520351546,5.7655341324560786e-21,0.0,3.2550512144880205e-18,0.1229748637781944,3.144884638707226e-20,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0243104708848548,0.1873965227008157
train-ticket-0.0.2,2,ts-notification-service,0,16,42,8,24,0,0,228,8,0,16,0,42,0,0,2,0.0,3.2,8.4,1.6,4.8,0.0,0.0,45.6,1.6,0.0,3.2,0.0,8.4,0.0,0.0,0.4,1.0,1.0,1.0,6.312300426245193e-20,5.174907959117529e-18,0.0,0.0,5.818193092489509e-20,5.189474108587498e-18,0.0,0.0,2.8783541353455915e-19,6.529722639961328e-17,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1035099017607941,0.1512061557490461
train-ticket-0.0.2,2,ts-order-other-service,30,18,130,214,10,0,0,1242,0,0,76,30,128,0,2,102,4.285714285714286,2.5714285714285716,18.571428571428573,30.571428571428573,1.4285714285714286,0.0,0.0,177.42857142857142,0.0,0.0,10.857142857142858,4.285714285714286,18.285714285714285,0.0,0.2857142857142857,14.571428571428571,1.0,2.0,1.0,1.3703764122541324e-20,0.088975284210435,3.817257287407127e-20,0.0,1.2631075895464427e-20,0.0892257287205946,3.414287002048955e-20,0.0,7.667659473353988e-20,0.5653642991176437,5.354100700872119e-19,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.2963533274139554,0.1648354449181268
train-ticket-0.0.2,2,ts-order-service,30,26,158,216,26,0,0,1530,0,40,84,30,156,0,2,106,4.285714285714286,3.7142857142857144,22.571428571428573,30.857142857142858,3.7142857142857144,0.0,0.0,218.57142857142858,0.0,5.714285714285714,12.0,4.285714285714286,22.285714285714285,0.0,0.2857142857142857,15.142857142857142,2.0,2.0,1.0,3.488235397140517e-21,0.1858807581246076,3.008028454785008e-21,0.0,3.2151871302318167e-21,0.18640396876484,2.6904847333311245e-21,0.0,2.360828718576123e-20,1.2090765096906193,1.0782029329209902e-19,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.3232942389881369,0.2426603006777802
train-ticket-0.0.2,2,ts-payment-service,0,2,10,14,0,0,0,70,0,0,8,0,10,0,0,8,0.0,0.2857142857142857,1.4285714285714286,2.0,0.0,0.0,0.0,10.0,0.0,0.0,1.1428571428571428,0.0,1.4285714285714286,0.0,0.0,1.1428571428571428,1.0,1.0,1.0,1.8677851541084607e-21,2.218685967366601e-20,0.0,0.0,1.721580715123299e-21,2.2249310468313752e-20,0.0,0.0,2.355509403718696e-21,1.4767637406508585e-19,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.1531442305436673
train-ticket-0.0.2,2,ts-preserve-other-service,60,6,265,130,103,2,0,2178,2,27,174,60,261,0,4,154,12.0,1.2,53.0,26.0,20.6,0.4,0.0,435.6,0.4,5.4,34.8,12.0,52.2,0.0,0.8,30.8,2.0,2.0,1.0,0.1447137011852083,0.028445045162963,0.2110496448875078,0.0031052947971465,0.1333859607067543,0.0285251112786886,0.1887701050970872,0.1338834764831845,0.9587064725103522,0.1761015767991547,1.1979531219289818,0.1015453018584203,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.2335459062255529,0.0394784414202157
train-ticket-0.0.2,2,ts-preserve-service,60,6,176,130,44,2,0,1428,2,0,174,60,172,0,4,124,12.0,1.2,35.2,26.0,8.8,0.4,0.0,285.6,0.4,0.0,34.8,12.0,34.4,0.0,0.8,24.8,1.0,2.0,1.0,0.1447137011852083,0.0353571468060241,0.211049644887507,0.0031052947971465,0.1333859607067543,0.035456668863088,0.1887701050970865,0.1338834764831845,0.958706472510352,0.2217021585427839,1.1979531219289812,0.1015453018584202,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.240561623775353,0.1136048215412187
train-ticket-0.0.2,2,ts-price-service,0,10,20,28,2,0,0,164,0,0,76,0,20,0,0,8,0.0,1.4285714285714286,2.857142857142857,4.0,0.2857142857142857,0.0,0.0,23.428571428571427,0.0,0.0,10.857142857142858,0.0,2.857142857142857,0.0,0.0,1.1428571428571428,1.0,1.0,1.0,1.3856009691687104e-21,2.376484612244661e-22,0.0,0.0,1.2771404152827333e-21,2.3831738578019743e-22,0.0,0.0,4.044537243925067e-21,1.6712321181832114e-21,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0022546282459868,0.2242578644966403
train-ticket-0.0.2,2,ts-rebook-service,60,8,54,204,22,0,0,370,0,0,82,60,50,0,4,24,12.0,1.6,10.8,40.8,4.4,0.0,0.0,74.0,0.0,0.0,16.4,12.0,10.0,0.0,0.8,4.8,1.0,2.0,1.0,0.1161313176238116,0.0338595200562969,0.1035336431202211,0.0024018184579825,0.1070409176361848,0.0339548266460986,0.092604072863073,0.1035533905932741,0.7558955684733448,0.2118176225669418,0.6314969013957077,0.1464167214892641,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0933456496703865,0.1299103943812282
train-ticket-0.0.2,2,ts-route-plan-service,0,4,48,78,6,0,0,434,0,0,66,0,48,0,0,38,0.0,0.8,9.6,15.6,1.2,0.0,0.0,86.8,0.0,0.0,13.2,0.0,9.6,0.0,0.0,7.6,1.0,1.0,1.0,0.0927165248610521,0.023168252074686,0.0769514649792813,0.0019897315593087,0.0854589623559928,0.0232334652582525,0.0688280529410811,0.0857864376269045,0.6170978753005281,0.1381652622485181,0.4388966796016932,0.2063883649464531,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0507961824414122,0.4043750879825045
train-ticket-0.0.2,2,ts-route-service,0,8,28,40,0,0,0,278,0,0,14,0,28,0,0,20,0.0,1.1428571428571428,4.0,5.714285714285714,0.0,0.0,0.0,39.714285714285715,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.857142857142857,1.0,1.0,1.0,6.104558039928331e-24,6.145037657055399e-19,0.0,0.0,5.6267121369791224e-24,6.162334493582422e-19,0.0,0.0,2.422901688054347e-23,8.74125232847682e-18,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1763412948019174,0.0204915517058743
train-ticket-0.0.2,2,ts-seat-service,10,8,86,66,0,0,0,662,2,0,50,10,84,0,2,78,2.0,1.6,17.2,13.2,0.0,0.0,0.0,132.4,0.4,0.0,10.0,2.0,16.8,0.0,0.4,15.6,1.0,4.0,1.0,0.0926378467333005,0.0464390307036718,0.0855016252406739,0.0019897315593088,0.085386442908485,0.0465697456589549,0.0764756121302962,0.0857864376269061,0.592199817393422,0.304588117823211,0.48495061045209,0.023812408771398,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.4167630884958223,0.2624046224157381
train-ticket-0.0.2,2,ts-security-service,30,2,52,42,10,0,0,412,0,0,38,30,50,0,2,40,4.285714285714286,0.2857142857142857,7.428571428571429,6.0,1.4285714285714286,0.0,0.0,58.857142857142854,0.0,0.0,5.428571428571429,4.285714285714286,7.142857142857143,0.0,0.2857142857142857,5.714285714285714,1.0,2.0,1.0,6.916958162161678e-21,0.018960482733189,9.772054251935674e-20,0.0,6.375520092928602e-21,0.0190138520351546,8.740463454158237e-20,0.0,2.2113487633426502e-20,0.1229748637781944,1.158680170077188e-17,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1613632224109365,0.1380273148327522
train-ticket-0.0.2,2,ts-ticketinfo-service,0,0,14,8,10,0,0,144,0,0,46,0,14,0,0,4,0.0,0.0,2.8,1.6,2.0,0.0,0.0,28.8,0.0,0.0,9.2,0.0,2.8,0.0,0.0,0.8,1.0,1.0,1.0,2.1907170112056912e-16,0.0021548050055152,1.549814748355775e-19,0.0,2.019234466281265e-16,0.0021608702750885,1.3862079373982037e-19,0.0,4.2353277668356303e-16,0.0124857642311821,8.044069190977738e-19,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.2364807553867031,0.0329495352121952
train-ticket-0.0.2,2,ts-train-service,0,2,34,34,0,0,0,176,0,0,20,0,34,0,0,32,0.0,0.2857142857142857,4.857142857142857,4.857142857142857,0.0,0.0,0.0,25.142857142857142,0.0,0.0,2.857142857142857,0.0,4.857142857142857,0.0,0.0,4.571428571428571,1.0,1.0,1.0,1.169219382605393e-28,2.671225713321644e-18,0.0,0.0,1.0776965093732223e-28,2.678744585795445e-18,0.0,0.0,4.537409807152019e-28,7.355807792999538e-18,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.178201026974255,0.1239418804531192
train-ticket-0.0.2,2,ts-travel-plan-service,0,6,54,38,10,0,0,406,0,0,62,0,54,0,0,38,0.0,1.2,10.8,7.6,2.0,0.0,0.0,81.2,0.0,0.0,12.4,0.0,10.8,0.0,0.0,7.6,1.0,1.0,1.0,0.2239181501960871,0.0248045823588385,0.2149693561000243,0.004803636915965,0.2063905306751788,0.0248744014275124,0.1922760304348501,0.2071067811865471,1.488919098308921,0.1488268014308756,1.2254457504400518,0.509473308456849,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1950613675288399,0.2909787092329623
train-ticket-0.0.2,2,ts-travel-service,30,16,96,128,36,0,0,994,0,104,106,30,94,0,2,44,4.285714285714286,2.2857142857142856,13.714285714285714,18.285714285714285,5.142857142857143,0.0,0.0,142.0,0.0,14.857142857142858,15.142857142857142,4.285714285714286,13.428571428571429,0.0,0.2857142857142857,6.285714285714286,3.0,3.0,1.0,0.0655092521743297,0.0437346620873092,0.0604587790216757,0.0014069526783281,0.06038139073833,0.0438577648806372,0.0540764239430323,0.060660171779821,0.4284938467117826,0.2794678745394725,0.3437349891850879,0.0680364410648152,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.3419617061667542,0.0863730560247821
train-ticket-0.0.2,2,ts-travel2-service,0,20,173,130,81,0,0,1636,0,114,112,0,173,0,0,72,0.0,2.857142857142857,24.714285714285715,18.571428571428573,11.571428571428571,0.0,0.0,233.71428571428572,0.0,16.285714285714285,16.0,0.0,24.714285714285715,0.0,0.0,10.285714285714286,3.0,1.0,1.0,0.0655092521743297,0.0152320267992775,0.0604587790216757,0.0014069526783281,0.06038139073833,0.0152749013742152,0.0540764239430323,0.060660171779821,0.4284938467117825,0.0958365316897343,0.3437349891850879,0.0680364410648152,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.3352028456288849,0.5275958559784482
train-ticket-0.0.2,2,ts-user-service,0,0,37,41,3,0,0,173,0,7,15,0,37,0,0,34,0.0,0.0,4.111111111111111,4.555555555555555,0.3333333333333333,0.0,0.0,19.22222222222222,0.0,0.7777777777777778,1.6666666666666667,0.0,4.111111111111111,0.0,0.0,3.7777777777777777,2.0,1.0,1.0,3.807136614011284e-30,4.803661398757692e-17,7.754588557468486e-23,0.0,3.5091257472009196e-30,4.817182576426975e-17,6.935972328966672e-23,0.0,1.6798172134553618e-29,6.870740452172248e-17,1.3637444866874945e-19,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,-1.7595728649201893e-17,0.106182688446038
train-ticket-0.0.2,2,ts-verification-code-service,30,9,36,53,20,0,0,191,9,0,1,30,30,0,6,7,7.5,2.25,9.0,13.25,5.0,0.0,0.0,47.75,2.25,0.0,0.25,7.5,7.5,0.0,1.5,1.75,1.0,4.0,1.0,3.3403788449847204e-32,8.632984730148837e-18,0.0,0.0,3.078904331197822e-32,8.657284552859642e-18,0.0,0.0,3.323652320990086e-31,9.657443617906493e-18,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.1104729627739851
train-ticket-0.0.3,3,ts-admin-basic-info-service,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.064579909553598e-18,0.022230600373736,5.1912309607174685e-21,0.0,1.4871114281994663e-18,0.017560791504417,3.711305001446103e-21,0.0,1.3824275770885182e-17,0.1069417334542898,2.1693099875317193e-18,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0,0.1343870463086525
train-ticket-0.0.3,3,ts-admin-order-service,0,0,0,48,0,0,0,0,0,0,16,0,0,0,0,0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.7662301734034184e-21,0.0193061799202491,1.8610149921083264e-18,0.0,2.7128055960347313e-21,0.015250681251362,1.3304733116754333e-18,0.0,2.210577527176693e-20,0.0978016119380465,1.0760301448002256e-17,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0,0.2066824226124408
train-ticket-0.0.3,3,ts-admin-route-service,0,0,6,0,0,0,0,30,0,0,12,0,6,0,0,6,0.0,0.0,1.2,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.4,0.0,1.2,0.0,0.0,1.2,1.0,1.0,1.0,2.473921001624356e-24,1.0165038072668051e-20,6.5099811745533955e-22,0.0,1.781958730177569e-24,8.0297477903241e-21,4.654103405389772e-22,0.0,1.607164964129784e-23,0.0038918875710854,3.1213935915284695e-19,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0,0.1163426347104992
train-ticket-0.0.3,3,ts-admin-travel-service,0,0,0,38,0,0,0,0,0,0,48,0,0,0,0,0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1190134563785623,0.0041500476857474,0.07481392554004,0.0174438154049955,0.0857250766953101,0.0032782795299086,0.053485829880355,0.0843997242481489,0.6170978753005282,0.0245774893192325,0.3427637573640846,0.1381928510857383,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0,0.5466078291460437
train-ticket-0.0.3,3,ts-admin-user-service,0,0,34,12,0,0,0,170,0,8,14,0,34,0,0,34,0.0,0.0,5.666666666666667,2.0,0.0,0.0,0.0,28.333333333333332,0.0,1.3333333333333333,2.3333333333333335,0.0,5.666666666666667,0.0,0.0,5.666666666666667,2.0,1.0,1.0,1.1990876281235603e-26,3.4079171146937925e-19,4.5341791405454137e-17,0.0,8.636996354288342e-27,2.6920425408832386e-19,3.2415667592322e-17,0.0,1.5367379459185107e-25,2.4942341302387813e-18,1.4526281467007074e-16,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0,0.1066796369961783
train-ticket-0.0.3,3,ts-assurance-service,0,0,2,54,0,0,0,10,0,0,10,0,2,0,0,2,0.0,0.0,0.2857142857142857,7.714285714285714,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,1.4285714285714286,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,1.0,1.0,1.0,1.1938591746825543e-26,5.990940488198179e-19,0.0,0.0,8.59933594294776e-27,4.732470336379765e-19,0.0,0.0,1.529939864029251e-25,1.857898796033628e-18,0.0,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.1234629537148742,0.125295912663203
train-ticket-0.0.3,3,ts-auth-service,0,0,25,37,0,0,0,125,0,0,2,0,25,0,0,25,0.0,0.0,1.7857142857142858,2.642857142857143,0.0,0.0,0.0,8.928571428571429,0.0,0.0,0.14285714285714285,0.0,1.7857142857142858,0.0,0.0,1.7857142857142858,1.0,1.0,1.0,9.563764747288615e-33,1.1361147399215446e-17,2.6337830124639573e-21,0.0,6.888754359417956e-33,8.974599757741184e-18,1.8829391604511306e-21,0.0,3.6956994195379884e-32,1.0640866903786634e-17,7.33514539664328e-19,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,-5.551115123125783e-17,0.167078367013721
train-ticket-0.0.3,3,ts-cancel-service,0,4,38,166,0,0,0,254,0,0,48,0,38,0,0,34,0.0,0.8,7.6,33.2,0.0,0.0,0.0,50.8,0.0,0.0,9.6,0.0,7.6,0.0,0.0,6.8,1.0,1.0,1.0,1.1167859074444877e-19,0.0206383916120791,7.167834271844864e-21,0.0,8.044179245025698e-20,0.0163030456214945,5.124414495123527e-21,0.0,3.816928828368664e-18,0.1045796007250868,4.357285867667647e-19,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,-5.551115123125783e-17,0.1502945835038353
train-ticket-0.0.3,3,ts-common,0,4,8,24,2,0,0,94,0,0,2,0,8,0,0,2,0.0,0.8,1.6,4.8,0.4,0.0,0.0,18.8,0.0,0.0,0.4,0.0,1.6,0.0,0.0,0.4,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
train-ticket-0.0.3,3,ts-config-service,0,0,0,22,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.573494969787738e-18,9.895624504251074e-18,0.0,0.0,1.1333842497245185e-18,7.81692782937419e-18,0.0,0.0,1.9025624164297166e-17,1.499525791336966e-16,0.0,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.1085298137005532,0.7910221648219677
train-ticket-0.0.3,3,ts-consign-price-service,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.1553816785874658e-18,2.599246084112779e-17,0.0,0.0,1.5525157013913864e-18,2.0532427277899018e-17,0.0,0.0,3.572672655037433e-17,5.830007735025076e-17,0.0,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0344900572316069,0.1846327919141029
train-ticket-0.0.3,3,ts-consign-service,0,0,40,22,0,0,0,200,0,0,16,0,40,0,0,40,0.0,0.0,6.666666666666667,3.6666666666666665,0.0,0.0,0.0,33.333333333333336,0.0,0.0,2.6666666666666665,0.0,6.666666666666667,0.0,0.0,6.666666666666667,1.0,1.0,1.0,5.801049925613053e-18,1.3631187651454625e-17,2.6477834886513322e-20,0.0,4.1784808619009166e-18,1.0767790355656965e-17,1.8929483543571656e-20,0.0,6.020350417383006e-17,2.2128022027067417e-17,1.0392896242360032e-17,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.1324445540273623,0.2133151229026982
train-ticket-0.0.3,3,ts-contacts-service,0,0,14,42,0,0,0,70,0,0,14,0,14,0,0,14,0.0,0.0,2.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,3.665136733760518e-18,4.273123808061565e-18,0.0,0.0,2.6399882598234847e-18,3.375502010939113e-18,0.0,0.0,4.700799668191134e-17,6.7449903465692625e-18,0.0,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.123462953714874,0.1959923305947481
train-ticket-0.0.3,3,ts-execute-service,0,4,4,94,0,0,0,32,0,0,32,0,4,0,0,0,0.0,0.8,0.8,18.8,0.0,0.0,0.0,6.4,0.0,0.0,6.4,0.0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,3.357297910433125e-18,0.0193061799202491,1.311374644498552e-20,0.0,2.4182527725724117e-18,0.015250681251362,9.375254758891395e-21,0.0,4.2451464103429746e-17,0.0978016119380465,1.8226320921682802e-17,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0,0.2047563536763039
train-ticket-0.0.3,3,ts-food-map-service,0,0,12,52,0,0,0,60,0,0,10,0,12,0,0,12,0.0,0.0,1.7142857142857142,7.428571428571429,0.0,0.0,0.0,8.571428571428571,0.0,0.0,1.4285714285714286,0.0,1.7142857142857142,0.0,0.0,1.7142857142857142,1.0,1.0,1.0,2.750988330635744e-18,1.7640228789617233e-17,0.0,0.0,1.9815295917591026e-18,1.3934683483882128e-17,0.0,0.0,3.5607345576360665e-17,1.8668066121888098e-17,0.0,0.0,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.0330544678983992,0.6094685137181408
train-ticket-0.0.3,3,ts-food-service,0,2,24,100,0,2,0,150,0,0,14,0,24,0,0,20,0.0,0.3333333333333333,4.0,16.666666666666668,0.0,0.3333333333333333,0.0,25.0,0.0,0.0,2.3333333333333335,0.0,4.0,0.0,0.0,3.3333333333333335,1.0,1.0,1.0,0.0595067281892811,0.0316459836203252,0.0427508052548241,0.0087219077024977,0.042862538347655,0.0249983586122705,0.0305633246832363,0.0421998621240744,0.3085489376502641,0.1496440749031015,0.1945628562009002,0.0481090288447297,1.3883155427386549,1.2659224595966752,1.3987616104563532,0.2066809525788011,0.1317555661628081,0.2270124930813448
