MS_system,Version Id,Microservice,Avg(Cognitive complexity),Cognitive complexity,Max(NBD),Max(SIX),Max(VG),Taylor_JC,Yin_JC,Liu_JC,Huang_JC,Taylor_CC,Yin_CC,Liu_CC,Huang_CC,Taylor_TAC,Taylor_FOM,Taylor_FOM_NORM
train-ticket-0.0.4,4,ts-security-service,6.285714285714286,44,2.0,1.428571429,18.0,1.775029335648443e-21,0.0251684179162187,9.023506330689412e-20,0.0,1.2166882928723921e-21,0.0192526576155431,6.423740192245937e-20,0.0,-0.1594307071504646,0.1550401115212227,0.1695044638562027
train-ticket-0.0.4,4,ts-ticketinfo-service,1.6,8,3.0,2.0,6.0,3.763745611840904e-17,0.0027758255872783,1.4046881762585907e-20,0.0,2.5798476291682145e-17,0.0021233762014852,9.999828852245681e-21,0.0,-0.2362885845179891,0.0726366887176681,0.0794132747749788
train-ticket-0.0.4,4,ts-train-service,4.571428571428571,32,2.0,2.0,3.0,1.391689971306768e-29,4.729612356942567e-19,0.0,0.0,9.539295274679452e-30,3.6179313163653066e-19,0.0,0.0,-0.1713650677789812,0.082480448467069,0.0901754007969475
train-ticket-0.0.4,4,ts-travel-plan-service,7.6,38,3.0,0.666666667,6.0,0.3026642381577848,0.0322935573699495,0.2698549041005859,0.0631673995237931,0.2074602531023479,0.0247030546497278,0.1921068961463415,0.206720866809388,-0.1905456759007055,0.4041605825577292,0.4418664446644239
train-ticket-0.0.4,4,ts-travel-service,16.285714285714285,114,5.0,1.294117647,6.0,0.0881804750374874,0.0583835002646432,0.0758944749895951,0.0185013029705991,0.060443030142284,0.0446606355923473,0.0540284864323709,0.0605471400757087,-0.3364850885984856,0.1094507322345302,0.1196618572061805
train-ticket-0.0.4,4,ts-travel2-service,17.428571428571427,122,5.0,1.294117647,6.0,0.0881804750374874,0.0201455697013589,0.0758944749895951,0.0185013029705991,0.060443030142284,0.0154104146403412,0.0540284864323709,0.0605471400757087,-0.3299042366419073,0.0592097749243207,0.0647337070072966
train-ticket-0.0.4,4,ts-verification-code-service,10.6,53,3.0,1.333333333,7.0,3.975961917917879e-33,5.191562326619164e-20,0.0,0.0,2.725310630807089e-33,3.9713013466667723e-20,0.0,0.0,0.0,0.2383153277766655,0.2605487797134961
train-ticket-0.1.0,5,ts-admin-basic-info-service,2.0,10,2.0,2.0,8.0,3.8814268212699e-19,0.0190169403657763,2.0625866146861306e-23,0.0,3.0155669969010247e-19,0.0170328572483018,1.817519300362364e-23,0.0,0.0,0.1888003147141273,0.1526562196314191
train-ticket-0.1.0,5,ts-admin-order-service,9.6,48,2.0,2.0,18.0,7.741520134891346e-22,0.0174477805250628,1.5832994819734258e-19,0.0,6.014559516282523e-22,0.0156274116270525,1.3951789206090325e-19,0.0,0.0,0.2114605796693213,0.1709783839198848
train-ticket-0.1.0,5,ts-admin-travel-service,7.6,38,3.0,2.0,6.0,0.1108574736602268,0.0037566579835687,0.0607441911389586,0.0313981240961051,0.0861276417985464,0.0033647168226899,0.0535268380943886,0.0929474361258765,0.0,0.1498718306383964,0.1211802381216367
train-ticket-0.1.0,5,ts-assurance-service,7.714285714285714,54,3.0,2.0,3.0,1.4189352507831754e-27,5.837466596572244e-20,0.0,0.0,1.1024024179853739e-27,5.228429669479415e-20,0.0,0.0,-0.1284613938344723,0.2118684632092277,0.1713081818831258
train-ticket-0.1.0,5,ts-cancel-service,33.2,166,6.0,0.4,18.0,1.5917016508324465e-20,0.0186546625122985,2.2753046087944467e-20,0.0,1.2366284843656561e-20,0.0167083767144293,2.0049630940306675e-20,0.0,5.551115123125783e-17,0.2017328999944624,0.163112979631773
train-ticket-0.1.0,5,ts-config-service,3.6666666666666665,22,2.0,2.0,3.0,1.8701430846360048e-19,1.7578977663807457e-18,0.0,0.0,1.4529558394884038e-19,1.5744920652828502e-18,0.0,0.0,-0.1047287151359815,0.2056587091436468,0.1662872284915609
train-ticket-0.1.0,5,ts-consign-price-service,2.0,14,3.0,2.0,3.0,2.561731825240765e-19,8.942494799648483e-20,0.0,0.0,1.990266544450691e-19,8.009502813618174e-20,0.0,0.0,-0.0354086021168545,0.0473171131696601,0.0382586842150632
train-ticket-0.1.0,5,ts-consign-service,3.6666666666666665,22,2.0,2.0,3.0,8.89146061401113e-19,4.405229394303165e-19,9.52402156995061e-18,0.0,6.907973901485239e-19,3.9456212185543177e-19,8.39241993388327e-18,0.0,-0.1375747595967983,0.1222696264849827,0.0988622237373127
train-ticket-0.1.0,5,ts-contacts-service,6.0,42,2.0,2.0,8.0,4.356118226302474e-19,1.804895938902561e-19,0.0,0.0,3.384365328196233e-19,1.6165868054512417e-19,0.0,0.0,-0.1284613938344721,0.3029660697120891,0.2449659840284992
train-ticket-0.1.0,5,ts-execute-service,18.8,94,4.0,0.666666667,18.0,3.9869778658579947e-19,0.0174477805250628,2.1532477923399957e-17,0.0,3.0975719556971164e-19,0.0156274116270525,1.897408522471253e-17,0.0,8.673617379884035e-19,0.1982007687271726,0.1602570426206359
train-ticket-0.1.0,5,ts-food-map-service,7.428571428571429,52,4.0,2.0,5.0,3.2696271047798863e-19,2.687270133064723e-20,0.0,0.0,2.540246162910115e-19,2.4069007781340902e-20,0.0,0.0,-0.0354086021168545,0.063121923820349,0.0510378082836738
train-ticket-0.1.0,5,ts-food-service,16.666666666666668,100,5.0,2.0,15.0,0.0554287368301134,0.02725909051815,0.0347086101703108,0.0156990620480525,0.0430638208992732,0.0244150840557802,0.0305846883830829,0.0464737180629382,-0.1375747595967983,0.3903461136976341,0.3156179170311421
train-ticket-0.1.0,5,ts-inside-payment-service,17.75,142,4.0,1.636363636,18.0,3.4492543553709164e-20,0.0218967827536742,1.2027251766460624e-22,0.0,2.6798025769736326e-20,0.0196122387548532,1.0598227516950108e-22,0.0,-0.0246121438921884,0.0949549378245106,0.0767766826319893
train-ticket-0.1.0,5,ts-notification-service,1.6,8,2.0,2.0,1.0,2.5885361789376666e-21,8.581366711098331e-19,0.0,0.0,2.0110914441856785e-21,7.686052086933638e-19,0.0,0.0,-0.1284613938344721,0.0203568350165271,0.0164597049638868
train-ticket-0.1.0,5,ts-order-other-service,30.857142857142858,216,10.0,1.8,18.0,5.6196083125116895e-22,0.1002762676295487,9.044274475480724e-24,0.0,4.365998933654127e-22,0.0898142034982867,7.96967424297105e-24,0.0,-0.2960912582554325,0.0763053468617218,0.0616973854477532
train-ticket-0.1.0,5,ts-order-service,31.142857142857142,218,10.0,1.8,18.0,1.4304542225262811e-22,0.216283481982897,8.592848674531641e-25,0.0,1.1113517638383971e-22,0.1937181062212354,7.57188483618226e-25,0.0,-0.3220859438432756,0.2047140221178389,0.165523393164734
train-ticket-0.1.0,5,ts-payment-service,2.0,14,2.0,2.0,3.0,7.659377912037007e-23,1.22657090385786e-21,0.0,0.0,5.950741392768196e-23,1.0985998119828817e-21,0.0,0.0,0.0,0.0875511303019388,0.0707902664070702
train-ticket-0.1.0,5,ts-preserve-other-service,25.6,128,4.0,0.166666667,18.0,0.1726677986287373,0.0313411647648354,0.2144199804619682,0.0490018017453916,0.1341494607392896,0.0280712656803432,0.1889435576174588,0.1450593616307044,-0.2462134234933336,0.0669235584338453,0.0541116546879821
train-ticket-0.1.0,5,ts-preserve-service,25.6,128,4.0,0.166666667,18.0,0.1726677986287373,0.0395748308567603,0.2144199804619676,0.0490018017453916,0.1341494607392896,0.0354458935898005,0.1889435576174583,0.1450593616307045,-0.2529038620725489,0.0676735034683636,0.0547180295982902
train-ticket-0.1.0,5,ts-price-service,4.0,28,3.0,2.0,4.0,5.682046157612636e-23,2.65385312374641e-23,0.0,0.0,4.414508286970346e-23,2.3769702457542172e-23,0.0,0.0,-0.0050753096371953,0.1938433656447867,0.1567338245424537
train-ticket-0.1.0,5,ts-rebook-service,37.2,186,9.0,0.285714286,18.0,0.1330020649469509,0.0379456103733449,0.1047505826429777,0.0097026982852653,0.1033322682720294,0.0339866535971273,0.0923045870278696,0.0287227646581033,-0.0955827663785074,0.2020254914073082,0.1633495570921935
train-ticket-0.1.0,5,ts-route-plan-service,16.4,82,4.0,0.75,9.0,0.1108574736602268,0.0253009485546054,0.0781060542118711,0.0313981240961051,0.0861276417985464,0.0226612397519411,0.0688258422673935,0.0929474361258765,-0.0491404251411152,0.1274657677637243,0.1030636112481573
train-ticket-0.1.0,5,ts-route-service,5.714285714285714,40,3.0,2.0,6.0,2.503345575422634e-25,1.6716156294819024e-20,0.0,0.0,1.9449049658014328e-25,1.497211951205128e-20,0.0,0.0,-0.1717076542718216,0.1348272948053074,0.1090158412038336
train-ticket-0.1.0,5,ts-seat-service,13.2,66,3.0,1.0,8.0,0.1089146015537446,0.0544794374463541,0.0867744302871664,0.0313981240961051,0.0846181811611846,0.0487954667335184,0.0764642806764618,0.0929474361258765,-0.4069075576653643,0.1516512477268996,0.1226190020680303
train-ticket-0.1.0,5,ts-security-service,6.285714285714286,44,2.0,1.428571429,18.0,7.742156297978683e-22,0.0218967827536742,1.4413729610227865e-18,0.0,6.0150537655622795e-22,0.0196122387548532,1.2701154739521153e-18,0.0,-0.1591046980636218,0.040600642549311,0.0328280205230007
train-ticket-0.1.0,5,ts-ticketinfo-service,1.6,8,3.0,2.0,6.0,5.64301420131866e-17,0.0023002925536734,1.2210389692381321e-19,0.0,4.384183490279708e-17,0.0020602975001469,1.0759605813802796e-19,0.0,-0.2366321610479255,0.1921258499089788,0.1553451115004076
train-ticket-0.1.0,5,ts-train-service,4.571428571428571,32,2.0,2.0,3.0,4.794712654051461e-30,1.0988656433423914e-19,0.0,0.0,3.7251191134013894e-30,9.8421834838363e-20,0.0,0.0,-0.1717076542718216,0.0729927981518964,0.0590189939198971
train-ticket-0.1.0,5,ts-travel-plan-service,7.6,38,3.0,0.666666667,6.0,0.2679371183656285,0.0272976279093974,0.2181941238104307,0.0758017770258905,0.2081663183653175,0.0244496007483297,0.1922692741373484,0.2243949608828981,-0.1909276777705732,0.1927443518861105,0.1558452069256003
train-ticket-0.1.0,5,ts-travel-service,16.285714285714285,114,5.0,1.294117647,6.0,0.0773984788918459,0.0507682214710458,0.061359100968966,0.0222018264648927,0.0601326031132615,0.0454714508450948,0.0540686870892688,0.0657237623785108,-0.3369172589230377,0.2760464109589988,0.2231998479643885
train-ticket-0.1.0,5,ts-travel2-service,17.428571428571427,122,5.0,1.294117647,6.0,0.0773984788918459,0.0173898292878963,0.061359100968966,0.0222018264648927,0.0601326031132615,0.0155755065818121,0.0540686870892688,0.0657237623785108,-0.3302268203438224,0.1537846420667354,0.124343977555468
train-ticket-0.1.0,5,ts-verification-code-service,10.2,51,3.0,1.333333333,7.0,1.369816217182848e-33,1.4431313792324602e-19,0.0,0.0,1.0642407461400809e-33,1.292566012209191e-19,0.0,0.0,0.0,0.3700043308740405,0.2991703826553916
